ts,value,counter_name,t_s
558840503001,22.55134391784668,application_prediction_milliseconds,0.0
558840587845,0.0,stale_frames_per_second,8.4844e-05
558840590449,0.0,last_used_foveation_level,8.7448e-05
558840592688,5.0,application_layer_count,8.9687e-05
558840594824,12214.0,app_vss_mb,9.1823e-05
558840597063,1077.0,app_rss_mb,9.4062e-05
558840598470,451.0,app_uss_mb,9.5469e-05
558840601230,1.085517168045044,app_gpu_ms,9.8229e-05
558840602845,72.0,display_refresh_rate,9.9844e-05
558840605032,3.0,cpu_level,0.000102031
558840606751,2.0,gpu_level,0.00010375
558840608157,1920.0,cpu_frequency_mhz,0.000105156
558840610136,545.0,gpu_frequency_mhz,0.000107135
558840611543,2736.0,mem_frequency_mhz,0.000108542
558840612845,3121.0,available_memory_mb,0.000109844
558840614616,2.4716618061065674,timewarp_gpu_ms,0.000111615
558840616230,0.0,guardian_gpu_ms,0.000113229
558840617793,0.0,screen_tears_per_second,0.000114792
558840619459,44.0,cpu_util_0,0.000116458
558840621074,42.0,cpu_util_1,0.000118073
558840622584,47.0,cpu_util_2,0.000119583
558840624043,18.0,cpu_util_3,0.000121042
558840625449,16.0,cpu_util_4,0.000122448
558840626907,18.0,cpu_util_5,0.000123906
558840628470,0.0,cpu_util_6,0.000125469
558840629980,0.0,cpu_util_7,0.000126979
558840631543,26.858770847320557,gpu_util,0.000128542
559123628394,0.0,application_prediction_milliseconds,0.283125393
559123793342,0.0,stale_frames_per_second,0.283290341
559123798446,0.0,last_used_foveation_level,0.283295445
559123801727,0.0,application_layer_count,0.283298726
559123804175,0.0,app_vss_mb,0.283301174
559123806623,0.0,app_rss_mb,0.283303622
559123808081,0.0,app_uss_mb,0.28330508
559123809383,2523.318359375,app_gpu_ms,0.283306382
559138353239,0.0,application_prediction_milliseconds,0.297850238
559138508916,0.0,stale_frames_per_second,0.298005915
559138511520,0.0,last_used_foveation_level,0.298008519
559138513604,1.0,application_layer_count,0.298010603
559138515635,6661.0,app_vss_mb,0.298012634
559138517770,144.0,app_rss_mb,0.298014769
559138519176,2.0,app_uss_mb,0.298016175
559138520531,1.117443323135376,app_gpu_ms,0.29801753
559839623725,22.456907272338867,application_prediction_milliseconds,0.999120724
559839631955,0.0,stale_frames_per_second,0.999128954
559839633413,0.0,last_used_foveation_level,0.999130412
559839634663,5.0,application_layer_count,0.999131662
559839635913,12214.0,app_vss_mb,0.999132912
559839637059,1077.0,app_rss_mb,0.999134058
559839637632,451.0,app_uss_mb,0.999134631
559839638100,1.0817360877990723,app_gpu_ms,0.999135099
559839638621,72.0,display_refresh_rate,0.99913562
559839639455,3.0,cpu_level,0.999136454
559839639871,2.0,gpu_level,0.99913687
559839640392,1920.0,cpu_frequency_mhz,0.999137391
559839641173,545.0,gpu_frequency_mhz,0.999138172
559839641798,2736.0,mem_frequency_mhz,0.999138797
559839642319,3121.0,available_memory_mb,0.999139318
559839643153,2.474898338317871,timewarp_gpu_ms,0.999140152
559839643778,0.0,guardian_gpu_ms,0.999140777
559839644194,0.0,screen_tears_per_second,0.999141193
559839644663,45.0,cpu_util_0,0.999141662
559839645288,45.0,cpu_util_1,0.999142287
559839645705,48.0,cpu_util_2,0.999142704
559839646278,18.0,cpu_util_3,0.999143277
559839646642,25.0,cpu_util_4,0.999143641
559839647163,19.0,cpu_util_5,0.999144162
559839647475,0.0,cpu_util_6,0.999144474
559839648048,0.0,cpu_util_7,0.999145047
559839648621,26.87634825706482,gpu_util,0.99914562
560123335004,0.0,application_prediction_milliseconds,1.282832003
560123344275,0.0,stale_frames_per_second,1.282841274
560123345316,0.0,last_used_foveation_level,1.282842315
560123346566,0.0,application_layer_count,1.282843565
560123347504,0.0,app_vss_mb,1.282844503
560123348285,0.0,app_rss_mb,1.282845284
560123348754,0.0,app_uss_mb,1.282845753
560123349222,2523.318359375,app_gpu_ms,1.282846221
560138310422,0.0,application_prediction_milliseconds,1.297807421
560138317974,0.0,stale_frames_per_second,1.297814973
560138318911,0.0,last_used_foveation_level,1.29781591
560138319641,1.0,application_layer_count,1.29781664
560138320734,6661.0,app_vss_mb,1.297817733
560138321464,144.0,app_rss_mb,1.297818463
560138321880,2.0,app_uss_mb,1.297818879
560138322401,1.0500926971435547,app_gpu_ms,1.2978194
560840518356,22.459083557128906,application_prediction_milliseconds,2.000015355
560840525804,0.0,stale_frames_per_second,2.000022803
560840527158,0.0,last_used_foveation_level,2.000024157
560840528356,5.0,application_layer_count,2.000025355
560840529606,12214.0,app_vss_mb,2.000026605
560840531065,1077.0,app_rss_mb,2.000028064
560840531950,451.0,app_uss_mb,2.000028949
560840532783,1.0816138982772827,app_gpu_ms,2.000029782
560840533617,72.0,display_refresh_rate,2.000030616
560840534294,3.0,cpu_level,2.000031293
560840534763,2.0,gpu_level,2.000031762
560840535231,1920.0,cpu_frequency_mhz,2.00003223
560840535961,545.0,gpu_frequency_mhz,2.00003296
560840536533,2736.0,mem_frequency_mhz,2.000033532
560840536950,3121.0,available_memory_mb,2.000033949
560840537783,2.4770405292510986,timewarp_gpu_ms,2.000034782
560840538356,0.0,guardian_gpu_ms,2.000035355
560840538825,0.0,screen_tears_per_second,2.000035824
560840539190,46.0,cpu_util_0,2.000036189
560840539815,46.0,cpu_util_1,2.000036814
560840540388,54.0,cpu_util_2,2.000037387
560840540856,22.0,cpu_util_3,2.000037855
560840541325,20.0,cpu_util_4,2.000038324
560840541794,32.0,cpu_util_5,2.000038793
560840542367,0.0,cpu_util_6,2.000039366
560840542836,0.0,cpu_util_7,2.000039835
560840543461,26.885882019996643,gpu_util,2.00004046
561123459218,0.0,application_prediction_milliseconds,2.282956217
561123468124,0.0,stale_frames_per_second,2.282965123
561123469374,0.0,last_used_foveation_level,2.282966373
561123471041,0.0,application_layer_count,2.28296804
561123472291,0.0,app_vss_mb,2.28296929
561123473385,0.0,app_rss_mb,2.282970384
561123474270,0.0,app_uss_mb,2.282971269
561123475155,2523.318359375,app_gpu_ms,2.282972154
561144123960,0.0,application_prediction_milliseconds,2.303620959
561144131668,0.0,stale_frames_per_second,2.303628667
561144133022,0.0,last_used_foveation_level,2.303630021
561144134272,1.0,application_layer_count,2.303631271
561144135626,6661.0,app_vss_mb,2.303632625
561144136668,144.0,app_rss_mb,2.303633667
561144137710,2.0,app_uss_mb,2.303634709
561144138647,1.0817145109176636,app_gpu_ms,2.303635646
561840240018,22.418556213378906,application_prediction_milliseconds,2.999737017
561840248769,0.0,stale_frames_per_second,2.999745768
561840250123,0.0,last_used_foveation_level,2.999747122
561840251269,5.0,application_layer_count,2.999748268
561840252519,12214.0,app_vss_mb,2.999749518
561840253560,1077.0,app_rss_mb,2.999750559
561840254081,451.0,app_uss_mb,2.99975108
561840254602,1.1152607202529907,app_gpu_ms,2.999751601
561840255071,72.0,display_refresh_rate,2.99975207
561840255852,3.0,cpu_level,2.999752851
561840256373,2.0,gpu_level,2.999753372
561840256946,1920.0,cpu_frequency_mhz,2.999753945
561840257727,545.0,gpu_frequency_mhz,2.999754726
561840258300,2736.0,mem_frequency_mhz,2.999755299
561840258716,3121.0,available_memory_mb,2.999755715
561840259394,2.4682657718658447,timewarp_gpu_ms,2.999756393
