ts,value,counter_name,t_s
424829739495,23.120620727539062,application_prediction_milliseconds,0.0
424829919443,0.0,stale_frames_per_second,0.000179948
424829922307,0.0,last_used_foveation_level,0.000182812
424829924443,5.0,application_layer_count,0.000184948
424829926370,12214.0,app_vss_mb,0.000186875
424829928557,1130.0,app_rss_mb,0.000189062
424829930120,451.0,app_uss_mb,0.000190625
424829931422,1.0817008018493652,app_gpu_ms,0.000191927
424829933141,72.0,display_refresh_rate,0.000193646
424829934859,3.0,cpu_level,0.000195364
424829936786,2.0,gpu_level,0.000197291
424829938297,1920.0,cpu_frequency_mhz,0.000198802
424829940328,545.0,gpu_frequency_mhz,0.000200833
424829941838,3196.0,mem_frequency_mhz,0.000202343
424829943088,3086.0,available_memory_mb,0.000203593
424829945016,2.449658155441284,timewarp_gpu_ms,0.000205521
424829946578,0.0,guardian_gpu_ms,0.000207083
424829948401,0.0,screen_tears_per_second,0.000208906
424829951318,43.0,cpu_util_0,0.000211823
424829953766,43.0,cpu_util_1,0.000214271
424829955432,48.0,cpu_util_2,0.000215937
424829956995,19.0,cpu_util_3,0.0002175
424829987620,20.0,cpu_util_4,0.000248125
424829989859,15.0,cpu_util_5,0.000250364
424829991682,0.0,cpu_util_6,0.000252187
424829993401,0.0,cpu_util_7,0.000253906
424829994963,26.71353816986084,gpu_util,0.000255468
425108470460,0.0,application_prediction_milliseconds,0.278730965
425108601241,0.0,stale_frames_per_second,0.278861746
425108603741,0.0,last_used_foveation_level,0.278864246
425108607231,0.0,application_layer_count,0.278867736
425108610095,0.0,app_vss_mb,0.2788706
425108612283,0.0,app_rss_mb,0.278872788
425108613845,0.0,app_uss_mb,0.27887435
425108615252,2523.318359375,app_gpu_ms,0.278875757
425127360201,0.0,application_prediction_milliseconds,0.297620706
425127569524,0.0,stale_frames_per_second,0.297830029
425127572701,0.0,last_used_foveation_level,0.297833206
425127574993,1.0,application_layer_count,0.297835498
425127577129,6661.0,app_vss_mb,0.297837634
425127579160,146.0,app_rss_mb,0.297839665
425127580618,2.0,app_uss_mb,0.297841123
425127582076,1.0795516967773438,app_gpu_ms,0.297842581
425828499073,22.997695922851562,application_prediction_milliseconds,0.998759578
425828506886,0.0,stale_frames_per_second,0.998767391
425828508188,0.0,last_used_foveation_level,0.998768693
425828509282,5.0,application_layer_count,0.998769787
425828510323,12214.0,app_vss_mb,0.998770828
425828511417,1130.0,app_rss_mb,0.998771922
