ts,value,counter_name,t_s
620844282303,26.971982955932617,application_prediction_milliseconds,0.0
620844384438,0.0,stale_frames_per_second,0.000102135
620844387407,0.0,last_used_foveation_level,0.000105104
620844389907,5.0,application_layer_count,0.000107604
620844392198,12069.0,app_vss_mb,0.000109895
620844394490,1027.0,app_rss_mb,0.000112187
620844395896,403.0,app_uss_mb,0.000113593
620844397198,1.0478049516677856,app_gpu_ms,0.000114895
620844398813,72.0,display_refresh_rate,0.00011651
620844402407,3.0,cpu_level,0.000120104
620844404178,2.0,gpu_level,0.000121875
620844405688,1920.0,cpu_frequency_mhz,0.000123385
620844407615,545.0,gpu_frequency_mhz,0.000125312
620844409230,2736.0,mem_frequency_mhz,0.000126927
620844410584,3488.0,available_memory_mb,0.000128281
620844412355,2.4607625007629395,timewarp_gpu_ms,0.000130052
620844414126,0.0,guardian_gpu_ms,0.000131823
620844415896,0.0,screen_tears_per_second,0.000133593
620844417563,55.0,cpu_util_0,0.00013526
620844419282,54.0,cpu_util_1,0.000136979
620844420948,54.0,cpu_util_2,0.000138645
620844422511,32.0,cpu_util_3,0.000140208
620844423969,27.0,cpu_util_4,0.000141666
620844425532,35.0,cpu_util_5,0.000143229
620844427094,0.0,cpu_util_6,0.000144791
620844428657,0.0,cpu_util_7,0.000146354
620844430219,25.520750880241394,gpu_util,0.000147916
621128842227,0.0,application_prediction_milliseconds,0.284559924
621129136758,0.0,stale_frames_per_second,0.284854455
621129140925,0.0,last_used_foveation_level,0.284858622
621129144571,0.0,application_layer_count,0.284862268
621129146966,0.0,app_vss_mb,0.284864663
621129149571,0.0,app_rss_mb,0.284867268
621129215091,0.0,app_uss_mb,0.284932788
621129223581,2523.318359375,app_gpu_ms,0.284941278
621149121396,0.0,application_prediction_milliseconds,0.304839093
621149239625,0.0,stale_frames_per_second,0.304957322
621149242333,0.0,last_used_foveation_level,0.30496003
621149244521,1.0,application_layer_count,0.304962218
621149246448,6661.0,app_vss_mb,0.304964145
621149248583,143.0,app_rss_mb,0.30496628
621149249937,2.0,app_uss_mb,0.304967634
621149251291,1.082589864730835,app_gpu_ms,0.304968988
621843555111,24.723413467407227,application_prediction_milliseconds,0.999272808
621843563861,0.0,stale_frames_per_second,0.999281558
621843565006,0.0,last_used_foveation_level,0.999282703
621843566100,5.0,application_layer_count,0.999283797
621843567298,12069.0,app_vss_mb,0.999284995
621843568496,1027.0,app_rss_mb,0.999286193
621843569225,403.0,app_uss_mb,0.999286922
