time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
1.803,,5039000,1273000,1354000,1351000,105000,5855000,293000,0,5000,4000,68000,68000,2349000,9266000,11615000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
2.003,,5039000,1110000,1948000,1071000,754000,6174000,293000,0,8000,4000,68000,68000,2423000,5668000,8091000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
2.203,,5325000,1318000,1900000,1109000,105000,6174000,293000,0,5000,4000,68000,68000,2482000,8742000,11224000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
2.404,,5325000,1408000,1900000,833000,105000,6174000,257000,0,5000,7000,68000,68000,2413000,5373000,7786000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
2.604,,5572000,1309000,1924000,877000,105000,6555000,257000,0,8000,11000,68000,68000,2427000,7279000,9706000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
2.804,,5572000,1251000,1339000,1129000,105000,6555000,257000,0,5000,4000,68000,68000,2461000,7677000,10138000,25000000,125.6,122.9,89.42,118.85,124.25,122.225,116.2616,125.15,121.8866
3.004,,5572000,1353000,1315000,884000,880000,6555000,212000,0,5000,4000,68000,68000,2472000,5240000,7712000,25000000,125.6,122.9,89.42,118.7366,124.3616,122.225,116.2616,125.15,121.8866
3.204,,6378000,1273000,1458000,1391000,2115000,7134000,212000,0,5000,11000,68000,68000,2500000,4371000,6871000,25000000,125.6,123.35,89.42,118.7366,124.3616,122.225,116.2616,125.15,121.8866
3.404,,6378000,1118000,1483000,987000,105000,7134000,212000,0,5000,7000,68000,68000,2381000,5358000,7739000,25000000,125.6,122.9,89.42,118.7366,124.3616,122.225,116.2616,125.15,121.8866
3.603,,6378000,1132000,1330000,813000,2743000,7134000,242000,0,8000,4000,68000,68000,2443000,3978000,6421000,25000000,125.6,122.9,89.42,118.7366,124.3616,122.225,116.2616,125.15,121.8866
3.804,,6460000,1353000,1554000,814000,880000,7353000,242000,0,5000,4000,68000,68000,2441000,4486000,6927000,25000000,125.6,122.9,89.42,118.7366,124.3616,122.225,116.2616,125.15,121.8866
4.005,,6460000,1050000,1315000,1552000,419000,7353000,242000,0,5000,4000,68000,68000,2405000,5242000,7647000,25000000,125.6,122.9,89.42,118.85,124.3616,122.225,116.2616,125.15,121.8866
4.206,,6460000,1073000,1315000,877000,105000,7353000,233000,0,5000,4000,72000,68000,2398000,7122000,9520000,25000000,125.6,122.9,89.42,118.85,124.3616,122.225,116.2616,125.15,121.8866
4.405,,6490000,1073000,1306000,717000,858000,7382000,233000,10000,3000,7000,68000,68000,2421000,5411000,7832000,25000000,125.6,123.35,89.42,118.85,124.3616,122.225,116.2616,125.15,121.8866
4.603,,6490000,1553000,1243000,751000,3331000,7382000,233000,20000,3000,7000,74000,68000,2422000,5277000,7699000,25000000,125.6,123.35,89.42,118.85,124.3616,122.225,116.2616,125.15,121.8866
4.804,,6490000,1642000,1315000,942000,858000,7382000,230000,10000,35000,7000,68000,68000,2413000,5238000,7651000,25000000,125.6,123.35,89.42,118.85,124.3616,122.225,116.2616,125.15,121.8866
5.003,,6481000,1531000,1496000,1391000,796000,7389000,230000,0,35000,4000,68000,68000,2419000,4602000,7021000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.15,125.15,121.8866
5.203,,6481000,1398000,1458000,1424000,880000,7389000,230000,0,35000,4000,68000,68000,2466000,10421000,12887000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.15,125.15,121.8866
5.404,,6481000,1509000,1458000,987000,858000,7355000,239000,0,35000,4000,68000,68000,2534000,10129000,12663000,25000000,125.6,122.9,89.42,118.85,124.475,122.225,116.15,125.15,121.8866
5.604,,6442000,1519000,1568000,877000,5220000,7355000,239000,0,84000,0,86000,68000,2392000,9034000,11426000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.15,125.15,121.8866
5.804,,6442000,1487000,1401000,948000,1625000,7355000,218000,0,35000,4000,68000,68000,2402000,5423000,7825000,25000000,125.6,122.9,89.42,118.85,124.475,122.225,116.15,125.15,121.8866
6.004,,6442000,1664000,1473000,1371000,607000,7327000,218000,0,35000,4000,74000,68000,2525000,4938000,7463000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.2616,125.15,121.8866
6.204,,6448000,1686000,1520000,1693000,105000,7327000,218000,0,35000,4000,74000,68000,2577000,5510000,8087000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.2616,125.15,121.8866
6.405,,6448000,1686000,1483000,1693000,104000,7327000,325000,0,35000,4000,68000,68000,2493000,4785000,7278000,25000000,125.6,122.9,89.42,118.85,124.475,122.225,116.2616,125.15,121.8866
6.603,,6448000,1509000,2043000,1471000,398000,7318000,325000,0,8000,11000,68000,68000,2625000,4801000,7426000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.2616,125.15,121.8866
6.803,,6426000,1598000,1315000,1391000,105000,7318000,325000,0,5000,4000,68000,68000,2632000,4313000,6945000,25000000,125.6,123.35,89.42,118.85,124.475,122.225,116.2616,125.15,121.8866
7.003,,6426000,1198000,1387000,1613000,5624000,7318000,222000,0,5000,11000,68000,68000,2571000,4864000,7435000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
7.204,,6344000,1376000,1758000,1351000,858000,7355000,222000,0,5000,4000,68000,68000,2594000,5052000,7646000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
7.403,,6344000,1309000,2114000,1109000,1706000,7355000,222000,0,5000,11000,68000,68000,2574000,4159000,6733000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
7.604,,6344000,1243000,1387000,1492000,5649000,7355000,236000,0,5000,7000,68000,68000,2530000,5058000,7588000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
7.804,,6472000,1265000,1306000,1431000,873000,7152000,236000,0,5000,7000,68000,68000,2606000,5516000,8122000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
8.003,,6472000,1564000,1449000,1870000,105000,7152000,236000,0,5000,7000,68000,68000,2406000,3764000,6170000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
8.204,,6472000,1509000,1663000,1371000,105000,7152000,226000,0,5000,4000,68000,68000,2407000,4267000,6674000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
8.404,,6442000,1398000,1758000,1512000,105000,7397000,226000,0,5000,11000,68000,68000,2424000,4920000,7344000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
8.602,,6442000,1452000,1781000,1895000,105000,7397000,226000,0,5000,4000,68000,68000,2413000,6110000,8523000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
8.803,,6442000,1598000,1387000,1129000,105000,7397000,223000,0,5000,7000,68000,68000,2437000,6709000,9146000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
9.003,,6463000,1553000,1971000,1955000,105000,7380000,223000,0,5000,7000,74000,68000,2412000,5452000,7864000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
9.203,,6463000,1386000,1449000,1492000,105000,7380000,223000,0,5000,11000,68000,68000,2466000,5442000,7908000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
9.403,,6463000,1363000,1924000,1471000,105000,7380000,240000,10000,78000,0,68000,68000,2462000,5017000,7479000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
9.603,,6506000,1296000,1544000,1209000,105000,7362000,240000,10000,3000,4000,68000,68000,2427000,4773000,7200000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
9.803,,6506000,1273000,1411000,1713000,105000,7362000,240000,10000,81000,4000,68000,68000,2403000,7904000,10307000,25000000,125.6,123.35,89.42,118.85,124.475,122.3366,116.2616,125.2616,121.8866
10.003,,6506000,1050000,1496000,1721000,105000,7362000,236000,0,35000,11000,68000,70000,2451000,5011000,7462000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.15,125.2616,122
10.203,,6487000,1318000,1568000,1477000,105000,7324000,236000,0,35000,4000,68000,68000,2487000,7931000,10418000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.15,125.2616,122
10.404,,6487000,1073000,1686000,1777000,105000,7324000,236000,0,35000,4000,68000,68000,2539000,7771000,10310000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.15,125.2616,122
10.604,,6487000,1207000,1449000,1048000,105000,7342000,220000,0,8000,4000,68000,68000,2556000,7241000,9797000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.15,125.2616,122
10.803,,6460000,1118000,1520000,968000,105000,7342000,220000,10000,81000,0,72000,68000,2423000,6586000,9009000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.15,125.2616,122
11.003,,6460000,1273000,1568000,751000,104000,7342000,234000,0,35000,4000,68000,68000,2426000,5238000,7664000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
11.204,,6460000,1073000,1663000,1935000,105000,7360000,234000,0,35000,4000,68000,68000,2439000,6508000,8947000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
11.404,,6399000,1309000,1544000,1413000,105000,7360000,234000,0,35000,4000,68000,68000,2398000,5610000,8008000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
11.604,,6399000,1050000,1520000,877000,105000,7360000,208000,0,8000,11000,68000,68000,2420000,5417000,7837000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
11.805,,6317000,1184000,1615000,691000,105000,7400000,208000,0,5000,4000,68000,68000,2416000,6432000,8848000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
12.003,,6317000,1296000,1554000,1049000,880000,7400000,208000,0,5000,7000,68000,68000,2421000,5203000,7624000,25000000,125.6,122.9,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
12.206,,6317000,1140000,2066000,1584000,105000,7400000,226000,0,5000,11000,68000,68000,2461000,5468000,7929000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
12.404,,6503000,1420000,2114000,1310000,105000,7189000,226000,0,5000,11000,68000,68000,2466000,5758000,8224000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
12.604,,6503000,1110000,1710000,772000,838000,7189000,226000,0,5000,7000,68000,68000,2483000,5107000,7590000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
12.803,,6503000,1118000,1758000,921000,858000,7189000,264000,0,8000,7000,68000,68000,2462000,5370000,7832000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
13.004,,6478000,1265000,1615000,1401000,858000,7337000,264000,0,8000,7000,68000,68000,2463000,5568000,8031000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
13.205,,6478000,1073000,1330000,877000,858000,7337000,264000,0,5000,7000,68000,68000,2453000,4459000,6912000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
13.404,,6478000,1140000,1411000,863000,3331000,7337000,218000,0,5000,4000,68000,68000,2391000,5128000,7519000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
13.605,,6448000,1140000,1449000,1189000,858000,7349000,218000,0,5000,7000,68000,68000,2412000,5145000,7557000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
13.804,,6448000,1376000,1829000,985000,3331000,7349000,218000,0,5000,7000,68000,68000,2390000,5681000,8071000,25000000,125.6,123.35,89.42,118.85,124.5866,122.3366,116.2616,125.375,122
14.004,,6448000,1353000,1663000,751000,2701000,7349000,215000,0,5000,4000,68000,68000,2409000,7281000,9690000,25000000,125.6,123.35,89.42,118.85,124.5866,122.45,116.2616,125.375,122
14.204,,6402000,1376000,1354000,877000,1010000,7247000,215000,0,5000,7000,68000,68000,2327000,5431000,7758000,25000000,125.6,123.35,89.42,118.85,124.5866,122.45,116.2616,125.375,122
14.404,,6402000,1642000,1639000,1562000,105000,7247000,215000,0,5000,7000,68000,68000,2374000,4945000,7319000,25000000,125.6,123.35,89.42,118.85,124.5866,122.45,116.2616,125.375,122
14.604,,6402000,1442000,1378000,1371000,105000,7247000,240000,10000,3000,7000,68000,68000,2344000,4618000,6962000,25000000,125.6,123.35,89.42,118.85,124.5866,122.45,116.2616,125.375,122
14.804,,6292000,1664000,1315000,1431000,775000,7169000,240000,10000,81000,4000,72000,68000,2442000,4718000,7160000,25000000,125.6,123.35,89.42,118.85,124.5866,122.45,116.2616,125.375,122
15.004,,6292000,1620000,1354000,1242000,105000,7169000,240000,0,35000,7000,68000,70000,2509000,5316000,7825000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
15.204,,6292000,1442000,1387000,1178000,838000,7377000,225000,0,35000,7000,68000,68000,2443000,4474000,6917000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
15.404,,6509000,1376000,1339000,1331000,105000,7377000,225000,0,35000,4000,68000,68000,2585000,4180000,6765000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
15.603,,6509000,1287000,1387000,1721000,104000,7377000,225000,0,5000,4000,68000,68000,2627000,4766000,7393000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
15.803,,6509000,1398000,1530000,1250000,880000,7402000,259000,0,5000,7000,86000,68000,2625000,4398000,7023000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
16.004,,6384000,1487000,1853000,1632000,440000,7402000,259000,0,35000,4000,68000,68000,2661000,4747000,7408000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
16.204,,6384000,1598000,1496000,1156000,838000,7402000,249000,0,35000,4000,68000,68000,2507000,5448000,7955000,25000000,125.6,123.8,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
16.403,,6329000,1553000,1387000,1734000,105000,7388000,249000,0,35000,4000,68000,68000,2660000,4372000,7032000,25000000,125.6,123.8,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
16.604,,6329000,1487000,1483000,1774000,838000,7388000,249000,0,35000,7000,68000,68000,2608000,4276000,6884000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
16.804,,6329000,1420000,1449000,1593000,5624000,7388000,233000,0,5000,7000,68000,68000,2550000,4725000,7275000,25000000,125.6,123.35,89.42,118.9616,124.5866,122.45,116.2616,125.375,122
17.003,,6469000,1487000,1483000,1632000,105000,7232000,233000,0,5000,11000,68000,70000,2502000,3851000,6353000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122
17.204,,6469000,1376000,1530000,1713000,105000,7232000,233000,0,5000,4000,68000,68000,2467000,4829000,7296000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122
17.403,,6469000,1309000,1639000,1391000,105000,7232000,227000,0,5000,11000,68000,70000,2433000,5288000,7721000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122
17.603,,6497000,1296000,1924000,1169000,105000,7256000,227000,0,5000,11000,68000,68000,2478000,4832000,7310000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122
17.803,,6497000,1686000,1578000,1673000,104000,7256000,227000,0,5000,11000,68000,68000,2452000,5031000,7483000,25000000,125.6,123.8,89.42,118.9616,124.7,122.45,116.2616,125.4866,122
18.003,,6497000,1509000,1520000,2141000,105000,7256000,214000,0,5000,11000,74000,68000,2425000,5037000,7462000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
18.203,,6506000,1509000,1506000,1351000,105000,7337000,214000,0,5000,11000,68000,68000,2519000,4327000,6846000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
18.403,,6506000,1073000,1520000,1371000,105000,7337000,214000,0,5000,4000,68000,68000,2508000,7137000,9645000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
18.603,,6506000,1376000,1568000,1863000,105000,7337000,291000,0,5000,11000,68000,68000,2489000,5232000,7721000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
18.804,,6454000,1363000,1458000,1250000,105000,7349000,291000,0,5000,11000,68000,68000,2466000,7319000,9785000,25000000,125.6,123.8,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
19.004,,6454000,1028000,1458000,1169000,105000,7349000,291000,0,5000,7000,68000,68000,2447000,7496000,9943000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
19.203,,6454000,1050000,1520000,1648000,105000,7349000,227000,0,5000,7000,68000,68000,2454000,7733000,10187000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
19.403,,6457000,1273000,1554000,1250000,105000,7391000,227000,0,5000,11000,68000,68000,2461000,9656000,12117000,25000000,125.6,123.8,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
19.603,,6457000,1118000,1520000,927000,503000,7391000,227000,10000,78000,4000,72000,68000,2405000,5810000,8215000,25000000,125.6,123.8,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
19.804,,6457000,1287000,1496000,1306000,105000,7399000,226000,10000,656000,0,72000,68000,2475000,9832000,12307000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
20.003,,6484000,1442000,1853000,1126000,105000,7399000,226000,0,35000,4000,68000,68000,2377000,9124000,11501000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
20.204,,6484000,1243000,1411000,813000,105000,7399000,226000,0,35000,7000,68000,68000,2388000,5371000,7759000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
20.404,,6484000,1050000,1544000,813000,272000,7393000,242000,0,35000,4000,68000,70000,2370000,5233000,7603000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
20.604,,6429000,1287000,1520000,772000,858000,7393000,242000,0,8000,4000,68000,68000,2402000,4447000,6849000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
20.804,,6429000,1497000,1387000,1584000,398000,7393000,242000,0,5000,7000,68000,68000,2398000,5851000,8249000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.2616,125.4866,122.1116
21.003,,6359000,1251000,1615000,1349000,858000,7364000,235000,10000,643000,0,86000,68000,2449000,5366000,7815000,25000000,125.6,123.8,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
21.204,,6359000,1243000,1496000,751000,921000,7364000,235000,0,35000,4000,68000,68000,2436000,4866000,7302000,25000000,125.6,123.35,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
21.404,,6359000,1073000,1401000,751000,880000,7364000,273000,0,35000,4000,68000,68000,2490000,4307000,6797000,25000000,125.6,123.8,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
21.604,,6457000,1140000,1544000,856000,852000,7227000,273000,0,35000,4000,68000,68000,2422000,4694000,7116000,25000000,125.6,123.8,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
21.804,,6457000,1398000,1568000,877000,1076000,7227000,273000,0,5000,4000,68000,68000,2428000,5268000,7696000,25000000,125.6,123.8,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
22.005,,6457000,1273000,1805000,968000,858000,7227000,225000,0,5000,7000,74000,70000,2379000,4480000,6859000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.375,125.4866,122.1116
22.204,,6457000,1050000,2114000,1381000,105000,7229000,225000,0,5000,7000,70000,68000,2425000,7478000,9903000,25000000,125.6,123.8,89.42,118.9616,124.7,122.45,116.375,125.4866,122.1116
22.404,,6457000,1243000,1568000,884000,880000,7229000,225000,0,5000,11000,68000,68000,2406000,5959000,8365000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.375,125.4866,122.1116
22.605,,6457000,1287000,1378000,1006000,880000,7229000,229000,0,5000,4000,68000,68000,2406000,4784000,7190000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.375,125.4866,122.1116
22.804,,6500000,1509000,1496000,899000,860000,7364000,229000,0,5000,4000,70000,68000,2411000,5477000,7888000,25000000,125.6,123.35,89.42,118.9616,124.7,122.45,116.375,125.4866,122.1116
23.004,,6500000,1487000,1674000,1109000,2661000,7364000,229000,0,5000,7000,68000,68000,2430000,5848000,8278000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.375,125.4866,122.1116
23.204,,6500000,1442000,1663000,1068000,5017000,7364000,228000,0,5000,4000,68000,68000,2396000,5828000,8224000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.375,125.4866,122.1116
23.405,,6503000,1519000,1473000,1156000,2638000,7389000,228000,0,5000,7000,68000,68000,2389000,7833000,10222000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.375,125.4866,122.1116
23.604,,6503000,1598000,1520000,806000,775000,7389000,228000,0,8000,4000,68000,68000,2393000,4759000,7152000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.375,125.4866,122.1116
23.803,,6503000,1487000,1781000,1178000,775000,7389000,241000,0,5000,7000,68000,68000,2473000,4541000,7014000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.375,125.4866,122.1116
24.003,,6460000,1509000,1758000,1089000,105000,7382000,241000,0,5000,7000,74000,68000,2451000,4675000,7126000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
24.203,,6460000,1531000,1578000,2312000,858000,7382000,241000,0,5000,11000,68000,68000,2589000,5729000,8318000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
24.404,,6460000,1509000,1411000,1456000,105000,7369000,288000,0,8000,4000,68000,68000,2550000,4307000,6857000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
24.604,,6426000,1363000,1615000,1713000,858000,7369000,288000,0,5000,11000,68000,68000,2601000,4725000,7326000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
24.803,,6426000,1531000,1506000,1471000,852000,7369000,288000,10000,659000,0,72000,68000,2731000,4435000,7166000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
25.004,,6426000,1398000,1449000,1189000,838000,7349000,251000,0,35000,4000,68000,68000,2732000,5102000,7834000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
25.204,,6365000,1531000,1530000,987000,105000,7349000,251000,0,35000,4000,68000,68000,2598000,5134000,7732000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
25.403,,6365000,1251000,1267000,1471000,2214000,7349000,251000,0,35000,4000,68000,68000,2544000,4793000,7337000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
25.604,,6411000,1243000,1544000,1613000,5688000,7342000,229000,0,5000,4000,68000,70000,2583000,4376000,6959000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
25.804,,6411000,1287000,1473000,1477000,105000,7342000,229000,0,5000,4000,68000,68000,2571000,4477000,7048000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
26.003,,6411000,1353000,1568000,1351000,105000,7342000,229000,0,5000,4000,68000,68000,2462000,4090000,6552000,25000000,125.6,123.35,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
26.203,,6506000,1243000,1544000,1371000,5525000,7284000,257000,10000,81000,0,68000,68000,2519000,4707000,7226000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
26.403,,6506000,1376000,1473000,1371000,105000,7284000,257000,0,35000,4000,68000,68000,2424000,5022000,7446000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
26.603,,6506000,1620000,1496000,1451000,105000,7284000,223000,0,35000,4000,68000,68000,2465000,5001000,7466000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
26.804,,6472000,1353000,1520000,1492000,105000,7227000,223000,0,35000,4000,68000,68000,2514000,4922000,7436000,25000000,125.6,123.8,89.6,118.9616,124.7,122.45,116.2616,125.4866,122.1116
27.003,,6472000,1243000,1900000,1512000,105000,7227000,223000,0,5000,4000,70000,68000,2542000,5294000,7836000,25000000,125.6,123.8,89.6,118.9616,124.7,122.5616,116.2616,125.4866,122.1116
