time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.206,,4880000,955000,1805000,1270000,831000,5707000,18000,38000,11000,181000,49000,70000,2489000,9480000,11969000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
0.404,,5069000,914000,1473000,766000,3467000,5707000,18000,38000,11000,181000,51000,70000,2545000,4793000,7338000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
0.604,,5069000,914000,1411000,1089000,5463000,5902000,28000,14000,11000,181000,51000,70000,2483000,4553000,7036000,25000000,125.6,122,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
0.804,,5069000,955000,2043000,2300000,825000,5902000,37000,14000,11000,224000,51000,70000,2432000,4061000,6493000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
1.005,,4856000,874000,1615000,1935000,853000,5902000,18000,14000,11000,224000,51000,70000,2496000,7686000,10182000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
1.204,,4856000,975000,1378000,1296000,5402000,5902000,28000,14000,11000,295000,51000,70000,2432000,4457000,6889000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
1.404,,4856000,1239000,1378000,1105000,675000,5902000,18000,14000,11000,295000,48000,70000,2422000,4209000,6631000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
1.603,,5054000,1036000,1758000,1431000,2479000,5902000,28000,14000,11000,295000,51000,70000,2433000,3779000,6212000,25000000,125.6,121.55,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
1.804,,5054000,1016000,1496000,1240000,386000,5692000,37000,14000,11000,332000,51000,70000,2396000,4073000,6469000,25000000,125.6,122,96.62,118.5116,123.575,121.2116,116.4866,124.5866,121.6616
