time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.002,,4782000,1318000,2138000,1284000,102000,5877000,18000,38000,11000,206000,48000,70000,2606000,3585000,6191000,25000000,125.6,121.55,96.44,118.4,123.0116,120.7616,115.925,124.475,121.325
0.203,,4999000,833000,1401000,1451000,102000,6106000,18000,38000,11000,206000,48000,70000,2553000,3317000,5870000,25000000,125.6,121.55,96.44,118.4,123.0116,120.7616,115.925,124.475,121.325
0.402,,4999000,928000,2351000,1530000,102000,6106000,18000,38000,14000,206000,48000,70000,2580000,3816000,6396000,25000000,125.6,121.55,96.62,118.2866,123.0116,120.7616,115.8116,124.475,121.325
0.602,,4999000,1497000,1530000,1156000,102000,5908000,18000,113000,7000,215000,48000,70000,2600000,3775000,6375000,25000000,125.6,121.55,96.62,118.2866,123.0116,120.7616,115.8116,124.475,121.325
0.803,,5002000,1132000,1924000,1242000,102000,5908000,37000,14000,11000,215000,52000,70000,2562000,4736000,7298000,25000000,125.6,121.55,96.62,118.2866,123.0116,120.7616,115.8116,124.475,121.325
1.002,,5002000,914000,2541000,1008000,102000,5908000,28000,14000,7000,215000,48000,70000,2576000,3479000,6055000,25000000,125.6,121.55,96.62,118.2866,123.0116,120.7616,115.8116,124.475,121.325
1.203,,5002000,853000,2138000,1573000,104000,6123000,18000,14000,11000,310000,48000,70000,2616000,6105000,8721000,25000000,125.6,121.55,96.62,118.2866,123.0116,120.7616,115.8116,124.475,121.325
1.403,,4801000,1140000,2233000,1371000,102000,6123000,28000,14000,11000,310000,48000,70000,2488000,4096000,6584000,25000000,125.6,121.55,96.44,118.2866,123.0116,120.65,115.8116,124.3616,121.325
1.603,,4801000,1050000,1924000,1552000,104000,6123000,18000,14000,11000,234000,48000,70000,2482000,7165000,9647000,25000000,125.6,121.55,96.44,118.2866,123.0116,120.65,115.8116,124.3616,121.325
