time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.003,,4792000,1016000,1227000,696000,433000,5887000,37000,14000,11000,118000,51000,68000,2317000,3882000,6199000,25000000,122,117.5,96.62,115.3616,119.75,117.5,113,121.1,118.175
0.204,,4792000,1076000,1387000,985000,4073000,5887000,18000,14000,11000,205000,48000,68000,2356000,4457000,6813000,25000000,122,117.5,96.62,115.3616,119.75,117.5,113,121.1,118.175
0.404,,4792000,935000,1267000,1306000,499000,5887000,28000,11000,11000,205000,51000,70000,2318000,8193000,10511000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,121.1,118.175
0.603,,4999000,914000,1449000,826000,4902000,6121000,28000,11000,11000,205000,49000,68000,2330000,3786000,6116000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,121.1,118.175
0.803,,4999000,928000,1554000,755000,536000,6121000,18000,35000,11000,215000,51000,68000,2361000,4291000,6652000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,121.1,118.175
1.002,,4999000,1149000,1267000,771000,5239000,6121000,18000,35000,11000,215000,48000,68000,2396000,3875000,6271000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,121.1,118.175
1.203,,4789000,914000,1758000,630000,769000,5889000,18000,35000,11000,215000,48000,68000,2392000,3423000,5815000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,121.1,118.175
1.403,,4789000,1016000,1378000,1700000,102000,5889000,18000,35000,14000,214000,46000,68000,2392000,4111000,6503000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,120.9866,118.0616
1.603,,4789000,1178000,2056000,669000,102000,5889000,37000,14000,11000,214000,48000,68000,2385000,4181000,6566000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,120.9866,118.0616
1.803,,5002000,1056000,1339000,2444000,790000,6114000,46000,14000,11000,214000,55000,68000,2467000,5220000,7687000,25000000,122,117.5,96.62,115.3616,119.6366,117.3866,112.8866,120.9866,118.0616
