Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
10.27,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9245353980.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.28,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11698640341.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.29,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9268890187.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.3,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9292250301.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.31,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11729081770.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.32,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11746984175.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.33,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11766845206.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.35,23.11577033996582,31.743412017822266,2.760895013809204,0.5102053284645081,0.6158009767532349,-1.0,1874391552.0,-1.0,-1.0,7425095.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10751512001.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.36,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10775399775.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.37,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10799221675.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.38,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10823068210.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.4,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10846834700.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.41,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10870634970.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.42,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10894474620.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.43,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10918325144.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.45,23.100740432739254,31.75179672241211,2.7873260974884038,0.5261735916137695,0.6315935850143433,-1.0,1892955520.0,-1.0,-1.0,7649163.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10942187232.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.46,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10966051938.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.47,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10989924234.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.48,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11013803263.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.5,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11037677461.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.51,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11061550788.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.52,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11085438706.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.54,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11109257408.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.55,22.94218635559082,32.483497619628906,2.7631728649139404,0.5374858975410461,0.6447507739067078,-1.0,1892104960.0,-1.0,-1.0,7453447.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11988826797.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.56,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11132057766.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.57,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11155188337.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.58,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11179756899.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.61,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11228268909.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.62,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,11252240678.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.64,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9679599032.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.65,22.63375473022461,31.732892990112305,2.77350115776062,0.392971396446228,3.39265513420105,-1.0,1751896576.0,-1.0,-1.0,6879727.0,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9704865944.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.66,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9729568439.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.68,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9753947329.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.69,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9778119009.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.7,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,9802164259.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.72,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,10954978485.5,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.73,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,1070.0,461.0,12233.0,2.0,25.850439071655277,2924.0,12099321914.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.74,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,12099321914.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.75,23.15058708190918,32.4740104675293,2.55448055267334,0.3817304670810699,0.6502262949943542,-1.0,1608673280.0,-1.0,-1.0,6185937.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11459338646.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.76,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11482813096.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.77,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11506378429.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.79,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,9920849680.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.8,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,9944650603.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.82,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10760738282.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.83,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11574382817.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.85,23.35078430175781,31.731372833251957,2.529860258102417,0.326967716217041,0.6303120851516724,-1.0,1621849600.0,-1.0,-1.0,6081760.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11595638281.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.86,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11617745024.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.88,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10032705042.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.89,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11660927241.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.91,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,11682362214.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.92,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10880667807.5,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.93,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,12329174818.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.94,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,12348740124.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.95,23.41475486755371,31.73874855041504,2.5116055011749268,0.3130527138710022,0.6635732054710388,-1.0,1627004800.0,-1.0,-1.0,6068933.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10099772666.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.97,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10121290743.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.98,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10143595577.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
10.99,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,10166495981.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
11.0,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.0934546440839767,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,10189730234.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
11.01,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.0934546440839767,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,12383357718.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
11.02,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.0934546440839767,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,12398688783.0,1920.0,4.0,98.0,96.0,97.0,95.0,93.0,95.0,90.0,545.0,2.0,27.173638343811035,3196.0,1.0,76.0,3.261326789855957
11.04,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,11860125302.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.05,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12158424190.5,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.06,22.73130226135254,32.492794036865234,2.6705663204193115,0.3268388211727142,0.7280952334403992,-1.0,1612882176.0,-1.0,-1.0,6250806.0,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12455281308.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.07,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12476127845.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.09,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12497974661.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.1,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12520417217.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.11,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,11983042731.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.13,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12008668513.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.14,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12033548705.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
11.15,23.29994010925293,31.742441177368164,2.613656759262085,0.3656655251979828,0.6556791663169861,-1.0,1693148544.0,-1.0,-1.0,6508784.5,0.5873720049858093,1070.0,461.0,12233.0,2.0,18.07286071777344,2924.0,12058021466.0,1920.0,4.0,64.0,64.0,62.0,65.0,63.0,81.0,90.0,545.0,2.0,30.028295516967773,3196.0,1.0,74.0,3.3336503505706787
