Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
20.39,24.922908782958984,34.16050720214844,1.8389673233032229,2.9536519050598145,0.5800970792770386,-1.0,693587072.0,-1.0,-1.0,1217006.375,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21370903975.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.4,24.922908782958984,34.16050720214844,1.8389673233032229,2.9536519050598145,0.5800970792770386,-1.0,693587072.0,-1.0,-1.0,1217006.375,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21388183340.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.41,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21388183340.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.42,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21406708405.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.43,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21424666454.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.44,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,18972354524.666668,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.45,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,18988780933.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.46,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19177334656.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.47,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19008982498.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.48,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21460254106.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.5,25.1939640045166,33.36342239379883,1.775636076927185,2.866881847381592,0.5800970792770386,-1.0,709234496.0,-1.0,-1.0,1183199.0,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21480107638.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.51,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21498831495.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.53,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,20279302353.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.54,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21534568628.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.55,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,16951939471.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.56,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,18011394680.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.57,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21550693616.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.58,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19067958674.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.6,24.932729721069336,34.217403411865234,1.778827428817749,2.912412643432617,0.5800970792770386,-1.0,698448448.0,-1.0,-1.0,1179147.625,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,16984624161.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.61,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,16984624161.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.64,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19297206659.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.65,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19245822406.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.66,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19124898899.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.68,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21629930209.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.7,25.09526252746582,33.34343338012695,1.804786801338196,2.945485830307007,0.5800970792770386,-1.0,693367680.0,-1.0,-1.0,1180582.875,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21645413660.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.71,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,17055754089.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.72,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19156579237.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.73,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,18117648644.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.74,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,18117648644.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.76,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19329815026.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.77,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19206350843.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.78,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,21712776214.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.79,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19359812770.666668,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.8,25.048376083374023,33.3630485534668,1.7866634130477903,2.8547627925872803,0.5800970792770386,-1.0,692670784.0,-1.0,-1.0,1179396.25,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19233483435.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.81,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19247612939.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.82,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17159635182.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.83,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19262703645.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.85,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17175255740.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.86,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17191651155.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.87,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17208366668.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.89,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,21762708665.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.9,24.36339569091797,34.99028396606445,1.8020546436309812,2.662330389022827,0.4650534093379974,-1.0,740559104.0,-1.0,-1.0,1228182.0,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,21776598255.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.91,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,21791565045.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.92,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19279764956.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.93,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,20547398965.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.94,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,19297016115.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.95,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,21001681569.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.96,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17238125684.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.97,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17252421487.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.98,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17267681299.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
20.99,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,260.0,48.0,7855.0,1.0,22.742305755615234,2924.0,17283558126.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.0,25.12472915649414,33.36324691772461,1.7646939754486084,2.867482900619507,0.4650534093379974,-1.0,700457280.0,-1.0,-1.0,1180283.5,0.3300300240516662,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,19312165982.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.01,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,0.3300300240516662,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,19322615772.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.03,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,0.3300300240516662,103.0,2.0,6313.0,1.0,22.742305755615234,2924.0,21827321528.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.04,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21843457816.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.06,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,20605469842.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.07,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21877904845.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.08,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21895098193.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.09,24.90877342224121,34.20876693725586,1.786226511001587,2.972697496414185,0.4650534093379974,-1.0,692488448.0,-1.0,-1.0,1179977.25,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21912288806.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.11,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19364660547.666668,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.12,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19380436019.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.13,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,17314122485.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.14,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,17324933767.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.15,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21947892679.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.16,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19407762433.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.17,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21966762305.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.18,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,22223240177.5,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.19,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,21983293139.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.2,25.05620384216309,33.31929016113281,1.8215680122375488,3.0244393348693848,0.4650534093379974,-1.0,703811328.0,-1.0,-1.0,1217722.125,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19433042477.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
21.21,25.184955596923828,33.311241149902344,1.7644157409667969,2.7899482250213623,0.4650534093379974,-1.0,704344128.0,-1.0,-1.0,1180086.5,1.0206491947174072,1070.0,461.0,12233.0,1.0,7.190325736999512,2924.0,19598363065.0,1651.0,3.0,66.0,64.0,70.0,64.0,45.0,77.0,90.0,456.0,2.0,29.969048500061035,2736.0,1.0,71.0,2.661459445953369
