Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
7.21,23.780181884765625,23.262584686279297,6.4135613441467285,1.019713282585144,17.07589340209961,95506726912.0,1613707008.0,-1.0,1713891968.0,11386414.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.31,23.597705841064453,23.412036895751957,6.66187858581543,1.0499995946884155,0.6517713069915771,95545548800.0,1614336896.0,-1.0,1736771072.0,11588720.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.41,22.4375,23.71302604675293,6.424431800842285,0.9497893452644348,16.01409149169922,95604883456.0,1614609024.0,-1.0,1715419904.0,11398689.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.51,22.47895812988281,22.90260124206543,6.276887893676758,0.965811550617218,0.7210142612457275,97248534528.0,1690586624.0,-1.0,1716391552.0,11534055.0,1.2939491271972656,999.0,405.0,12091.0,7.0,17.32355499267578,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,76.0,2.2040464878082275
7.54,22.47895812988281,22.90260124206543,6.276887893676758,0.965811550617218,0.7210142612457275,97248534528.0,1690586624.0,-1.0,1716391552.0,11534055.0,1.2939491271972656,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
7.62,21.94556427001953,23.114818572998047,6.317325115203857,0.941946506500244,12.070131301879885,96642801664.0,1675196160.0,-1.0,1715091328.0,11484886.0,1.2939491271972656,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
7.72,23.289531707763672,23.27880096435547,6.429214477539063,0.9829432964324952,18.26327133178711,95599132672.0,1632971392.0,-1.0,1714228096.0,11391503.0,1.2939491271972656,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
7.77,23.289531707763672,23.27880096435547,6.429214477539063,0.9829432964324952,18.26327133178711,95599132672.0,1632971392.0,-1.0,1714228096.0,11391503.0,0.3210965692996979,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
7.82,22.55795288085937,23.590490341186523,6.667474746704102,0.9883740544319152,0.7757951021194458,95560130560.0,1614583168.0,-1.0,1736513920.0,11587982.0,0.3210965692996979,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
7.92,23.087677001953125,23.848949432373047,6.429954528808594,1.0317692756652832,14.17209529876709,97298653184.0,1642733568.0,-1.0,1743692928.0,11596475.0,0.3210965692996979,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,55.0,57.0,58.0,28.0,55.0,32.0,90.0,545.0,2.0,23.24002087116241,0.6756476759910583,2736.0,5.0,1.0,2.2040464878082275
8.01,23.087677001953125,23.848949432373047,6.429954528808594,1.0317692756652832,14.17209529876709,97298653184.0,1642733568.0,-1.0,1743692928.0,11596475.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.02,23.18909072875977,23.48817253112793,6.277893543243408,1.0445191860198977,18.07964134216309,106685841408.0,1715582080.0,-1.0,1868636288.0,11987435.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.12,18.707311630249023,23.38384056091309,4.381999969482422,0.6428590416908264,52.65746307373047,190223269888.0,2705672704.0,-1.0,2208185344.0,15421019.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.22,14.860384941101074,22.279438018798828,3.908465623855591,0.6275765299797058,76.7237548828125,198316818432.0,3132676864.0,-1.0,2020270208.0,16642266.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.32,15.567357063293455,22.829051971435547,4.182642459869385,0.5390893816947937,4.5386834144592285,182818701312.0,2955795968.0,-1.0,1947558016.0,16342076.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.42,17.875946044921875,25.682884216308597,3.570216655731201,0.6531803607940674,42.62299728393555,185514213376.0,2481400832.0,-1.0,1619175040.0,12494607.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.52,19.779619216918945,27.787378311157227,3.405109405517578,0.5692009329795837,74.43983459472656,151422648320.0,2787313664.0,-1.0,1191905024.0,13154119.0,1.543481707572937,999.0,405.0,12091.0,7.0,17.414453506469727,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,78.0,2.2081031799316406
8.54,19.779619216918945,27.787378311157227,3.405109405517578,0.5692009329795837,74.43983459472656,151422648320.0,2787313664.0,-1.0,1191905024.0,13154119.0,0.1282086372375488,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
8.63,19.21096992492676,29.624305725097656,2.3754351139068604,0.3221917748451233,91.80834197998048,174154530816.0,1427140480.0,-1.0,920649600.0,7292233.5,0.1282086372375488,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
8.73,19.105976104736328,28.86911392211914,2.4140000343322754,0.298620194196701,99.05118560791016,176950181888.0,1562489472.0,-1.0,958464000.0,7722076.5,0.1282086372375488,270.0,48.0,7872.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
8.78,19.105976104736328,28.86911392211914,2.4140000343322754,0.298620194196701,99.05118560791016,176950181888.0,1562489472.0,-1.0,958464000.0,7722076.5,0.3739871382713318,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
8.83,18.188974380493164,28.689483642578125,2.7144598960876465,0.5035824179649353,78.42857360839844,183455760384.0,1924878208.0,-1.0,1095493504.0,9239403.0,0.3739871382713318,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
8.93,18.42544174194336,29.159921646118164,2.5636000633239746,0.3267282545566559,70.42398071289062,183692345344.0,1924444544.0,-1.0,1068011200.0,8905219.0,0.3739871382713318,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
9.03,18.45615577697754,28.128528594970703,2.550532102584839,0.3960133492946625,70.06822204589844,183851597824.0,1924692864.0,-1.0,1063449152.0,8905662.0,0.3739871382713318,105.0,2.0,6330.0,1.0,22.868934631347656,3178.0,1920.0,3.0,57.0,55.0,56.0,35.0,37.0,41.0,90.0,545.0,2.0,23.3624666929245,0.6756476759910583,2736.0,5.0,1.0,2.2081031799316406
9.04,18.45615577697754,28.128528594970703,2.550532102584839,0.3960133492946625,70.06822204589844,183851597824.0,1924692864.0,-1.0,1063449152.0,8905662.0,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.13,18.52615165710449,29.387815475463867,2.5555360317230225,0.3360455930233001,42.2735595703125,185638600704.0,1949803392.0,-1.0,1076726016.0,8967504.0,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.23,18.45144462585449,28.98153305053711,2.6781179904937744,0.388479083776474,80.29492950439453,182937157632.0,1918797440.0,-1.0,1079325056.0,9036023.0,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.33,20.00732421875,29.90717124938965,2.608725309371948,0.408740758895874,55.73445892333984,171932844032.0,1855362816.0,-1.0,1002115200.0,8203453.0,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.43,22.826520919799805,32.456016540527344,2.7686314582824707,0.548937201499939,0.6665350198745728,159135907840.0,1870972160.0,-1.0,946567808.0,7414691.5,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.53,22.4849853515625,31.74409484863281,2.9250235557556152,0.5425223708152771,5.930930137634277,159238864896.0,1872828544.0,-1.0,969229952.0,7618607.5,0.3739871382713318,387.0,41.0,11671.0,5.0,17.865310668945312,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,77.0,3.3791275024414062
9.54,22.4849853515625,31.74409484863281,2.9250235557556152,0.5425223708152771,5.930930137634277,159238864896.0,1872828544.0,-1.0,969229952.0,7618607.5,0.3739871382713318,266.0,48.0,7855.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,48.0,3.3791275024414062
9.63,22.8359317779541,32.513206481933594,2.7673592567443848,0.5528285503387451,0.6325132846832275,159331729408.0,1873173504.0,-1.0,947642112.0,7423774.0,0.3739871382713318,266.0,48.0,7855.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,48.0,3.3791275024414062
9.74,18.81196594238281,29.48130226135254,2.7248008251190186,0.3336688280105591,8.712882041931152,180862468096.0,1914352896.0,-1.0,1082485632.0,9071260.0,0.3739871382713318,266.0,48.0,7855.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,48.0,3.3791275024414062
9.77,18.81196594238281,29.48130226135254,2.7248008251190186,0.3336688280105591,8.712882041931152,180862468096.0,1914352896.0,-1.0,1082485632.0,9071260.0,0.3739871382713318,105.0,2.0,6330.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,7.0,3.3791275024414062
9.84,18.56123733520508,29.0595817565918,2.605130672454834,0.3988468945026397,25.52301597595215,182717104128.0,1914811136.0,-1.0,1063813952.0,8915017.0,0.3739871382713318,105.0,2.0,6330.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,7.0,3.3791275024414062
9.94,18.008588790893555,29.60112953186035,2.579606533050537,0.3165946304798126,91.76981353759766,182399729664.0,1910694912.0,-1.0,1068980224.0,9063455.0,0.3739871382713318,105.0,2.0,6330.0,1.0,21.95329475402832,3633.0,1920.0,4.0,63.0,63.0,66.0,37.0,43.0,68.0,90.0,545.0,2.0,33.62663984298706,0.6756476759910583,2736.0,5.0,7.0,3.3791275024414062
10.01,18.008588790893555,29.60112953186035,2.579606533050537,0.3165946304798126,91.76981353759766,182399729664.0,1910694912.0,-1.0,1068980224.0,9063455.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.04,18.30506134033203,28.88703346252441,2.5648999214172363,0.4486319124698639,115.3725357055664,186407239680.0,1958022144.0,-1.0,1084245888.0,8988278.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.14,17.88918685913086,29.53379821777344,2.6802175045013428,0.3502504527568817,109.65792846679688,183942381568.0,1928306432.0,-1.0,1085346304.0,9106792.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.24,18.23094367980957,28.964609146118164,2.559758424758911,0.3991040885448456,111.96209716796876,182908895232.0,1917259136.0,-1.0,1063271104.0,8917833.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.34,18.014280319213867,28.90467643737793,2.582750082015991,0.4079474210739136,121.1461944580078,184422121472.0,1932872576.0,-1.0,1088835712.0,9237751.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.44,18.21720695495605,29.551498413085938,2.5591516494750977,0.3834544718265533,117.1994857788086,185414451200.0,1950710272.0,-1.0,1073965696.0,8907657.0,0.3443614542484283,387.0,41.0,11671.0,2.0,25.69893455505371,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,75.0,3.395045042037964
10.54,17.889612197875977,28.879451751708984,2.68328070640564,0.4838307201862335,108.95323944091795,183723294720.0,1924913792.0,-1.0,1083893376.0,9105166.0,18.076007843017575,266.0,48.0,7855.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
10.64,17.624765396118164,29.461217880249023,2.580446720123291,0.4061274230480194,111.80047607421876,182814900224.0,1908671744.0,-1.0,1075331968.0,9076733.0,18.076007843017575,266.0,48.0,7855.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
10.74,17.943410873413086,28.9733829498291,2.5392661094665527,0.3780745565891266,116.55360412597656,186542211072.0,1946764928.0,-1.0,1075009280.0,8952860.0,18.076007843017575,266.0,48.0,7855.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
10.77,17.943410873413086,28.9733829498291,2.5392661094665527,0.3780745565891266,116.55360412597656,186542211072.0,1946764928.0,-1.0,1075009280.0,8952860.0,0.1349363476037979,105.0,2.0,6330.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
10.84,17.924402236938477,28.928102493286133,2.5502374172210693,0.4556174874305725,133.6702423095703,183572742144.0,1922105984.0,-1.0,1062897408.0,8917231.0,0.1349363476037979,105.0,2.0,6330.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
10.94,17.757726669311523,29.44989776611328,2.691922187805176,0.3702999353408813,145.81814575195312,182630105088.0,1912868224.0,-1.0,1084878848.0,9113368.0,0.1349363476037979,105.0,2.0,6330.0,1.0,28.8404483795166,3633.0,1920.0,4.0,90.0,89.0,89.0,86.0,81.0,89.0,90.0,545.0,2.0,37.92112171649933,0.6756476759910583,2736.0,5.0,20.0,3.395045042037964
11.01,17.757726669311523,29.44989776611328,2.691922187805176,0.3702999353408813,145.81814575195312,182630105088.0,1912868224.0,-1.0,1084878848.0,9113368.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.04,18.09760856628418,28.91029167175293,2.570140600204468,0.4962744414806366,136.013671875,182761766912.0,1915163264.0,-1.0,1063146432.0,8916790.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.14,17.96311378479004,28.962623596191406,2.561476707458496,0.5145400762557983,139.11886596679688,182516137984.0,1913148160.0,-1.0,1061109120.0,8895454.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.24,18.163633346557617,29.61515045166016,2.557117223739624,0.4540894031524658,139.59352111816406,182577397760.0,1913190400.0,-1.0,1061476992.0,8895469.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.34,17.829875946044922,28.950319290161133,2.6957011222839355,0.4902925789356231,115.52073669433594,182597632000.0,1914096128.0,-1.0,1083741952.0,9094253.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.45,17.669591903686523,29.54305076599121,2.561684846878052,0.4402433931827545,123.32466888427734,182385754112.0,1911244288.0,-1.0,1060488768.0,8888066.0,1.7306822538375854,387.0,41.0,11671.0,2.0,19.913787841796875,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,75.0,3.779417037963867
11.54,17.669591903686523,29.54305076599121,2.561684846878052,0.4402433931827545,123.32466888427734,182385754112.0,1911244288.0,-1.0,1060488768.0,8888066.0,1.7306822538375854,266.0,48.0,7855.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.55,18.220535278320312,28.96643829345703,2.5655856132507324,0.430883914232254,146.96234130859375,182498721792.0,1913135232.0,-1.0,1061191744.0,8893493.0,1.7306822538375854,266.0,48.0,7855.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.65,18.27091407775879,28.976137161254883,2.6929171085357666,0.5152403712272644,118.57577514648438,181647441920.0,1904016384.0,-1.0,1078051328.0,9042096.0,1.7306822538375854,266.0,48.0,7855.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.75,18.59444999694824,30.216459274291992,2.5577967166900635,0.5191337466239929,72.34545135498047,180836925440.0,1898513408.0,-1.0,1046710016.0,8717524.0,1.7306822538375854,266.0,48.0,7855.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.77,18.59444999694824,30.216459274291992,2.5577967166900635,0.5191337466239929,72.34545135498047,180836925440.0,1898513408.0,-1.0,1046710016.0,8717524.0,0.0533507466316223,105.0,2.0,6330.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.85,22.850805282592773,31.70621681213379,2.767869472503662,0.5217277407646179,4.369998931884766,159318441984.0,1873774848.0,-1.0,947615040.0,7424342.0,0.0533507466316223,105.0,2.0,6330.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
11.95,22.446613311767575,32.466026306152344,2.9358556270599365,0.5209234356880188,0.6637774705886841,159349784576.0,1873401984.0,-1.0,974134208.0,7676557.0,0.0533507466316223,105.0,2.0,6330.0,1.0,25.56227684020996,3633.0,1920.0,4.0,77.0,79.0,76.0,68.0,79.0,90.0,90.0,545.0,2.0,42.93180704116821,0.8005984425544739,2736.0,5.0,7.0,3.779417037963867
12.01,22.446613311767575,32.466026306152344,2.9358556270599365,0.5209234356880188,0.6637774705886841,159349784576.0,1873401984.0,-1.0,974134208.0,7676557.0,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.05,23.009281158447266,31.719980239868164,2.789412260055542,0.5631883144378662,0.6392493844032288,160668450816.0,1891110400.0,-1.0,963908032.0,7593015.5,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.15,22.850399017333984,31.709104537963867,2.7658674716949463,0.523490309715271,4.788261890411377,160418299904.0,1888386944.0,-1.0,952187328.0,7447404.5,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.25,22.46535301208496,32.50766372680664,2.914736032485962,0.5665224194526672,0.652036726474762,160263208960.0,1886100608.0,-1.0,973774080.0,7639643.0,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.35,22.934154510498047,31.71491050720215,2.7639529705047607,0.5633284449577332,5.434535503387451,161131429888.0,1898532352.0,-1.0,962637888.0,7629438.5,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.45,23.10841178894043,32.512046813964844,2.7387118339538574,0.5378966927528381,0.6369687914848328,163881304064.0,1933598080.0,-1.0,963464192.0,7454840.0,0.8400629162788391,387.0,41.0,11671.0,2.0,18.866100311279297,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
12.54,23.10841178894043,32.512046813964844,2.7387118339538574,0.5378966927528381,0.6369687914848328,163881304064.0,1933598080.0,-1.0,963464192.0,7454840.0,0.1237372756004333,266.0,48.0,7855.0,1.0,26.83304214477539,3633.0,1920.0,4.0,77.0,76.0,74.0,61.0,61.0,86.0,90.0,545.0,2.0,45.76340317726135,0.7897651195526123,2736.0,5.0,72.0,3.781702995300293
