Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
13.96,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,1.6536437273025513,377.0,43.0,11691.0,2.0,17.118549346923828,3707.0,14826006043.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
13.98,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,1.6536437273025513,377.0,43.0,11691.0,2.0,17.118549346923828,3707.0,14849092975.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
13.99,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,1.6536437273025513,377.0,43.0,11691.0,2.0,17.118549346923828,3707.0,17863204626.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.0,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,17887554812.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.01,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14932400827.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.02,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,17911711033.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.03,69.78411102294922,30.186119079589844,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47216033935547,27.404401779174805,81.02107747395833,22.82764498392741,97.91415405273438,2.0858423709869385,0.2175295650959015,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7088602185249329,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1433139968.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5732766.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14872500283.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.04,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14889251074.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.05,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14967932789.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.06,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14990949140.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.07,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,15009641236.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.09,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,17952303379.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.1,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14931190845.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.11,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14953081398.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.13,69.86776733398438,30.12495994567871,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.63005256652832,26.61636734008789,81.02107747395833,22.82764498392741,97.91178131103516,2.0882179737091064,0.2814643383026123,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7490594387054443,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427704320.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5726407.5,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,15010706041.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.14,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,15010706041.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.15,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,14998110858.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.16,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,15021157101.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.17,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,15082921564.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.19,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,17994411886.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.21,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,18020209750.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.22,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,18039530364.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.23,69.85780334472656,30.13497543334961,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.575794219970703,26.58485221862793,81.02107747395833,22.82764498392741,97.91510009765624,2.0849030017852783,0.4292924404144287,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7357109785079956,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427200896.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5718213.0,2634597333.3333335,0.153547465801239,265.0,48.0,7855.0,1.0,27.778169631958008,3707.0,16591896246.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,77.0,3.7789947986602783
14.24,69.94413757324219,30.06403923034668,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.21588897705078,27.086780548095703,81.02107747395833,22.82764498392741,97.89601135253906,2.1039881706237797,0.453559547662735,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7341489195823669,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427869952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5846690.5,2634597333.3333335,0.153547465801239,105.0,2.0,6330.0,1.0,27.778169631958008,3707.0,16591896246.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,2.0,3.7789947986602783
14.25,69.94413757324219,30.06403923034668,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.21588897705078,27.086780548095703,81.02107747395833,22.82764498392741,97.89601135253906,2.1039881706237797,0.453559547662735,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7341489195823669,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427869952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5846690.5,2634597333.3333335,0.153547465801239,105.0,2.0,6330.0,1.0,27.778169631958008,3707.0,15142777888.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,2.0,3.7789947986602783
14.26,69.94413757324219,30.06403923034668,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.21588897705078,27.086780548095703,81.02107747395833,22.82764498392741,97.89601135253906,2.1039881706237797,0.453559547662735,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7341489195823669,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427869952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5846690.5,2634597333.3333335,0.153547465801239,105.0,2.0,6330.0,1.0,27.778169631958008,3707.0,18078954237.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,2.0,3.7789947986602783
14.27,69.94413757324219,30.06403923034668,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.21588897705078,27.086780548095703,81.02107747395833,22.82764498392741,97.89601135253906,2.1039881706237797,0.453559547662735,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7341489195823669,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427869952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5846690.5,2634597333.3333335,0.153547465801239,105.0,2.0,6330.0,1.0,27.778169631958008,3707.0,18095530277.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,2.0,3.7789947986602783
14.28,69.94413757324219,30.06403923034668,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.21588897705078,27.086780548095703,81.02107747395833,22.82764498392741,97.89601135253906,2.1039881706237797,0.453559547662735,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7341489195823669,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1427869952.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5846690.5,2634597333.3333335,0.153547465801239,105.0,2.0,6330.0,1.0,27.778169631958008,3707.0,18113407093.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,2.0,3.7789947986602783
