Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
20.89,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,23575247359.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.9,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,21078797637.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.91,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,18582722382.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.92,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,18738244655.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.93,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,23611573109.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.94,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,23623025555.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.95,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,21193535863.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.96,69.83927154541016,30.152666091918945,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.481653213500977,27.14737701416016,81.02107747395833,22.82764498392741,97.91497039794922,2.085029363632202,0.2622067332267761,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7797774076461792,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426203392.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5672835.5,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,18765112206.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.97,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,18765112206.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
20.99,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,23650778328.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.0,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.1926416456699371,377.0,43.0,11691.0,1.0,2.7228000164031982,3707.0,21135895876.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.01,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18629612515.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.02,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18647946408.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.04,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18665802950.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.06,69.83814239501953,30.15355491638184,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.527299880981445,27.12108039855957,81.02107747395833,22.82764498392741,97.91315460205078,2.08684515953064,0.2954449355602264,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7405158281326294,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426404352.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5673975.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,21182902429.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.07,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,21258613058.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.08,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18826840820.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.1,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,23712321863.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.11,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,23726560523.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.13,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,21228916985.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.14,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18786947330.5,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.15,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18850222827.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.16,69.86221313476562,30.129037857055664,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.384187698364254,27.606761932373047,81.02107747395833,22.82764498392741,97.91429138183594,2.085711717605591,0.2704051733016968,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.7462054491043091,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1425533184.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670924.0,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,23755864620.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.17,69.84355926513672,30.14751434326172,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47397994995117,27.038244247436523,81.02107747395833,22.82764498392741,97.91423797607422,2.085759162902832,0.2711174190044403,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.8061149716377258,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426420864.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670358.5,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18807003256.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.18,69.84355926513672,30.14751434326172,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47397994995117,27.038244247436523,81.02107747395833,22.82764498392741,97.91423797607422,2.085759162902832,0.2711174190044403,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.8061149716377258,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426420864.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670358.5,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,23767976599.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.19,69.84355926513672,30.14751434326172,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47397994995117,27.038244247436523,81.02107747395833,22.82764498392741,97.91423797607422,2.085759162902832,0.2711174190044403,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.8061149716377258,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426420864.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670358.5,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18765717508.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
21.2,69.84355926513672,30.14751434326172,1.596661593232836,1.9523659745852153,36.72377395629883,85.88086446126302,0.3099057873090108,21.47397994995117,27.038244247436523,81.02107747395833,22.82764498392741,97.91423797607422,2.085759162902832,0.2711174190044403,-1.0,166.83159383138022,305.44056193033856,1.038461685180664,0.40839656194051105,6.657033125559489,0.8061149716377258,545038784.0,3.6075422763824463,6.99022118250529,186327203840.0,-1.0,16873926997.333334,-1.0,1426420864.0,24.0772647857666,545000000.0,0.26698717474937433,22191365.333333332,102.88713727678571,2092137344.0,44005317.333333336,4014141.5833333335,1766121642.6666667,-1.0,0.9375238219896952,-1.0,154049402.66666666,5670358.5,2634597333.3333335,0.0114586949348449,263.0,48.0,7855.0,1.0,21.28696632385254,3707.0,18781119222.0,1920.0,4.0,81.0,83.0,80.0,73.0,67.0,68.0,90.0,456.0,2.0,46.70209288597107,0.8171117305755615,3196.0,2.0,75.0,3.7789947986602783
