Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.2,22.35022735595703,25.037477493286133,1.0801796913146973,0.7308092713356018,-1.0,1606322048.0,-1.0,-1.0,10957912.0,1.6144723892211914,1074.0,453.0,12221.0,7.0,18.158992767333984,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,74.0,2.210801839828491
0.2,22.35022735595703,25.037477493286133,1.0801796913146973,0.7308092713356018,-1.0,1606322048.0,-1.0,-1.0,10957912.0,1.6144723892211914,1074.0,453.0,12221.0,7.0,18.158992767333984,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,74.0,2.210801839828491
0.3,23.98502349853516,24.474584579467773,1.1417001485824585,0.6694760918617249,-1.0,1627435264.0,-1.0,-1.0,11541688.0,1.6144723892211914,1074.0,453.0,12221.0,7.0,18.158992767333984,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,74.0,2.210801839828491
0.4,24.798858642578125,24.4107666015625,1.0345298051834106,18.352310180664062,-1.0,1589304576.0,-1.0,-1.0,11334033.0,1.6144723892211914,1074.0,453.0,12221.0,7.0,18.158992767333984,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,74.0,2.210801839828491
0.5,24.563920974731445,24.48900604248047,0.7629600763320923,19.90754127502441,-1.0,1580679552.0,-1.0,-1.0,11523713.0,1.6144723892211914,1074.0,453.0,12221.0,7.0,18.158992767333984,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,74.0,2.210801839828491
0.56,24.563920974731445,24.48900604248047,0.7629600763320923,19.90754127502441,-1.0,1580679552.0,-1.0,-1.0,11523713.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
0.6,21.694978713989254,23.564922332763672,0.7772274017333984,3.73257064819336,-1.0,1668781312.0,-1.0,-1.0,11939321.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
0.7,22.64823341369629,23.54138565063477,0.833906888961792,2.092573881149292,-1.0,1661522688.0,-1.0,-1.0,11467696.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
0.79,22.64823341369629,23.54138565063477,0.833906888961792,2.092573881149292,-1.0,1661522688.0,-1.0,-1.0,11467696.0,0.379638135433197,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
0.8,22.6855583190918,22.78872299194336,0.822502076625824,0.7057234644889832,-1.0,1692562432.0,-1.0,-1.0,11503840.0,0.379638135433197,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
0.9,23.16669464111328,23.504358291625977,0.7808279991149902,0.7275403738021851,-1.0,1652194432.0,-1.0,-1.0,11449078.0,0.379638135433197,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,51.0,53.0,53.0,36.0,38.0,34.0,90.0,545.0,2.0,24.075064063072205,0.6167066097259521,3196.0,1.0,2.210801839828491
1.0,21.19673728942871,23.38016891479492,0.7661464214324951,8.757566452026367,-1.0,1688605184.0,-1.0,-1.0,11705605.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.11,23.922990798950195,23.58013916015625,0.9051241874694824,0.5972925424575806,-1.0,1620933504.0,-1.0,-1.0,11633889.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.21,24.25845718383789,23.965206146240234,0.9241414666175842,0.6365658640861511,-1.0,1647368576.0,-1.0,-1.0,11415413.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.31,24.089061737060547,24.15648651123047,0.9131986498832704,0.606566309928894,-1.0,1603695616.0,-1.0,-1.0,11380216.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.41,22.34628295898437,23.40154457092285,0.8378435373306274,22.104158401489254,-1.0,1606393472.0,-1.0,-1.0,11587841.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.51,23.852222442626957,23.727405548095703,0.8120432496070862,0.6146887540817261,-1.0,1606591872.0,-1.0,-1.0,11388952.0,1.4644546508789062,1074.0,453.0,12221.0,7.0,17.374940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,78.0,2.186772346496582
1.56,23.852222442626957,23.727405548095703,0.8120432496070862,0.6146887540817261,-1.0,1606591872.0,-1.0,-1.0,11388952.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
1.61,23.82219123840332,23.38798713684082,0.8030109405517578,0.6027527451515198,-1.0,1607894144.0,-1.0,-1.0,11390527.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
1.71,24.15829086303711,23.560413360595703,0.7612815499305725,0.6237452030181885,-1.0,1602883072.0,-1.0,-1.0,11354428.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
1.79,24.15829086303711,23.560413360595703,0.7612815499305725,0.6237452030181885,-1.0,1602883072.0,-1.0,-1.0,11354428.0,0.2400260865688324,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
1.81,22.426292419433597,24.272932052612305,0.7310454845428467,0.6197164058685303,-1.0,1603554304.0,-1.0,-1.0,11557671.0,0.2400260865688324,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
1.91,24.39735221862793,23.732149124145508,0.7555350065231323,0.6201701164245605,-1.0,1607390848.0,-1.0,-1.0,11381178.0,0.2400260865688324,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,58.0,54.0,60.0,43.0,52.0,47.0,90.0,545.0,2.0,23.614245653152462,0.6167066097259521,3196.0,1.0,2.186772346496582
2.0,24.39735221862793,23.732149124145508,0.7555350065231323,0.6201701164245605,-1.0,1607390848.0,-1.0,-1.0,11381178.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.01,24.055871963500977,24.19373321533203,0.8351789116859436,0.6238893270492554,-1.0,1606640256.0,-1.0,-1.0,11381264.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.11,24.216777801513672,23.760650634765625,0.7002124190330505,0.6183536648750305,-1.0,1607295488.0,-1.0,-1.0,11382446.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.21,22.95456886291504,23.878589630126957,0.6424278020858765,0.6305997371673584,-1.0,1607294848.0,-1.0,-1.0,11582844.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.31,24.24334144592285,24.228923797607425,0.639884889125824,0.622018039226532,-1.0,1606287744.0,-1.0,-1.0,11380600.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.41,24.33035087585449,23.74057960510254,0.6421354413032532,0.6027758121490479,-1.0,1607254144.0,-1.0,-1.0,11382481.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.51,24.533966064453125,23.66573905944824,0.6472387909889221,0.6504042744636536,-1.0,1605177600.0,-1.0,-1.0,11372888.0,1.3007961511611938,1074.0,453.0,12221.0,7.0,17.824535369873047,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,76.0,2.1927359104156494
2.56,24.533966064453125,23.66573905944824,0.6472387909889221,0.6504042744636536,-1.0,1605177600.0,-1.0,-1.0,11372888.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
2.61,24.422231674194336,23.04983901977539,0.6520428657531738,14.920416831970217,-1.0,1604077568.0,-1.0,-1.0,11558687.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
2.71,24.74144554138184,23.244739532470703,0.6210557222366333,0.6587271690368652,-1.0,1603726592.0,-1.0,-1.0,11355464.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
2.79,24.74144554138184,23.244739532470703,0.6210557222366333,0.6587271690368652,-1.0,1603726592.0,-1.0,-1.0,11355464.0,0.3439169824123382,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
2.81,24.39606285095215,24.10872840881348,0.5999610424041748,0.6018384695053101,-1.0,1606337920.0,-1.0,-1.0,11379014.0,0.3439169824123382,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
2.91,23.152162551879883,23.52467918395996,0.7924882173538208,0.748642086982727,-1.0,1607955456.0,-1.0,-1.0,11583444.0,0.3439169824123382,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,61.0,57.0,68.0,41.0,37.0,44.0,90.0,545.0,2.0,23.26912432909012,0.6167066097259521,3196.0,1.0,2.1927359104156494
3.0,23.152162551879883,23.52467918395996,0.7924882173538208,0.748642086982727,-1.0,1607955456.0,-1.0,-1.0,11583444.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.01,24.27215003967285,23.80816078186035,0.8408068418502808,0.5350632667541504,-1.0,1646005504.0,-1.0,-1.0,11747914.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.11,24.378841400146484,23.456212997436523,0.8474540710449219,0.6119295954704285,-1.0,1620474624.0,-1.0,-1.0,11370784.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.21,23.97335433959961,23.51434326171875,0.8605198860168457,0.6650570034980774,-1.0,1607141504.0,-1.0,-1.0,11371638.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.31,23.07769012451172,23.89733123779297,0.8396643996238708,0.6741234660148621,-1.0,1636595840.0,-1.0,-1.0,12071571.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.42,24.48900032043457,23.39558982849121,0.8460090756416321,0.6105815172195435,-1.0,1654682112.0,-1.0,-1.0,11417148.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.52,24.20579719543457,23.99173164367676,0.8707517981529236,17.542787551879883,-1.0,1606830080.0,-1.0,-1.0,11370017.0,1.601445555686951,1074.0,453.0,12221.0,7.0,17.540374755859375,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,77.0,2.2163355350494385
3.56,24.20579719543457,23.99173164367676,0.8707517981529236,17.542787551879883,-1.0,1606830080.0,-1.0,-1.0,11370017.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
3.62,24.056306838989254,23.523662567138672,0.823187530040741,0.6027567386627197,-1.0,1608371968.0,-1.0,-1.0,11382407.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
3.72,23.07979393005371,23.53783416748047,0.8197677135467529,0.6318219304084778,-1.0,1635915648.0,-1.0,-1.0,11882749.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
3.79,23.07979393005371,23.53783416748047,0.8197677135467529,0.6318219304084778,-1.0,1635915648.0,-1.0,-1.0,11882749.0,0.3180795907974243,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
3.82,24.211151123046875,23.93180656433105,0.7935901284217834,0.6238695383071899,-1.0,1625605376.0,-1.0,-1.0,11381521.0,0.3180795907974243,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
3.92,24.630352020263672,23.622840881347656,0.8173043131828308,0.640236496925354,-1.0,1608277248.0,-1.0,-1.0,11380054.0,0.3180795907974243,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,47.0,45.0,48.0,34.0,41.0,38.0,90.0,545.0,2.0,23.065748810768127,0.6167066097259521,3196.0,1.0,2.2163355350494385
4.0,24.630352020263672,23.622840881347656,0.8173043131828308,0.640236496925354,-1.0,1608277248.0,-1.0,-1.0,11380054.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.02,24.207666397094727,23.88018226623535,0.833465576171875,0.6212490200996399,-1.0,1607568256.0,-1.0,-1.0,11376958.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.12,22.6835880279541,23.57493782043457,0.8554627895355225,13.980453491210938,-1.0,1609530368.0,-1.0,-1.0,11584369.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.22,23.55607414245605,23.36590576171875,0.8937555551528931,5.10005521774292,-1.0,1622623232.0,-1.0,-1.0,11430826.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.32,22.21762466430664,23.209348678588867,0.9278196096420288,0.7236976623535156,-1.0,1702801920.0,-1.0,-1.0,11523648.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.42,22.82035446166992,23.01368522644043,0.9046453833580016,0.7298536896705627,-1.0,1672306560.0,-1.0,-1.0,11477255.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.52,21.68189811706543,23.251462936401367,0.9503844976425172,0.7584168910980225,-1.0,1688339072.0,-1.0,-1.0,11672086.0,1.2961726188659668,1074.0,453.0,12221.0,7.0,17.4699649810791,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,76.0,2.2062268257141118
4.56,21.68189811706543,23.251462936401367,0.9503844976425172,0.7584168910980225,-1.0,1688339072.0,-1.0,-1.0,11672086.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.62,24.25971984863281,23.539464950561523,1.0007001161575315,0.6165112853050232,-1.0,1608073344.0,-1.0,-1.0,11378943.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.72,24.186302185058597,23.43191719055176,1.0010110139846802,0.6183806657791138,-1.0,1607902080.0,-1.0,-1.0,11381043.0,0.1301130056381225,274.0,48.0,7872.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.79,24.186302185058597,23.43191719055176,1.0010110139846802,0.6183806657791138,-1.0,1607902080.0,-1.0,-1.0,11381043.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.82,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.84,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3786570575.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.85,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3883877257.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.86,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4671924019.5,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.87,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4827095374.5,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.89,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4384468537.333333,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.9,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4622176774.5,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.91,21.474241256713867,22.482107162475582,1.0548226833343506,0.6119174957275391,-1.0,1725466880.0,-1.0,-1.0,11371765.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,3925632421.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.92,21.0700798034668,22.777660369873047,0.9656145572662354,6.741856098175049,-1.0,1942283136.0,-1.0,-1.0,12183852.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4033531199.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.93,21.0700798034668,22.777660369873047,0.9656145572662354,6.741856098175049,-1.0,1942283136.0,-1.0,-1.0,12183852.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,4682009396.5,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
4.94,21.0700798034668,22.777660369873047,0.9656145572662354,6.741856098175049,-1.0,1942283136.0,-1.0,-1.0,12183852.0,0.3679611682891845,107.0,2.0,6330.0,1.0,20.624940872192383,2952.0,5325773713.0,1920.0,3.0,48.0,43.0,46.0,34.0,37.0,38.0,90.0,545.0,2.0,22.87966459989548,0.6167066097259521,3196.0,1.0,2.2062268257141118
