Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.01,1.5364898219704628,51.52252149581909,0.17448000423610208,26.360729694366455,0.7688738852739334,-1.0,-1.0,-1.0,0.9594620764255524,-1.0,6.4825199842453,0.32779446244239807,544901232.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.925997853279114,545000000.0,-1.0,16292715.75,164.79141998291016,1393173024.0,29641975.875,3064394.46875,1102046720.0,-1.0,-1.0,-1.0,108468817.0,16176004.375,1919413352.75,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.01,0.8680553947176252,15.576476233346122,0.01317875566227093,11.28091321672712,0.30689794942736626,-1.0,-1.0,-1.0,0.44196838991982595,-1.0,2.9146996225629533,0.17564929808889115,544977042.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.367926836013794,545000000.0,-1.0,9138111.857142856,102.58670915876117,887150325.1428572,18018432.36104911,2024576.9285714286,733800941.7142857,-1.0,-1.0,-1.0,64342204.571428575,9432456.07533482,1252707771.15625,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.02,0.6083730288914272,25.466280255998885,0.0110211255294936,7.1384574345179965,0.21968400052615575,-1.0,-1.0,-1.0,0.3970636895724705,-1.0,2.816311700003488,0.0613502732345036,544940992.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.172789982387,545000000.0,-1.0,8341085.857142857,52.72089059012277,700835117.7142857,14778504.357142856,1969197.142857143,539066313.1428572,-1.0,-1.0,-1.0,55097287.428571425,8158749.571428572,911405772.8482143,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.03,0.6031461783817836,24.26590892246791,0.027560773438640985,7.724806649344308,0.2539287337235042,-1.0,-1.0,-1.0,0.3964116062436785,-1.0,2.7437239374433244,0.1725311619894845,544962194.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.46489953994751,545000000.0,-1.0,6575774.142857143,101.0065438406808,584059950.9101562,11312314.5,1596047.5714285714,448679186.28571427,-1.0,-1.0,-1.0,41075641.71428572,6315438.428571428,807236901.5513393,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.04,0.5308775731495449,24.43810544695173,0.5055627269404275,7.632496697562082,0.336484181029456,-1.0,-1.0,-1.0,0.37143940159252714,-1.0,2.0281393187386647,0.12377665724073138,544983012.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.36594578198024,545000000.0,-1.0,7963714.0,47.34124755859375,649533275.4285715,13847230.964285715,1603389.392857143,497589814.85714287,-1.0,-1.0,-1.0,51200240.0,7722237.535714285,898060542.375,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.05,0.6755382567644119,16.905632972717285,0.0227466949727386,9.825113773345947,0.3178047343390062,-1.0,-1.0,-1.0,0.3717944920063019,-1.0,2.7327106595039368,0.15686986967921257,544925064.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.85342989861965,545000000.0,-1.0,9316756.375,82.09700393676758,814109327.09375,16892381.918823242,2002179.4375,641014176.0,-1.0,-1.0,-1.0,59513155.0,9231366.418823242,1118919318.2363281,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.06,0.8795486858912877,29.85539654323033,0.6375861911635313,11.080230712890625,0.4083460440327014,-1.0,-1.0,-1.0,0.5445172531264169,-1.0,3.759345531463623,0.12112513610294887,544977408.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.10563092572348,545000000.0,-1.0,11162796.42857143,102.26478358677456,983723969.1428572,20338398.723632812,2610023.0,778195712.0,-1.0,-1.0,-1.0,74646168.0,11079436.866489956,1351894703.5,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.07,0.7597165448325021,19.30450439453125,0.34196887644273893,11.143482753208705,0.4107792497878628,-1.0,-1.0,-1.0,0.42604931763240267,-1.0,2.8426604952131,0.08968222141265869,544951149.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.13507924761091,545000000.0,-1.0,10555472.57142857,94.69805036272321,943028761.75,19346222.74720982,2175327.535714286,744396909.7142857,-1.0,-1.0,-1.0,70547440.0,10502141.890066965,1288367176.2120535,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.08,1.1351916449410575,21.712928227015905,0.033482100348919595,16.01031357901437,0.4893395578089569,-1.0,-1.0,-1.0,0.5532070313181195,-1.0,4.976162024906704,0.18348977821213858,544939392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.504368254116606,545000000.0,-1.0,10927018.07142857,100.75421142578125,965597138.2857143,19926701.598074775,2439618.2410714286,762215478.8571428,-1.0,-1.0,-1.0,73269264.0,10851415.240931919,1320883450.1004465,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
0.09,0.9616907324109759,27.775949205671036,0.029902980064174942,15.049903869628906,0.403479490429163,-1.0,-1.0,-1.0,0.5439339791025434,-1.0,3.7872131211417064,0.14946083511625016,544938029.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.10426540034158,545000000.0,-1.0,10110936.857142856,94.10549490792411,889978229.7142857,18215509.383370537,2157431.6071428573,701073691.4285715,-1.0,-1.0,-1.0,66856710.85714286,9965708.883370535,1240029343.15625,0.8509907126426697,264.5,32.0,7094.0,1.0,16.43876838684082,2695.0,1920.0,3.0,50.0,50.0,54.0,52.0,32.0,27.0,90.0,545.0,2.0,32.00523555278778,2736.0,4.0,2.504298210144043
