Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
11.8,25.315797805786133,33.39637756347656,2.9053642749786377,0.5438604354858398,-1.0,693820544.0,-1.0,642458624.0,1181356.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,3.0,3.366429567337036
11.89,25.146169662475582,34.26018524169922,2.858158826828003,0.5438604354858398,-1.0,693234496.0,-1.0,642596352.0,1181250.5,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,3.0,3.366429567337036
11.99,25.29283142089844,33.42091369628906,2.8817241191864014,0.5438604354858398,-1.0,693842816.0,-1.0,642479296.0,1181394.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,3.0,3.366429567337036
12.0,25.29283142089844,33.42091369628906,2.8817241191864014,0.5438604354858398,-1.0,693842816.0,-1.0,642479296.0,1181394.0,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.09,25.333478927612305,34.265628814697266,2.951362133026123,0.5438604354858398,-1.0,692998144.0,-1.0,642377280.0,1180847.875,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.19,25.32797241210937,33.418949127197266,2.938848733901977,0.5438604354858398,-1.0,693357824.0,-1.0,642030144.0,1180568.125,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.29,25.27215003967285,33.4135856628418,2.948647975921631,0.5438604354858398,-1.0,693769408.0,-1.0,642411264.0,1181269.0,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.39,25.11956214904785,34.2562141418457,2.9728362560272217,0.5438604354858398,-1.0,692897152.0,-1.0,642283648.0,1180675.625,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.49,25.168132781982425,33.40234375,2.9074623584747314,0.5438604354858398,-1.0,693903360.0,-1.0,642535296.0,1181497.125,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.59,25.00609016418457,34.26088333129883,2.9110467433929443,0.5438604354858398,-1.0,693614656.0,-1.0,642948736.0,1181898.375,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.69,25.11971664428711,33.401573181152344,2.845508813858032,0.5438604354858398,-1.0,693946560.0,-1.0,642575296.0,1181570.625,0.4143343567848205,1125.0,451.0,12250.0,2.0,23.36127281188965,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,3.0,3.3742923736572266
12.79,25.19176483154297,33.400543212890625,2.837479829788208,0.5438604354858398,-1.0,693766144.0,-1.0,642408256.0,1181263.5,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
12.89,24.91103744506836,34.247093200683594,2.9980475902557373,0.5438604354858398,-1.0,693098176.0,-1.0,642469952.0,1181018.25,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
12.99,25.047657012939453,33.4013671875,2.9143452644348145,0.5438604354858398,-1.0,693878144.0,-1.0,642511936.0,1181454.125,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
13.0,25.047657012939453,33.4013671875,2.9143452644348145,0.5438604354858398,-1.0,693878144.0,-1.0,642511936.0,1181454.125,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.09,25.099565505981445,34.263954162597656,2.963397741317749,0.5438604354858398,-1.0,692603904.0,-1.0,642011840.0,1180176.125,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.19,25.18832015991211,33.41476821899414,2.8740103244781494,0.5438604354858398,-1.0,693969600.0,-1.0,642596672.0,1181609.875,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.29,25.155900955200195,33.39532470703125,2.887519121170044,0.5438604354858398,-1.0,693986880.0,-1.0,642612672.0,1181639.375,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.39,24.97631072998047,34.24238967895508,2.929588079452514,0.5438604354858398,-1.0,693150336.0,-1.0,642518272.0,1181107.125,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.49,25.095142364501957,33.37690353393555,2.9205162525177,0.5438604354858398,-1.0,693936448.0,-1.0,642566016.0,1181553.5,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.59,24.90064239501953,34.18328857421875,2.893188238143921,0.5438604354858398,-1.0,693258944.0,-1.0,642619008.0,1181471.625,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.69,25.004735946655277,33.34935760498047,2.847464084625244,0.5438604354858398,-1.0,703872192.0,-1.0,664612096.0,1221714.875,9.95694637298584,1125.0,451.0,12250.0,1.0,22.602439880371094,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,12.0,3.3742923736572266
13.79,25.02412796020508,33.411067962646484,2.794999837875366,0.5438604354858398,-1.0,703295424.0,-1.0,642340288.0,1181138.5,0.0604877974838018,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
13.89,24.85446548461914,34.25186920166016,2.8384780883789062,0.5438604354858398,-1.0,697478016.0,-1.0,642439936.0,1181142.375,0.0604877974838018,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
13.99,25.01174736022949,33.385772705078125,2.883988618850708,0.5438604354858398,-1.0,695741824.0,-1.0,662998016.0,1220468.375,0.0604877974838018,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
14.0,25.01174736022949,33.385772705078125,2.883988618850708,0.5438604354858398,-1.0,695741824.0,-1.0,662998016.0,1220468.375,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.1,24.894187927246094,34.24589538574219,2.812285900115967,0.5438604354858398,-1.0,716465792.0,-1.0,645692096.0,1185374.625,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.2,25.026195526123047,33.385494232177734,2.8697214126586914,0.5438604354858398,-1.0,693950144.0,-1.0,642434304.0,1181490.625,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.3,25.04082298278809,33.37882995605469,2.947200059890747,0.5438604354858398,-1.0,693856192.0,-1.0,642491648.0,1181416.75,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.4,24.864362716674805,34.12710189819336,2.954106569290161,0.5438604354858398,-1.0,698879424.0,-1.0,663453760.0,1219456.5,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.5,25.089506149291992,33.218055725097656,2.854740619659424,0.5438604354858398,-1.0,703678464.0,-1.0,642372608.0,1181197.875,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.6,24.92576789855957,34.1979866027832,2.8841567039489746,0.5438604354858398,-1.0,699718400.0,-1.0,642265664.0,1180821.875,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.7,25.043222427368164,33.38679885864258,2.884124517440796,0.5438604354858398,-1.0,694051008.0,-1.0,642672064.0,1181748.5,0.0604877974838018,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
14.79,25.043222427368164,33.38679885864258,2.884124517440796,0.5438604354858398,-1.0,694051008.0,-1.0,642672064.0,1181748.5,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
14.8,25.035703659057617,33.37424850463867,2.9726059436798096,0.5438604354858398,-1.0,693456320.0,-1.0,642121408.0,1180736.0,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
14.9,24.92276382446289,34.23660659790039,2.908238649368286,0.5438604354858398,-1.0,692676480.0,-1.0,642079104.0,1180299.75,0.0594549626111984,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
15.0,25.07349395751953,33.40718078613281,2.9817707538604736,0.5438604354858398,-1.0,693932160.0,-1.0,642561984.0,1181546.125,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.1,24.88276481628418,34.26398849487305,2.934913396835327,0.5438604354858398,-1.0,693356864.0,-1.0,642709760.0,1181459.0,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.2,25.04007911682129,33.40961456298828,2.842276334762573,0.5438604354858398,-1.0,694036608.0,-1.0,642658688.0,1181724.0,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.3,25.07477760314941,33.41305160522461,2.925042152404785,0.5438604354858398,-1.0,693976128.0,-1.0,642602688.0,1181621.0,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.4,24.86449813842773,34.242637634277344,2.9822680950164795,0.5438604354858398,-1.0,693121152.0,-1.0,642491264.0,1181057.375,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.5,25.033315658569336,33.384788513183594,2.9763355255126958,0.5438604354858398,-1.0,693503104.0,-1.0,642164672.0,1180815.625,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.6,24.911788940429688,34.25486755371094,2.8596441745758057,0.5438604354858398,-1.0,692964032.0,-1.0,642345600.0,1180789.625,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.7,25.05095100402832,33.41077423095703,2.8453171253204346,0.5438604354858398,-1.0,693580480.0,-1.0,642236288.0,1180947.25,0.0594549626111984,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
15.79,25.05095100402832,33.41077423095703,2.8453171253204346,0.5438604354858398,-1.0,693580480.0,-1.0,642236288.0,1180947.25,0.07345355115830896,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
15.8,25.033016204833984,33.41022491455078,2.846278190612793,0.5438604354858398,-1.0,693522176.0,-1.0,642182336.0,1180848.0,0.07345355115830896,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
15.9,24.871337890625,34.231937408447266,2.895759344100952,0.5438604354858398,-1.0,693046720.0,-1.0,642422272.0,1180930.5,0.07345355115830896,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
16.0,25.050905227661133,33.3975944519043,2.885591745376587,0.5438604354858398,-1.0,693736640.0,-1.0,642380928.0,1181213.25,0.07345355115830896,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
16.02,25.050905227661133,33.3975944519043,2.885591745376587,0.5438604354858398,-1.0,693736640.0,-1.0,642380928.0,1181213.25,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.1,24.863977432250977,34.20154571533203,2.952168703079224,0.5438604354858398,-1.0,692993152.0,-1.0,642372608.0,1180839.25,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.2,25.021394729614254,33.34611892700195,2.886525154113769,0.5438604354858398,-1.0,693422528.0,-1.0,642090112.0,1180678.375,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.3,25.068227767944336,33.36252212524414,3.00398588180542,0.5438604354858398,-1.0,693803584.0,-1.0,642442944.0,1181327.25,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.4,24.864809036254883,34.24809646606445,2.942807674407959,0.5438604354858398,-1.0,695768512.0,-1.0,662863296.0,1219145.125,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.5,25.0653133392334,33.433475494384766,2.96506667137146,0.5438604354858398,-1.0,705408000.0,-1.0,642845376.0,1181241.375,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.6,24.919246673583984,34.26423263549805,2.8296444416046143,0.5438604354858398,-1.0,701517504.0,-1.0,642519296.0,1181288.25,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.71,24.98322868347168,33.4154052734375,2.9896156787872314,0.5438604354858398,-1.0,694101120.0,-1.0,642718464.0,1181833.875,0.07345355115830896,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
16.79,24.98322868347168,33.4154052734375,2.9896156787872314,0.5438604354858398,-1.0,694101120.0,-1.0,642718464.0,1181833.875,0.0773102510720491,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
16.81,25.006881713867188,33.420291900634766,2.769847631454468,0.5438604354858398,-1.0,697667712.0,-1.0,664584320.0,1223318.25,0.0773102510720491,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
16.91,24.901630401611328,34.26581573486328,2.941369771957397,0.5438604354858398,-1.0,702659776.0,-1.0,647782400.0,1189275.0,0.0773102510720491,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
17.0,24.901630401611328,34.26581573486328,2.941369771957397,0.5438604354858398,-1.0,702659776.0,-1.0,647782400.0,1189275.0,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.01,25.01177024841309,33.44575881958008,2.820427894592285,0.5438604354858398,-1.0,707745600.0,-1.0,642092736.0,1180683.25,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.11,24.25103759765625,34.27623748779297,2.8647587299346924,0.5932074189186096,-1.0,695057856.0,-1.0,642637376.0,1184355.75,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.21,25.016868591308597,33.40812301635742,2.86225700378418,0.5932074189186096,-1.0,693731584.0,-1.0,642376256.0,1181204.625,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.31,25.028369903564453,33.388671875,3.0213027000427246,0.5932074189186096,-1.0,704051520.0,-1.0,663228416.0,1219400.75,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.41,24.89315414428711,34.25358200073242,2.8131251335144043,0.5932074189186096,-1.0,704644352.0,-1.0,642189312.0,1180502.375,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.51,24.97514533996582,33.38506317138672,2.8620169162750244,0.5932074189186096,-1.0,693991168.0,-1.0,642373632.0,1181379.125,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.61,25.08544540405273,33.387245178222656,2.854105234146118,0.5932074189186096,-1.0,693670080.0,-1.0,642319296.0,1181099.875,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.71,24.338228225708008,35.066654205322266,2.8583474159240723,0.4649588465690613,-1.0,721244224.0,-1.0,642448256.0,1182492.875,0.0773102510720491,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
17.79,24.338228225708008,35.066654205322266,2.8583474159240723,0.4649588465690613,-1.0,721244224.0,-1.0,642448256.0,1182492.875,0.14853357523679728,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
17.81,25.033327102661133,33.40403366088867,2.944035053253174,0.4649588465690613,-1.0,693865152.0,-1.0,642499968.0,1181432.125,0.14853357523679728,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
17.91,24.89551544189453,34.251407623291016,2.857131004333496,0.4649588465690613,-1.0,693207168.0,-1.0,642571008.0,1181203.875,0.14853357523679728,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,1.5,3.3742923736572266
18.0,24.89551544189453,34.251407623291016,2.857131004333496,0.4649588465690613,-1.0,693207168.0,-1.0,642571008.0,1181203.875,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
18.01,24.97088432312012,33.42434310913086,2.971648693084717,0.4649588465690613,-1.0,694024000.0,-1.0,642647040.0,1181702.5,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
18.11,25.00392723083496,33.40658187866211,2.93226170539856,0.4649588465690613,-1.0,693349184.0,-1.0,642022144.0,1180553.5,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
18.21,24.91631317138672,34.25209045410156,2.9467830657958984,0.4649588465690613,-1.0,692962560.0,-1.0,642344256.0,1180787.125,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
18.31,25.00273323059082,33.39863204956055,2.8892977237701416,0.4649588465690613,-1.0,693901568.0,-1.0,642533632.0,1181494.0,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
18.41,24.8858642578125,34.261444091796875,2.902548551559448,0.4649588465690613,-1.0,693179776.0,-1.0,642545664.0,1181157.375,0.14853357523679728,1125.0,451.0,12250.0,1.0,11.417983055114744,2766.0,1920.0,4.0,69.0,64.0,60.0,59.0,99.0,58.0,90.0,545.0,2.0,37.20878064632416,3196.0,72.0,3.3742923736572266
