Time (s),% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,Avg Preemption Delay,Fragment Instructions / Second,Fragments Shaded / Second,Textures / Fragment,Vertex Instructions / Second,Vertices Shaded / Second,app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
5.45,16.561609268188477,23.379209518432617,0.9835289120674132,18.580322265625,-1.0,1724507904.0,-1.0,1934290432.0,12170982.0,1.3486599922180176,1125.0,451.0,12250.0,6.0,21.406309127807617,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,1.5,2.323145627975464
5.55,14.745736122131348,23.29534912109375,0.981314182281494,25.416093826293945,-1.0,1737469824.0,-1.0,1937238016.0,12221623.0,1.3486599922180176,1125.0,451.0,12250.0,6.0,21.406309127807617,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,1.5,2.323145627975464
5.65,15.123910903930664,24.03004646301269,0.9192324876785278,27.89032745361328,-1.0,1641976832.0,-1.0,1929933696.0,12102162.0,1.3486599922180176,1125.0,451.0,12250.0,6.0,21.406309127807617,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,1.5,2.323145627975464
5.75,15.30376434326172,24.33390617370605,0.9613219499588012,28.50356101989746,-1.0,1623171328.0,-1.0,1931108352.0,12106965.0,1.3486599922180176,1125.0,451.0,12250.0,6.0,21.406309127807617,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,1.5,2.323145627975464
5.78,15.30376434326172,24.33390617370605,0.9613219499588012,28.50356101989746,-1.0,1623171328.0,-1.0,1931108352.0,12106965.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,3.0,2.323145627975464
5.79,15.30376434326172,24.33390617370605,0.9613219499588012,28.50356101989746,-1.0,1623171328.0,-1.0,1931108352.0,12106965.0,1.1297507286071775,116.0,2.0,6330.0,1.0,22.83596611022949,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,3.0,2.323145627975464
5.85,16.01104164123535,23.96648979187012,0.93484765291214,17.523029327392578,-1.0,1624630912.0,-1.0,1909972352.0,11911786.0,1.1297507286071775,116.0,2.0,6330.0,1.0,22.83596611022949,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,3.0,2.323145627975464
5.95,16.789825439453125,23.541004180908203,1.023154616355896,31.27049446105957,-1.0,1646026240.0,-1.0,1887435776.0,11711005.0,1.1297507286071775,116.0,2.0,6330.0,1.0,22.83596611022949,2766.0,2361.0,3.0,50.0,45.0,49.0,28.0,59.0,35.0,90.0,545.0,2.0,34.227585792541504,3196.0,3.0,2.323145627975464
6.0,16.789825439453125,23.541004180908203,1.023154616355896,31.27049446105957,-1.0,1646026240.0,-1.0,1887435776.0,11711005.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.06,25.04730987548828,26.27770233154297,0.5057120323181152,4.62230396270752,-1.0,2870104320.0,-1.0,2408213504.0,15428789.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.16,17.15268898010254,24.227962493896484,0.5596431493759155,1.6994091272354126,-1.0,2731760896.0,-1.0,1940036224.0,13125499.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.26,15.77145004272461,27.41948509216309,0.6542050242424011,12.960625648498535,-1.0,2364999936.0,-1.0,1828061184.0,12567754.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.36,18.64823532104492,29.335893630981445,0.5178210139274597,18.077335357666016,-1.0,2008378368.0,-1.0,1391532672.0,9640050.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.46,19.801124572753903,30.799806594848636,0.2697571814060211,9.69381618499756,-1.0,1490469120.0,-1.0,903792512.0,6253366.0,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.56,20.545860290527344,31.445451736450195,0.3077436983585357,1.6348625421524048,-1.0,1534166784.0,-1.0,940819584.0,6760824.5,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.66,20.16903686523437,30.996835708618164,0.4053793549537658,2.072995901107788,-1.0,1613158656.0,-1.0,1021904768.0,7646761.5,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.76,20.39134407043457,32.47092819213867,0.3758258521556854,1.591584324836731,-1.0,1602253568.0,-1.0,999762240.0,7446125.5,1.1561814546585083,1125.0,451.0,12250.0,7.0,21.49588966369629,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,3.0,2.3356757164001465
6.79,20.39134407043457,32.47092819213867,0.3758258521556854,1.591584324836731,-1.0,1602253568.0,-1.0,999762240.0,7446125.5,0.9641004055738449,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,1.5,2.3356757164001465
6.86,20.610397338867188,31.71360206604004,0.378932774066925,0.6713517904281616,-1.0,1602714496.0,-1.0,999599232.0,7444117.5,0.9641004055738449,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,1.5,2.3356757164001465
6.96,20.587799072265625,31.75479507446289,0.3580614030361175,0.6611126661300659,-1.0,1603266816.0,-1.0,999979456.0,7446912.0,0.9641004055738449,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,3.0,50.0,50.0,52.0,41.0,51.0,41.0,90.0,545.0,2.0,33.62429738044739,3196.0,1.5,2.3356757164001465
7.0,20.587799072265625,31.75479507446289,0.3580614030361175,0.6611126661300659,-1.0,1603266816.0,-1.0,999979456.0,7446912.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.07,20.5065860748291,32.48588562011719,0.3423074185848236,0.6330917477607727,-1.0,1602314240.0,-1.0,999800064.0,7445242.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.17,20.72239875793457,31.64537239074707,0.3359608054161072,0.6598737835884094,-1.0,1602917504.0,-1.0,999783552.0,7445558.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.27,20.70590209960937,32.485939025878906,0.3600293695926666,0.6569948792457581,-1.0,1602309248.0,-1.0,999787456.0,7445188.5,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.37,20.649242401123047,31.66209983825684,0.3339211046695709,2.173419237136841,-1.0,1632340352.0,-1.0,1010762496.0,7595358.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.47,20.454456329345703,31.736482620239254,0.5664888620376587,0.6517190337181091,-1.0,1874766080.0,-1.0,1125316096.0,9016919.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.57,20.82149124145508,32.49844741821289,0.516586422920227,0.6485820412635803,-1.0,1874231808.0,-1.0,1059044672.0,8422219.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.67,19.62774658203125,31.719799041748047,0.5249943137168884,6.473687171936035,-1.0,1874944000.0,-1.0,1103247360.0,8825853.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.77,19.07158088684082,32.39982604980469,0.4324944317340851,8.992366790771484,-1.0,1692614016.0,-1.0,1034119616.0,7910287.0,3.5327837467193604,1125.0,451.0,12250.0,7.0,21.468341827392575,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,6.0,3.7536118030548096
7.79,19.07158088684082,32.39982604980469,0.4324944317340851,8.992366790771484,-1.0,1692614016.0,-1.0,1034119616.0,7910287.0,0.09724010154604905,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,5.5,3.7536118030548096
7.87,19.337068557739254,31.709274291992188,0.3821687400341034,8.519165992736816,-1.0,1602827520.0,-1.0,999654208.0,7454385.5,0.09724010154604905,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,5.5,3.7536118030548096
7.97,19.418100357055664,31.712310791015625,0.371311604976654,7.182263374328613,-1.0,1602721920.0,-1.0,999596096.0,7455279.0,0.09724010154604905,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,56.0,53.0,55.0,48.0,59.0,39.0,90.0,545.0,3.0,35.059136152267456,3196.0,5.5,3.7536118030548096
8.0,19.418100357055664,31.712310791015625,0.371311604976654,7.182263374328613,-1.0,1602721920.0,-1.0,999596096.0,7455279.0,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.07,18.79271125793457,32.41413116455078,0.3820108771324157,9.623332977294922,-1.0,1602089856.0,-1.0,999700224.0,7457926.5,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.17,19.26133155822754,31.69368553161621,0.3893729150295257,7.094756603240967,-1.0,1601781248.0,-1.0,999048832.0,7449877.5,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.27,18.965925216674805,32.48967742919922,0.3528836369514465,7.8157854080200195,-1.0,1601660160.0,-1.0,1021496000.0,7652376.5,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.37,19.818552017211918,31.726991653442383,0.3678151667118072,6.7810587882995605,-1.0,1602225664.0,-1.0,984977088.0,7416343.5,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.47,19.104326248168945,31.712247848510746,0.3936060070991516,8.27440071105957,-1.0,1635797376.0,-1.0,1038890496.0,7724255.0,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.57,18.910797119140625,32.42277908325195,0.5015059113502502,10.05661678314209,-1.0,1845130752.0,-1.0,1083990016.0,8533974.0,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.67,18.34480857849121,31.70388603210449,0.5445908308029175,9.363816261291504,-1.0,1877832576.0,-1.0,1121107456.0,9078901.0,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.77,19.16315078735352,32.526405334472656,0.5195051431655884,9.047710418701172,-1.0,1896085632.0,-1.0,1111525760.0,8861495.0,0.09724010154604905,1125.0,451.0,12250.0,2.0,31.296010971069336,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,23.0,3.3363699913024902
8.79,19.16315078735352,32.526405334472656,0.5195051431655884,9.047710418701172,-1.0,1896085632.0,-1.0,1111525760.0,8861495.0,0.16223894059658045,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,4.0,3.3363699913024902
8.87,19.380577087402344,31.739953994750977,0.5445854663848877,9.8085298538208,-1.0,1895223168.0,-1.0,1110005632.0,8860825.0,0.16223894059658045,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,4.0,3.3363699913024902
8.97,18.958101272583008,31.70367813110352,0.5637150406837463,11.022640228271484,-1.0,1896613632.0,-1.0,1111394560.0,8862471.0,0.16223894059658045,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,79.0,77.0,79.0,75.0,75.0,81.0,90.0,545.0,2.0,35.54341793060303,3196.0,4.0,3.3363699913024902
9.0,18.958101272583008,31.70367813110352,0.5637150406837463,11.022640228271484,-1.0,1896613632.0,-1.0,1111394560.0,8862471.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.07,18.50086975097656,32.50252151489258,0.5455459952354431,7.544123649597168,-1.0,1894288640.0,-1.0,1102980736.0,8831583.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.17,18.87244987487793,31.75413703918457,0.4817582368850708,8.200970649719238,-1.0,1872401024.0,-1.0,1106839296.0,8919458.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.27,19.582244873046875,32.47646713256836,0.5941412448883057,6.026844501495361,-1.0,1895564928.0,-1.0,1119652224.0,8858964.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.37,19.652250289916992,31.736616134643555,0.5228549242019653,6.546270847320557,-1.0,1893591040.0,-1.0,1102592128.0,8824127.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.48,19.3734188079834,31.70518493652344,0.5246232151985168,6.660500526428223,-1.0,1874521856.0,-1.0,1103004416.0,8826038.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.58,19.082639694213867,32.50666046142578,0.5230912566184998,8.63435173034668,-1.0,1873334272.0,-1.0,1102739328.0,8824352.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.68,19.759803771972656,31.74531364440918,0.5441803336143494,4.529202938079834,-1.0,1875294464.0,-1.0,1103459072.0,8825310.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.78,20.201038360595703,31.740339279174805,0.5296400785446167,1.097448706626892,-1.0,1871070208.0,-1.0,1100985984.0,8802218.0,0.4462332427501678,1125.0,451.0,12250.0,2.0,40.81929397583008,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,4.0,3.3430745601654053
9.79,20.201038360595703,31.740339279174805,0.5296400785446167,1.097448706626892,-1.0,1871070208.0,-1.0,1100985984.0,8802218.0,0.29304844141006464,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,1.5,3.3430745601654053
9.88,19.96637725830078,32.483184814453125,0.543429970741272,4.633161067962647,-1.0,1868992384.0,-1.0,1100227328.0,8796914.0,0.29304844141006464,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,1.5,3.3430745601654053
9.98,19.97542381286621,31.752338409423828,0.5268927216529846,2.879401683807373,-1.0,1874074496.0,-1.0,1102765440.0,8818622.0,0.29304844141006464,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,86.0,84.0,84.0,91.0,94.0,84.0,90.0,545.0,2.0,36.26454770565033,3196.0,1.5,3.3430745601654053
10.0,19.97542381286621,31.752338409423828,0.5268927216529846,2.879401683807373,-1.0,1874074496.0,-1.0,1102765440.0,8818622.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.08,19.84475517272949,32.49420166015625,0.5489382147789001,5.014411926269531,-1.0,1872272640.0,-1.0,1102138880.0,8813229.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.18,20.094877243041992,31.736230850219727,0.5423145890235901,2.593935251235962,-1.0,1874423552.0,-1.0,1102956544.0,8819498.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.28,20.30561828613281,31.75414085388184,0.5497586727142334,1.6609652042388916,-1.0,1874328320.0,-1.0,1102914816.0,8818392.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.38,19.80248260498047,32.50968933105469,0.5483407378196716,7.813299655914307,-1.0,1870556032.0,-1.0,1101107072.0,8805397.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.48,20.559186935424805,31.743825912475582,0.5033918619155884,1.30413019657135,-1.0,1874838016.0,-1.0,1103167488.0,8819216.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.58,19.906539916992188,32.500732421875,0.5685660243034363,5.616934776306152,-1.0,1873831040.0,-1.0,1103033216.0,8820754.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.68,19.578353881835938,31.732519149780277,0.5509930849075317,6.166464328765869,-1.0,1874794240.0,-1.0,1103154304.0,8824949.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.78,19.36640739440918,31.73198699951172,0.5708550214767456,8.74133586883545,-1.0,1874184448.0,-1.0,1102808832.0,8822148.0,0.4754927158355713,1125.0,451.0,12250.0,2.0,26.098434448242188,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.79,19.36640739440918,31.73198699951172,0.5708550214767456,8.74133586883545,-1.0,1874184448.0,-1.0,1102808832.0,8822148.0,0.2739026695489883,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.88,18.661460876464844,32.48868560791016,0.5087677836418152,7.03635835647583,-1.0,1872977792.0,-1.0,1102544256.0,8821836.0,0.2739026695489883,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
10.98,18.97144317626953,31.732250213623047,0.6080776453018188,9.022814750671388,-1.0,1916787840.0,-1.0,1134768384.0,9193046.0,0.2739026695489883,208.0,24.0,7070.0,1.0,11.417983055114744,2766.0,1920.0,4.0,70.0,64.0,58.0,57.0,95.0,56.0,90.0,545.0,2.0,37.59763240814209,3196.0,1.5,3.3810343742370605
11.0,18.97144317626953,31.732250213623047,0.6080776453018188,9.022814750671388,-1.0,1916787840.0,-1.0,1134768384.0,9193046.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.08,18.942527770996094,32.493896484375,0.5394080877304077,7.374443531036377,-1.0,1923966592.0,-1.0,1119146624.0,8893996.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.18,19.208251953125,31.760364532470703,0.5311627388000488,5.467630863189697,-1.0,1904080512.0,-1.0,1109042048.0,8840416.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.28,19.116411209106445,31.735095977783203,0.5093297958374023,6.7236151695251465,-1.0,1875329792.0,-1.0,1124072832.0,9015852.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.38,18.96661376953125,32.46630096435547,0.5128113031387329,5.864336490631104,-1.0,1888707584.0,-1.0,1099502464.0,8769129.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.49,23.93215560913086,32.24974822998047,1.1373754739761353,0.5438604354858398,-1.0,1498230016.0,-1.0,845105984.0,5294424.0,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.59,25.106409072875977,34.26337814331055,2.8020548820495605,0.5438604354858398,-1.0,704485888.0,-1.0,642565632.0,1181194.125,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.69,25.26882743835449,33.40750503540039,2.932967185974121,0.5438604354858398,-1.0,696943168.0,-1.0,642224960.0,1181105.75,0.3826051652431488,1125.0,451.0,12250.0,2.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
11.79,25.315797805786133,33.39637756347656,2.9053642749786377,0.5438604354858398,-1.0,693820544.0,-1.0,642458624.0,1181356.0,0.4164238572120666,116.0,2.0,6330.0,1.0,25.747608184814453,2766.0,1920.0,4.0,69.0,66.0,59.0,60.0,93.0,55.0,90.0,545.0,2.0,37.01993525028229,3196.0,1.5,3.366429567337036
