Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.01,23.819555010114396,18.560313088553293,1.0854255386761256,0.6096711158752443,14.158305168151855,3.840207099914551,3.356830358505249,0.1172925970916237,6.8947263445172995,7.80893577848162,3.95788836479187,0.964542269706726,40.829310825892854,25.0,0.023461494594812376,24.17112241472517,32.34547805786133,213.41788155691964,0.2999697923660278,0.15537244081497192,1.0666253566741943,0.4972193241119385,545023008.0,1.4118263721466064,0.9522279500961304,58542248813.71429,91113565622.85715,6217027328.0,110316060672.0,1716513792.0,75.72920221090317,545000000.0,0.11933554070336479,3581781.75,83.18891143798828,31055418.0,8274634.5,22942353.315848213,1087770240.0,0.43193690265928,0.26517521483557566,572414912.0,18336166.0,4297705.5,1821810.81640625,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.01,23.819555010114396,18.560313088553293,1.0854255386761256,0.4207878197942461,13.713593674557549,30.612117222377233,20.946916307721818,0.1172925970916237,6.8947263445172995,7.80893577848162,31.336534772600448,9.064488274710518,40.829310825892854,2.0278331488370895,0.16171448890651977,24.17112241472517,52.650269099644255,213.41788155691964,0.2919050561530249,0.15537244081497192,2.0549540604863847,10.49797121967588,544860114.2857143,1.4118263721466064,1.8638099942888533,58542248813.71429,91113565622.85715,6217027328.0,110316060672.0,1716513792.0,65.49352155412946,545000000.0,0.11933554070336479,11316536.776785715,234.68892560686385,1318745563.4285715,18420221.004464287,22942353.315848213,1087770240.0,0.43193690265928,0.26517521483557566,1744645786.4285715,64863700.030133925,10559989.705357144,1272568832.080357,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.02,24.98627253941127,17.870870317731583,1.0854255386761256,0.5598939444337573,22.335211617606028,34.55408804757254,22.59730863571167,0.06993224471807477,6.736029624938965,10.851202828543526,36.03978838239397,11.633154732840401,53.2989251273019,3.843933207648141,0.19474353481616294,32.71225030081613,73.65478679112026,211.85440935407365,0.782174825668335,0.16861846617289952,2.7125303745269775,17.829263465745107,544847012.5714285,2.044097832271031,2.51533773967198,61384924256.0,94845534208.0,6478828071.142858,115286518262.85715,1778471681.7857144,50.587242926870076,545000000.0,0.1141848053250994,13565300.966517856,296.95884486607144,954473165.1428572,23643065.75167411,2702079.285714286,739953536.0,0.4488626207624163,0.3152206412383488,2116265540.4285715,76878087.20703125,13245929.059151785,1279326378.1138394,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.03,24.986930302211217,17.87021255493164,1.0854255386761256,0.5606632871287209,22.332977839878627,29.921558925083705,20.65708977835519,0.046842900038297657,6.312853949410575,10.79133687700544,31.049874441964285,8.982584272112165,39.58158438546317,3.275557892663138,0.17762629687786102,23.35003444126674,67.13636997767857,134.1988263811384,0.42523876258305143,0.16866111755371094,2.5367349897112166,18.7202570778983,544858258.2857143,1.3895559651511056,2.513592175074986,61108980004.57143,95072696027.42857,6475873280.0,115121199981.71428,1786748672.0,64.17974417550224,545000000.0,0.11405809223651885,13759697.285714285,293.24005126953125,958950423.6936384,23917914.57142857,2323495.8571428573,743522029.7142857,0.4486820527485439,0.3149030591760363,2140412086.857143,78125773.71428572,13419691.57142857,1280614427.2924106,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.04,28.724429448445637,20.478471120198567,1.6392977436383565,17.190146535634995,32.255356992284455,38.72927633921305,29.851445198059082,0.008230601869096634,6.604052225748698,12.915725072224935,39.66997718811035,11.255407651265463,47.55992126464844,19.106745983163517,0.19515143241733313,28.91246795654297,10635.453186035156,232.0951944986979,3.5933596901595592,0.18758919338385263,473.21689426898956,17.36305309335391,544853941.3333334,1.7053540150324504,327.45391670862836,65312034816.0,100959543296.0,6873141546.666667,122664950442.66667,1897317504.0,41.18747466802597,545000000.0,0.13193265845378238,14190002.189860025,321.7018330891927,1011207667.9166666,25049788.389322918,2633605.3958333335,784332920.0,0.505740225315094,0.28476426005363464,2242426816.2916665,82268642.14583333,13807132.237630209,1368865906.4114583,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.05,24.985210963657924,17.871931893484934,1.6392977436383565,0.6780906958239419,21.589571271623885,34.16094834463937,23.323256833212717,0.08075460725064787,7.1984725679670065,10.757210867745536,35.69903128487723,11.165229661124092,53.36516353062221,3.777694429670061,0.19820904226175373,31.384965079171316,75.17754309517997,195.94083949497767,0.6746657405580793,0.16881149581500463,2.80873019354684,17.146372037274496,545043309.7142857,1.901385818208967,2.57172543661935,61111926660.57143,94975185481.14285,6475398976.571428,115074919986.28572,1784278225.857143,50.86702139036996,545000000.0,0.11402976725782667,13826070.59765625,297.0727277483259,959615157.7142857,23938704.14564732,2673570.714285714,743696987.4285715,0.44893087659563335,0.32556325622967314,2142271077.5,78346471.41183035,13456564.46595982,1281611308.3169644,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.06,24.90170179094587,17.777020045689174,0.422351564679827,0.5152854919433594,16.15287614933082,30.0990845816476,20.469528198242188,0.05162928732378139,6.360005106244769,10.844053540910993,31.139724731445312,8.961771828787667,39.742479596819194,3.1146630219050815,0.18089106891836434,23.644442422049387,80.25601632254464,171.850590297154,0.36006598813193186,0.16633102297782898,3.5205366952078685,13.413945249148778,544683922.2857143,1.390277658190046,3.3346481323242188,52353156242.28571,81441487725.71428,5552137362.285714,98626034541.71428,1529534610.2857144,64.16622802189418,545000000.0,0.11357473901339939,11771973.857142856,253.63069370814733,822011218.2857143,20437028.785714287,1966947.6785714286,637883008.0,0.4458816221782139,0.5462632008961269,1828889147.4285715,66841544.28571428,11473442.910714285,1094811287.2410715,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.07,24.9834589276995,17.87368392944336,0.422351564679827,0.6660409761326653,24.474173954554967,29.80971418108259,24.893519810267858,0.4723043995244162,8.11078371320452,10.894888469151088,30.930840628487722,8.950171061924525,39.57449558803013,3.2826481546674455,0.20582306385040283,23.35616738455636,65.64749581473214,134.32564871651786,0.4189492719514029,0.1688102058001927,2.499359062739781,5.140097992760795,544839414.8571428,1.3899739469800676,2.333491734095982,59153294482.28571,91630806162.28572,6254973366.857142,111223668736.0,1718036077.7142856,66.15559319087437,545000000.0,0.11424217905317033,13342796.857142856,289.7820521763393,929126509.7142857,23035162.285714287,24044467.214285713,716536594.2857143,0.448906557900565,0.2758793149675642,2062942573.7142856,75432153.14285715,12961868.857142856,1250490130.8683035,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.08,17.4572023664202,11.11422620500837,0.422351564679827,0.5036008358001708,17.571473802839005,22.90356527056013,15.346372331891741,0.010073495363550514,4.506416184561593,6.469381604875837,24.09395980834961,7.597835540771484,39.08035496303013,3.7767882347106934,0.16850589069404773,21.15205328805106,52.49119240897043,140.12065778459822,0.5559673735073635,0.10969695448875426,1.933779035295759,13.174177987234932,545038061.7142857,1.275806290762765,1.46200806753976,38763819821.71429,67035000246.85714,4370921505.428572,76652241302.85715,1303361938.0714285,62.428931662014556,545000000.0,0.07964363268443517,11198785.596819196,238.77964564732142,721568518.8571428,19038895.20982143,1941058.4285714286,536871570.2857143,0.299261212348938,0.15486412814685277,1688634083.2857144,60432351.48660714,10809854.62779018,903269549.7767857,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
0.09,16.851954187665665,26.661603655133927,0.422351564679827,0.5469187540667398,23.4764769417899,25.2669677734375,17.568396977015905,0.04148750765515223,4.825616019112723,12.449148178100586,27.064790998186385,8.367057119097028,32.61455971854074,10.242582661764962,0.22371671295591763,25.242938450404576,65.99120221819196,96.8408374786377,0.42960383210863384,0.28828544701848713,2.4296045303344727,20.415317135197775,544776896.0,1.7666138580867223,2.420845236097063,48097282852.57143,72221059072.0,5057606528.0,89265420141.71428,1325404666.2857144,62.48185232707432,545000000.0,0.11415326169558934,11992309.0,182.69623674665178,742366164.1132812,21314013.42857143,2158343.785714286,568829172.5714285,0.5303863797869001,0.2945343979767391,1883106889.142857,67081482.28571428,11937839.57142857,863989858.7299107,1.1185940504074097,117.0,2.0,6330.0,1.0,15.069628715515137,3123.0,1920.0,3.0,52.0,50.0,53.0,44.0,59.0,35.0,90.0,545.0,2.0,36.01829707622528,1.0262198448181152,2736.0,91.0,2.5076136589050293
