Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
6.37,57.78927612304688,42.23195266723633,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,14.895549774169922,24.507204055786133,79.65408325195312,17.853092193603516,92.5459213256836,7.454078197479248,0.8699674606323242,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,30.352128982543945,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,106636623872.0,1647000960.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.046249270439148,0.365209766796657,1927157760.0,63910603.428571425,12075860.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.47,58.41130828857422,41.56776809692383,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,16.331941604614258,25.08732795715332,79.65408325195312,17.853092193603516,94.07799530029295,5.922006607055664,0.8132363557815552,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,23.40207290649414,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,121908224000.0,1648129024.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.0467878580093384,0.365209766796657,1688506880.0,63910603.428571425,10245376.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.57,57.56197738647461,42.43802261352539,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,18.35667991638184,25.49821662902832,79.65408325195312,17.853092193603516,94.84465026855467,5.155346393585205,0.6310405731201172,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,17.577367782592773,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,149283733504.0,1918059520.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.0394256114959717,0.365209766796657,1777813888.0,63910603.428571425,10808559.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.67,55.0820541381836,44.917945861816406,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,24.647884368896484,25.797670364379883,79.65408325195312,17.853092193603516,96.08233642578124,3.917661666870117,0.5502182245254517,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,7.359108448028564,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,238560772096.0,2993025280.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.025239109992981,0.365209766796657,2217700096.0,63910603.428571425,13583096.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.77,68.72547149658203,31.2745304107666,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,16.94186019897461,26.61783599853516,79.65408325195312,17.853092193603516,95.40108489990234,4.598911762237549,0.5251154899597168,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6862967014312744,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,184088985600.0,2375880192.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.0323313474655151,0.365209766796657,1853213568.0,63910603.428571425,12571580.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.88,70.92019653320312,29.07980728149414,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,16.537378311157227,27.10956382751465,79.65408325195312,17.853092193603516,95.13076782226562,4.869233131408691,0.5043541193008423,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,4.322763919830322,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,174063321088.0,2296357376.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.033454418182373,0.365209766796657,1814028544.0,63910603.428571425,12510514.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
6.98,68.42218017578125,31.57781982421875,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,18.354461669921875,30.86823463439941,79.65408325195312,17.853092193603516,95.87737274169922,4.122628688812256,0.3843332529067993,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,7.204861164093018,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,160648724480.0,1683361024.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.3325201272964478,0.365209766796657,1224364288.0,63910603.428571425,8555168.0,1437024640.0,1.320018291473389,1155.0,451.0,12253.0,7.0,22.09172821044922,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,1.5,2.4083287715911865
7.0,68.42218017578125,31.57781982421875,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,18.354461669921875,30.86823463439941,79.65408325195312,17.853092193603516,95.87737274169922,4.122628688812256,0.3843332529067993,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,7.204861164093018,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,160648724480.0,1683361024.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.3325201272964478,0.365209766796657,1224364288.0,63910603.428571425,8555168.0,1437024640.0,0.1189099252223968,300.0,46.0,7810.0,1.0,22.83596611022949,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,3.0,2.4083287715911865
7.01,68.42218017578125,31.57781982421875,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,18.354461669921875,30.86823463439941,79.65408325195312,17.853092193603516,95.87737274169922,4.122628688812256,0.3843332529067993,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,7.204861164093018,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,160648724480.0,1683361024.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.3325201272964478,0.365209766796657,1224364288.0,63910603.428571425,8555168.0,1437024640.0,1.2744207382202148,116.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,3.0,2.4083287715911865
7.08,63.47004318237305,36.54020690917969,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,18.85382843017578,29.410741806030277,79.65408325195312,17.853092193603516,96.69708251953124,3.302919149398804,0.2497280836105346,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6439558267593384,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,163147169792.0,1545226880.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.5449811220169067,0.365209766796657,933390464.0,63910603.428571425,6659632.5,1437024640.0,1.2744207382202148,116.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,3.0,2.4083287715911865
7.18,67.59696960449219,32.41560745239258,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.43804931640625,31.04592704772949,79.65408325195312,17.853092193603516,96.3750991821289,3.6249029636383057,0.4530754089355469,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6681897640228271,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161566654464.0,1719561856.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.2929182052612305,0.365209766796657,1040193536.0,63910603.428571425,8018519.5,1437024640.0,1.2744207382202148,116.0,2.0,6330.0,1.0,22.83596611022949,2790.0,1920.0,3.0,50.0,47.0,53.0,46.0,36.0,44.0,90.0,545.0,2.0,35.06394028663635,2736.0,3.0,2.4083287715911865
7.22,67.59696960449219,32.41560745239258,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.43804931640625,31.04592704772949,79.65408325195312,17.853092193603516,96.3750991821289,3.6249029636383057,0.4530754089355469,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6681897640228271,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161566654464.0,1719561856.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.2929182052612305,0.365209766796657,1040193536.0,63910603.428571425,8018519.5,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.28,68.06367492675781,31.93219757080078,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.31476593017578,31.724836349487305,79.65408325195312,17.853092193603516,96.18710327148438,3.8128981590271,0.5487945079803467,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6574541926383972,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,162285322240.0,1907869056.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1473255157470703,0.365209766796657,1118024704.0,63910603.428571425,8871462.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.38,67.95076751708984,32.0437126159668,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.36802101135254,31.71904182434082,79.65408325195312,17.853092193603516,96.19512176513672,3.804877519607544,0.5637003779411316,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6457642912864685,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161768931328.0,1900128256.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1478426456451416,0.365209766796657,1111972992.0,63910603.428571425,8854604.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.48,67.70403289794922,32.28537368774414,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.52948760986328,32.4913330078125,79.65408325195312,17.853092193603516,96.20887756347656,3.791123390197754,0.5456537008285522,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6427955031394958,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161856913408.0,1899774080.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.148067831993103,0.365209766796657,1107537408.0,63910603.428571425,8820039.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.58,67.91558837890625,32.080448150634766,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.488916397094727,31.75650978088379,79.65408325195312,17.853092193603516,96.17096710205078,3.82903265953064,0.5231616497039795,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6625916361808777,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159591219200.0,1874716160.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.148859620094299,0.365209766796657,1102461696.0,63910603.428571425,8813192.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.68,67.94132995605469,32.05867385864258,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.31470489501953,32.51312255859375,79.65408325195312,17.853092193603516,96.1551513671875,3.8448503017425537,0.5381121039390564,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.648225724697113,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159239045120.0,1872100864.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495611667633057,0.365209766796657,1102009088.0,63910603.428571425,8808887.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.78,68.06285858154297,31.96316146850586,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.41508102416992,31.7060661315918,79.65408325195312,17.853092193603516,96.15604400634766,3.8439533710479736,0.5386775135993958,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6606366634368896,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,162298511360.0,1898608256.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1566492319107056,0.365209766796657,1125929088.0,63910603.428571425,8959488.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.88,67.7957992553711,32.178009033203125,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.5234375,31.729223251342773,79.65408325195312,17.853092193603516,96.20784759521484,3.792153596878052,0.5508244037628174,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6569696068763733,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,161415348224.0,1893081856.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1528822183609009,0.365209766796657,1102368256.0,63910603.428571425,8812080.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
7.98,67.9412612915039,32.05874252319336,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.343481063842773,32.501007080078125,79.65408325195312,17.853092193603516,96.15528869628906,3.8447110652923584,0.5272178053855896,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6562402248382568,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159383011328.0,1873794048.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.149558663368225,0.365209766796657,1102995968.0,63910603.428571425,8817003.0,1437024640.0,1.2087063789367676,1155.0,451.0,12253.0,6.0,24.357778549194336,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,5.0,2.3267040252685547
8.0,67.9412612915039,32.05874252319336,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.343481063842773,32.501007080078125,79.65408325195312,17.853092193603516,96.15528869628906,3.8447110652923584,0.5272178053855896,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6562402248382568,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159383011328.0,1873794048.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.149558663368225,0.365209766796657,1102995968.0,63910603.428571425,8817003.0,1437024640.0,0.08163504675030706,208.0,24.0,7070.0,1.0,11.417983055114744,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,8.0,2.3267040252685547
8.08,67.91836547851562,32.08163833618164,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.45676612854004,31.72711944580078,79.65408325195312,17.853092193603516,96.14505004882812,3.854949712753296,0.5039834976196289,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.652395486831665,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,157421338624.0,1851453568.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495065689086914,0.365209766796657,1089465856.0,63910603.428571425,8709107.0,1437024640.0,0.08163504675030706,208.0,24.0,7070.0,1.0,11.417983055114744,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,8.0,2.3267040252685547
8.18,67.94155883789062,32.058441162109375,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.300912857055664,32.492034912109375,79.65408325195312,17.853092193603516,96.15618133544922,3.843817949295044,0.5211056470870972,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.648866593837738,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,158882496512.0,1867905664.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495695114135742,0.365209766796657,1099498240.0,63910603.428571425,8788919.0,1437024640.0,0.08163504675030706,208.0,24.0,7070.0,1.0,11.417983055114744,2790.0,1920.0,3.0,57.0,58.0,63.0,54.0,59.0,49.0,90.0,545.0,2.0,35.382479429244995,2736.0,8.0,2.3267040252685547
8.22,67.94155883789062,32.058441162109375,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.300912857055664,32.492034912109375,79.65408325195312,17.853092193603516,96.15618133544922,3.843817949295044,0.5211056470870972,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.648866593837738,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,158882496512.0,1867905664.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495695114135742,0.365209766796657,1099498240.0,63910603.428571425,8788919.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
8.28,67.91846466064453,32.08153533935547,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.47958755493164,31.74120140075684,79.65408325195312,17.853092193603516,96.16073608398438,3.839263200759888,0.5456721782684326,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6313871741294861,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159331188736.0,1873915008.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.149510145187378,0.365209766796657,1102638720.0,63910603.428571425,8814307.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
8.38,67.91848754882812,32.08151626586914,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.426868438720703,31.76223564147949,79.65408325195312,17.853092193603516,96.15946197509766,3.840540409088135,0.5441009998321533,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6516198515892029,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159338627072.0,1874002560.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495109796524048,0.365209766796657,1102701056.0,63910603.428571425,8814848.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
8.49,67.94129943847656,32.05870056152344,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.01232147216797,32.49516296386719,79.65408325195312,17.853092193603516,96.00840759277344,3.991588830947876,0.5636586546897888,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6532511711120605,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159354880000.0,1873461632.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1495599746704102,0.365209766796657,1124951040.0,63910603.428571425,9013740.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
8.59,67.91775512695312,32.082244873046875,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.467817306518555,31.764333724975582,79.65408325195312,17.853092193603516,96.1606674194336,3.8393361568450928,0.5462456941604614,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,0.6565638184547424,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159377145856.0,1874467328.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.1494847536087036,0.365209766796657,1102962944.0,63910603.428571425,8817114.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
8.69,67.94072723388672,32.059268951416016,6.3784894943237305,1.2255840301513672,18.967742919921875,78.4637222290039,0.007602134719491,20.10102844238281,32.49917221069336,79.65408325195312,17.853092193603516,96.46602630615234,3.5339741706848145,0.5328681468963623,-1.0,69.9009530203683,693.2339477539062,0.0068939104676246,0.2649786174297333,2.9242700849260603,7.147459506988525,544864064.0,2.7487235069274902,2.7605248178754533,-1.0,61098991616.0,3516453632.0,159374573568.0,1873704704.0,31.866628646850582,545000000.0,0.2367063611745834,1764810.25,267.5778547014509,375851200.0,12166.443359375,173033.859375,321150848.0,1.149539589881897,0.365209766796657,1058708096.0,63910603.428571425,8424682.0,1437024640.0,0.2976715564727783,1155.0,451.0,12253.0,2.0,39.76842498779297,2790.0,1920.0,4.0,91.0,88.0,90.0,90.0,84.0,89.0,90.0,545.0,2.0,36.01423799991608,2736.0,5.0,3.380439758300781
