Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,25.34585407802037,17.44003677368164,0.4099569320678711,0.9877839429037911,10.208585672080517,32.636805943080354,27.3454954964774,0.013410862535238257,7.729228837149484,11.120706558227539,33.73238263811384,9.340117863246373,41.25358581542969,1.6035563094275338,0.22736125971589768,27.404104505266464,87.95393371582031,178.51467895507812,0.4071825402123587,0.1673586836883,4.21802282333374,7.643773130008152,544878784.0,1.4868415764399938,3.9576516151428223,78980113554.28572,100608734939.42857,7009425846.857142,136293908480.0,1765353545.142857,65.45215906415667,545000000.0,0.11420895797865731,7257746.857142857,196.89985002790178,899351990.8571428,14345391.42857143,1912212.75,739738715.4285715,0.449467522757394,0.652124788079943,1427306678.857143,54036821.71428572,7498103.571428572,1253770586.6450894,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.11,60.69048881530762,39.39781141281128,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.862862706184387,25.230278968811035,76.99079513549805,20.86495542526245,93.94659042358398,6.053409159183503,0.4346845606341958,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,25.06125994026661,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,250863792128.0,3251352736.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0548189878463745,0.803262747824192,3295245856.0,145196012.0,20287746.5,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.24,59.18397521972656,40.81930541992188,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.637300491333008,25.48814582824707,76.99079513549805,20.86495542526245,94.6323471069336,5.367650032043457,0.4220805168151855,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,36.50491714477539,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,129131970560.0,1675380224.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0497599840164185,0.803262747824192,1661180544.0,145196012.0,10128288.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.34,59.39961624145508,40.57943344116211,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.600122451782228,25.842937469482425,76.99079513549805,20.86495542526245,94.53630828857422,5.463695049285889,0.4504433274269104,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,33.818153381347656,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124894191616.0,1619102848.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0495805740356443,0.803262747824192,1626211072.0,145196012.0,10001970.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.44,58.92303466796875,41.07696533203125,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.217029571533203,25.523439407348636,76.99079513549805,20.86495542526245,94.27349090576172,5.726509094238281,0.4011600911617279,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,37.21770095825195,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,127962349568.0,1657321856.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0475279092788696,0.803262747824192,1701418112.0,145196012.0,10545289.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.54,59.05736541748047,40.94263458251953,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.270503997802734,25.55988311767578,76.99079513549805,20.86495542526245,93.65723419189452,6.342765331268311,0.347002625465393,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,38.17377471923828,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124115517440.0,1609405824.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474804639816284,0.803262747824192,1726260992.0,145196012.0,10898870.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.64,59.08422470092773,40.915775299072266,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.07717514038086,25.83243560791016,76.99079513549805,20.86495542526245,93.64673614501952,6.353264331817627,0.3882247805595398,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,35.624271392822266,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124156018688.0,1609205760.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.047505497932434,0.803262747824192,1726753792.0,145196012.0,10902438.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.74,59.06341171264648,40.93658828735352,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.423693656921388,25.362661361694336,76.99079513549805,20.86495542526245,93.67154693603516,6.328454494476318,0.3819071352481842,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,38.7772331237793,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124184125440.0,1610364416.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474843978881836,0.803262747824192,1727065856.0,145196012.0,10903077.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.84,59.093387603759766,40.90661239624024,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.52035140991211,25.890554428100582,76.99079513549805,20.86495542526245,93.64930725097656,6.3506951332092285,0.3898839354515075,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,38.59978485107422,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124200181760.0,1609909760.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.047502517700195,0.803262747824192,1727050880.0,145196012.0,10902542.0,2352103472.0,1.119634985923767,1034.0,360.0,12045.0,6.0,37.4534912109375,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.9,59.093387603759766,40.90661239624024,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.52035140991211,25.890554428100582,76.99079513549805,20.86495542526245,93.64930725097656,6.3506951332092285,0.3898839354515075,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,38.59978485107422,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124200181760.0,1609909760.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.047502517700195,0.803262747824192,1727050880.0,145196012.0,10902542.0,2352103472.0,0.0850659161806106,341.0,46.0,7805.0,1.0,36.01576232910156,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.91,59.093387603759766,40.90661239624024,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.52035140991211,25.890554428100582,76.99079513549805,20.86495542526245,93.64930725097656,6.3506951332092285,0.3898839354515075,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,38.59978485107422,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124200181760.0,1609909760.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.047502517700195,0.803262747824192,1727050880.0,145196012.0,10902542.0,2352103472.0,1.091441631317139,115.0,2.0,6313.0,1.0,36.01576232910156,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
0.94,59.06954574584961,40.93045425415039,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,13.94502067565918,25.43722343444824,76.99079513549805,20.86495542526245,93.685546875,6.314453601837158,0.4079664051532745,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,33.56988906860352,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124152651776.0,1610049152.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474835634231567,0.803262747824192,1726342784.0,145196012.0,10900818.0,2352103472.0,1.091441631317139,115.0,2.0,6313.0,1.0,36.01576232910156,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
1.04,59.06388092041016,40.93611907958984,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.43886375427246,25.47776985168457,76.99079513549805,20.86495542526245,93.65692901611328,6.343069553375244,0.399942934513092,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,30.56709098815918,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124099969024.0,1609293824.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474797487258911,0.803262747824192,1725723904.0,145196012.0,10893912.0,2352103472.0,1.091441631317139,115.0,2.0,6313.0,1.0,36.01576232910156,2945.0,1382.0,3.0,44.0,47.0,53.0,41.0,63.0,30.0,90.0,456.0,2.0,34.07105505466461,1.166006326675415,2736.0,2.0,2.0,2.51794695854187
1.11,59.06388092041016,40.93611907958984,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.43886375427246,25.47776985168457,76.99079513549805,20.86495542526245,93.65692901611328,6.343069553375244,0.399942934513092,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,30.56709098815918,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124099969024.0,1609293824.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474797487258911,0.803262747824192,1725723904.0,145196012.0,10893912.0,2352103472.0,1.1120086908340454,1034.0,360.0,12045.0,6.0,26.93733787536621,2945.0,1382.0,3.0,40.0,38.0,47.0,20.0,62.0,21.0,90.0,456.0,2.0,35.98249852657318,1.166006326675415,2736.0,2.0,2.0,2.519716262817383
1.15,59.08047866821289,40.91952133178711,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.586596488952637,25.923561096191406,76.99079513549805,20.86495542526245,94.01004791259766,5.9899492263793945,0.4647113382816314,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,34.16078567504883,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124070264832.0,1608074624.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.047489881515503,0.803262747824192,1681496704.0,145196012.0,10497101.0,2352103472.0,1.1120086908340454,1034.0,360.0,12045.0,6.0,26.93733787536621,2945.0,1382.0,3.0,40.0,38.0,47.0,20.0,62.0,21.0,90.0,456.0,2.0,35.98249852657318,1.166006326675415,2736.0,2.0,2.0,2.519716262817383
1.25,59.04707336425781,40.95292663574219,0.5860361312516034,1.8123002350330353,37.95939779281616,74.23509216308594,54.11265182495117,0.1024726422037929,14.027996063232422,25.399917602539062,76.99079513549805,20.86495542526245,94.1292495727539,5.870751857757568,0.4252339899539947,63.55830478668213,158.9162826538086,323.679988861084,0.9705063104629517,0.3861334398388862,7.810260653495789,34.723567962646484,544744112.0,3.3663346767425537,6.228402256965637,145358110720.0,185222346752.0,12894507904.0,124151734272.0,1609780992.0,16.559771299362183,545000000.0,0.2711828909814358,21119490.125,547.2627563476562,1758294944.0,36971866.0,4296380.90625,1362798848.0,1.0474544763565063,0.803262747824192,1671392768.0,145196012.0,10409299.0,2352103472.0,1.1120086908340454,1034.0,360.0,12045.0,6.0,26.93733787536621,2945.0,1382.0,3.0,40.0,38.0,47.0,20.0,62.0,21.0,90.0,456.0,2.0,35.98249852657318,1.166006326675415,2736.0,2.0,2.0,2.519716262817383
