Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.1,33.42740958077567,23.319338662283762,1.0969264336994715,0.6940892104591642,20.364960261753627,0.04124645875500778,14.274666104997907,14.38298225402832,54.018204825265066,3.1246538843427385,0.310369216970035,-1.0,106.32969883510044,207.29882594517298,0.5381980112620762,0.21317688056400844,3.883209909711565,0.06134458524840219,545285613.7142857,-1.0,4.644252640860421,59882247899.42857,94090606299.42857,6352836754.285714,113280389705.14285,1769876644.5714285,58.09120150974819,545000000.0,0.14920377518449507,11010248.285714285,55.359810965401785,888738048.0,21774756.64285714,1946995.8660714286,743091885.7142857,0.5887021337236676,0.7362667492457798,1833272155.4285715,68771500.28571428,11396011.785714285,1141221828.9375,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.11,6.2279918670654295,16.542935180664063,1.0969264336994715,0.5927863717079163,18.74349594116211,0.08816744666546583,7.606367111206055,9.436501185099283,28.283098856608074,5.050233681996663,0.31326183676719666,-1.0,48.7441660563151,61.667304356892906,0.35866759220759076,0.19381129741668704,0.7041637897491455,0.06134458524840219,544767296.0,-1.0,1.8945345878601074,26121682090.666668,44455380650.666664,3143095850.6666665,51492468736.0,822886517.3333334,73.0913496017456,545000000.0,0.09538497030735016,7873269.666666667,55.359810965401785,85860396.8,16129312.666666666,107048.3125,70296339.2,0.384138027826945,0.19171495735645294,1291828437.3333333,15284971.2,8417177.333333334,693600.9890625,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.12,25.991465432303293,16.603804724557058,0.35785343072244097,0.288860946893692,5.493821461995442,0.0035697101460148667,8.40732224782308,8.2420072555542,32.313986460367836,1.0193467537562053,0.024628404217461736,-1.0,72.12950642903645,161.63944498697916,0.32147400577863056,0.1542669108935765,3.035022122519357,0.06134458524840219,544909642.6666666,-1.0,3.4449574947357178,35827230037.333336,52584781141.333336,3377836202.6666665,65497456640.0,1009232213.3333334,75.9796272913615,545000000.0,0.08219209065039952,3250010.9583333335,55.359810965401785,717644032.0,5708910.666666667,1519037.2142857143,600623853.7142857,0.34498916069666546,0.6505573242902756,542583232.0,49046168.28571428,3016035.1666666665,1016750096.3660715,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.13,38.93106587727865,27.147366205851238,1.2912381092707317,0.7237782205144564,23.14723014831543,0.025229580855617884,16.828286170959473,17.278528849283855,63.38418706258138,3.282479534546534,0.3147367218819757,-1.0,120.69919077555339,253.73739878336588,0.5649678458770117,0.24958639343579606,3.2849101424217224,0.06134458524840219,545336405.3333334,-1.0,4.652179718017578,71649553066.66667,111637367466.66667,7570613248.0,135038851754.66667,2095598997.3333333,50.997741063435875,545000000.0,0.1729966377218564,12740169.708333334,55.359810965401785,1047153845.3333334,25105100.958333332,2688214.609375,880207765.3333334,0.6924150884151459,0.60366623600324,2121245401.3333333,78638119.20833333,13140943.505208334,1346830723.326823,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.14,17.684680938720703,10.886747632707868,1.2912381092707317,0.6031751483678818,27.53003692626953,0.0235457814165524,5.935597147260394,6.457062040056501,26.771757259964943,16.085385492869786,0.21336184229169572,-1.0,64.63144901820591,118.05389826638358,0.3789194907460894,0.10754617622920445,2.977201393672398,8.52791850907462,544889609.1428572,-1.0,2.2089899139744893,39498535687.0,68344348672.0,4421303881.142858,78092013172.71428,1329828462.4933035,63.837336369923186,545000000.0,0.07888038243566241,10987887.714285715,188.60471888950892,729448534.8571428,18373471.14285714,1949319.892857143,552634349.7142857,0.29917303153446745,0.3316866542611803,1566827904.0,63235745.14285714,10448033.0,876231493.8571428,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.15,6.565790176391602,5.934209823608398,1.2912381092707317,0.215125422924757,11.798954963684082,0.0058858604170382006,3.4509670734405513,3.6982941627502446,12.01729679107666,12.982703655958176,0.04765249602496624,-1.0,40.934499740600586,39.88825607299805,0.29157203435897827,0.05177302286028861,1.5392548441886902,8.52791850907462,544999192.0,-1.0,1.5516067743301392,19529320448.0,23985137664.0,1819561344.0,33341450240.0,409759840.0,79.19113898277283,545000000.0,0.0300296600908041,3251954.375,188.60471888950892,217009880.0,7085481.5,520425.9375,175317776.0,0.1308087557554245,0.1412121206521988,630423840.0,22777809.0,3694468.25,280347321.71484375,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.16,25.187789372035436,17.669353485107422,1.2912381092707317,0.6697114152567727,18.413417271205358,0.03240132232063581,11.382790156773158,10.683280672345843,40.90943799700056,1.9477043833051408,0.22655935000096047,-1.0,66.36889212472099,151.2588631766183,0.42189158712114605,0.16659897991589137,2.5041702134268626,8.52791850907462,544994633.1428572,-1.0,2.877040045601981,63988380233.14286,99609931190.85715,6750212973.714286,120543559680.0,1871421257.142857,68.55024065290179,545000000.0,0.11365341075829097,9921296.714285715,188.60471888950892,916691218.2857143,18758728.0,2364481.1785714286,783884160.0,0.44905247007097515,0.4189471346991403,1583378176.0,58546444.571428575,9839735.285714285,1208569986.6763394,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.17,25.185707637241908,17.67143521990095,1.2912381092707317,0.6061531731060573,19.046812329973495,0.0280510002880224,11.24257498620344,10.733313151768275,40.53976658412388,2.3173763751983643,0.20154941507748192,-1.0,67.40218026297433,134.7472882952009,0.441953318459647,0.16671136021614075,2.5730155536106656,8.52791850907462,545013760.0,-1.0,2.7836971282958984,64314859520.0,100428686482.28572,6795815497.142858,121325020306.28572,1888903533.7142856,61.87271935599191,545000000.0,0.11357361504009791,11502231.42857143,188.60471888950892,943066652.5,22665783.21651786,2467583.3571428573,791017216.0,0.449008584022522,0.35115180696759907,1914162176.0,71158514.28571428,11863184.502232144,1218075100.3214285,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.18,8.802266257149833,5.483448028564453,1.2912381092707317,0.3416535173143659,7.45751953125,0.051690795591899326,3.6640502384730746,2.9336983816964284,13.374322073800224,0.9113921437944684,0.07021273459706986,-1.0,21.384325299944198,43.79620797293527,0.1463816336223057,0.05627543585641043,0.7976697513035366,8.52791850907462,545000192.0,-1.0,0.8388638496398926,18356803291.42857,31849463808.0,2069533257.142857,36351068452.57143,618144182.8571428,89.62657492501395,545000000.0,0.04276049988610403,4252050.571428572,188.60471888950892,318421869.71428573,8406660.0,384787.8214285714,262156598.85714287,0.14975222519465858,0.08964811904089791,677778066.2857143,24327878.85714286,4356954.857142857,402159877.62946427,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.19,14.33337116241455,10.66662883758545,1.2912381092707317,0.23315449059009552,10.14178466796875,0.12394873192533849,6.563417196273804,6.727220058441162,23.767152786254883,1.232847511768341,0.10609380714595318,-1.0,40.25312805175781,79.57653045654297,0.25873318314552307,0.09659076854586601,1.5577929615974426,8.52791850907462,544992696.0,-1.0,1.7011458277702332,39476340736.0,58417233920.0,4041984768.0,72726943744.0,1079241280.0,81.56422138214111,545000000.0,0.061832113191485405,6125684.0,188.60471888950892,530453803.2507324,12047813.25,1310738.5,449509552.0,0.261801153421402,0.22869844734668732,1046904000.0,39817372.0,6342047.75,699458630.5917969,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.2,29.375123160226003,17.83717782156808,13.456120082310267,0.5200142434665135,21.818577902657644,0.017218114941247857,6.637065010411399,10.772758756365095,54.00076184953962,3.142094612121582,0.14411793968507222,-1.0,65.42368643624442,377.38500540597096,0.4467402015413557,0.16964995861053467,2.583053316388811,13.618949907166618,544848429.7142857,-1.0,2.5181528500148227,64253225764.57143,99496808009.14285,6759568669.714286,120761195081.14285,1867967965.7142856,39.96212923526764,545000000.0,0.15092051242079055,14055821.261160715,309.26354544503346,1005242737.7142857,24487666.446707588,3077183.214285714,781845540.5714285,0.5195307646478925,0.320706661258425,2105827620.5714285,81851453.71428572,13666837.303850446,1249520398.5401785,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.21,29.39956219991048,20.96190071105957,0.18319815397262573,0.7440104484558105,23.166985829671223,0.019047101726755482,13.311393102010092,11.979561805725098,46.83409118652344,3.1659091313680015,0.29891633118192357,-1.0,78.12447102864583,142.36206563313803,0.5324838757514954,0.2037275731563568,3.0394323666890464,13.618949907166618,545029845.3333334,-1.0,3.2190675735473633,48604771669.333336,80144691200.0,5384353962.666667,94061469696.0,1515650944.0,63.15734386444092,545000000.0,0.13478757192691163,10371586.333333334,309.26354544503346,789992256.0,21023208.0,1838766.8333333333,651375082.6666666,0.5248923301696777,0.4050534963607788,1779538218.6666667,67211888.0,11027969.833333334,936390391.1614584,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.22,8.102084568568639,5.777891431535993,0.549440622329712,0.20320936611720494,9.153008597237724,0.005334049862410329,3.3961315155029297,4.267929894583566,14.225704738071986,14.345724148409706,0.014719131535717415,-1.0,54.73600769042969,96.01133510044643,0.21971502048628672,0.04760854584830147,1.2532431398119246,13.618949907166618,545002249.1428572,-1.0,2.252710683005197,12290349933.714285,14545190912.0,1008823881.1428572,20571769124.57143,266678747.42857143,76.72198254721505,545000000.0,0.03344792766230447,1809455.4642857143,309.26354544503346,110872726.85714285,3747727.4464285714,36425.97767857143,89119186.28571428,0.14344370365142822,0.24124513353620256,312135232.0,10764404.535714285,1926719.9464285714,235502458.2544643,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.23,25.18353271484375,17.673610142299108,0.549440622329712,0.6830733673913139,18.07156535557338,0.026490860485604815,11.335812432425362,10.681721006120954,40.91111537388393,1.9460273129599435,0.20153178327849933,-1.0,66.9987073625837,151.27566528320312,0.42067967993872507,0.16668189849172318,2.7173099517822266,13.618949907166618,544971684.5714285,-1.0,2.904400280543736,61451871378.28571,95487445284.57143,6476852224.0,115672446683.42857,1792923355.4285715,68.60059247698102,545000000.0,0.11372256278991699,9435931.142857144,309.26354544503346,877946532.5714285,17832440.85714286,1789650.0714285714,751100635.4285715,0.44903649602617535,0.4267176559993199,1519920128.0,56324028.571428575,9365040.0,1161598617.4129465,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.24,25.18313925606864,17.67400360107422,0.549440622329712,0.9019927297319684,27.36215046473912,0.024349157099745066,11.40874753679548,10.738883699689593,40.850669860839844,16.292187350136892,0.21700627010847842,-1.0,88.28675842285156,151.37250191824776,0.6003784537315369,0.16659078427723475,3.358485289982387,13.618949907166618,545086473.1428572,-1.0,3.577773094177246,56543460205.71429,87473651712.0,5946525549.714286,106226808539.42857,1639805037.7142856,55.32518284661429,545000000.0,0.11363169550895688,10298247.142857144,309.26354544503346,822812372.5714285,20432519.14285714,1502370.7857142857,687584018.2857143,0.44902563095092773,0.4195804255349295,1724127158.857143,64176243.428571425,10691998.57142857,1066629357.641741,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.25,17.672899518694198,10.898529052734375,0.549440622329712,0.6228661579745156,28.494360787527903,0.1017362697228756,6.948668343680246,6.260333742414202,27.741691180637908,15.115450995309013,0.2420743235519954,-1.0,59.159423828125,112.51858302525112,0.3972048674310957,0.10769291009221758,2.548077310834612,0.17778862799916947,544851035.4285715,-1.0,1.769808394568307,40971116196.57143,70883924845.71428,4590692363.714286,81003770843.42857,1379072482.357143,50.8319855928421,545000000.0,0.07904627067702155,11728817.142857144,103.26027570452008,756906792.8007812,19834553.285714287,1948052.5714285714,574054747.4285715,0.2994349343436105,0.18946712357657297,1677648073.142857,66859882.28571428,11225436.0,910530947.1026785,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.26,7.5094146728515625,6.776299612862723,0.549440622329712,0.024295432226998457,4.798987252371652,0.0012177365965076715,3.7250289916992188,4.369430269513812,13.725890023367745,0.5598245688847133,0.014978159751210886,-1.0,24.06587873186384,45.58832223074777,0.14768426758902414,0.05908166936465671,0.8885975565229144,0.17778862799916947,544989257.1428572,-1.0,1.0589697701590401,22245654528.0,27329675264.0,2072806692.5714285,37983298706.28571,466707492.5714286,89.15772002083915,545000000.0,0.03461562735693794,2274668.714285714,103.26027570452008,229695122.2857143,4479806.571428572,599411.4285714285,199252187.42857143,0.1496570791516985,0.16139226300375803,413572717.71428573,14626942.857142856,2351529.4285714286,322951732.93526787,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
0.27,32.786595480782644,24.793697902134486,0.47220846584865034,1.020061833517892,20.919442313058035,0.08188695912914615,15.143658774239677,12.29019546508789,53.410631452287944,3.732225247791835,0.29552664182015825,-1.0,100.30411202566964,197.03761509486608,0.5565313271113804,0.24023919020380294,5.022296224321638,0.17778862799916947,545000576.0,-1.0,4.411501475742885,62360834048.0,97529107017.14285,6594282203.428572,117719669613.71428,1842831323.4285715,59.10934720720564,545000000.0,0.15670540928840637,11154176.285714285,103.26027570452008,1317775104.0,21971265.42857143,2283574.6071428573,1155459492.5714285,0.6051984855106899,0.6565396956035069,1855446454.857143,68912552.0,11502575.714285715,1219363730.377232,0.5160199403762817,100.0,2.0,6330.0,1.0,17.7922306060791,2665.0,2361.0,3.0,54.0,53.0,52.0,36.0,34.0,47.0,72.0,545.0,2.0,20.11452317237854,3196.0,61.0,2.281217336654663
