Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,0.6406449845858982,20.998080117361887,0.16740076749452523,12.042129516601562,0.4655872753688267,-1.0,-1.0,-1.0,0.45669848578316824,-1.0,1.6174996410097395,0.17476332187652588,544991862.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.55634675707135,545000000.0,-1.0,9329939.142857144,94.39300537109375,629331200.0,18971696.285714287,928630.3660714285,521305307.4285714,-1.0,-1.0,-1.0,44994696.571428575,9919869.142857144,742198224.4508928,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.11,0.6727207047598702,4.641315460205078,0.2616312163216727,7.20104135785784,0.058748073875904076,-1.0,-1.0,-1.0,0.2368358373641968,-1.0,3.2823860304696217,0.17476332187652588,544982518.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.12459618704659,545000000.0,-1.0,3123279.214285714,94.39300537109375,418043209.14285713,5539518.857142857,533342.9642857143,358273654.85714287,-1.0,-1.0,-1.0,23311118.285714287,2918519.6428571427,760540659.8660715,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.12,1.0032061437765758,25.213050206502277,0.06459351559169586,18.757701237996418,0.7637122571468353,-1.0,-1.0,-1.0,0.6320941845575968,-1.0,4.699494520823161,0.17476332187652588,545004629.3333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,48.878917376200356,545000000.0,-1.0,11363293.75,94.39300537109375,904197600.0,22408835.5,1388386.8229166667,758472976.0,-1.0,-1.0,-1.0,65571236.0,11729106.333333334,1294257200.5963542,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.13,0.7839622667857579,22.641852242606028,1.7180106001240867,6.23965699332101,0.2442303172179631,-1.0,-1.0,-1.0,0.37341142552239553,-1.0,3.911046641213553,1.6961414303098405,544904283.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.25828228678022,545000000.0,-1.0,11312341.5,190.79662214006697,714024306.2857143,19312702.285714287,1765736.0,540699958.8571428,-1.0,-1.0,-1.0,61409473.14285714,10889732.5,926579243.6674107,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.14,0.1322398100580488,4.639201572963169,0.0007373632064887429,4.2881878444126675,0.13499724864959717,-1.0,-1.0,-1.0,0.1475808961050851,-1.0,0.9070779255458287,1.6961414303098405,544995291.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.32730565752301,545000000.0,-1.0,2441064.5714285714,190.79662214006697,249464429.7142857,4809234.285714285,292015.21428571426,214147968.0,-1.0,-1.0,-1.0,16012166.857142856,2521781.714285714,380801824.6160714,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.15,1.0047170668840408,18.635510444641113,0.08026159834116695,13.63351321220398,0.4461440723389387,-1.0,-1.0,-1.0,0.48604511469602585,-1.0,4.026529490947723,1.6961414303098405,544994696.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.09905135631561,545000000.0,-1.0,9725492.75,190.79662214006697,783138620.0,19176581.125,1232218.6171875,656349866.0,-1.0,-1.0,-1.0,57164367.0,10042604.25,1103000784.7265625,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.16,1.196417212486267,20.33474622453962,0.3648466760558741,13.837273733956474,0.3798733800649643,-1.0,-1.0,-1.0,0.5039403523717608,-1.0,4.91928904397147,1.6961414303098405,545014573.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.79703862326486,545000000.0,-1.0,10443112.82142857,190.79662214006697,841018550.8571428,20566197.30357143,1169920.3214285714,706299556.5714285,-1.0,-1.0,-1.0,62366199.71428572,10768584.848214285,1189331412.6674106,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.17,0.5553547314235142,15.209571838378906,0.12316265489373888,6.407310485839844,0.23819367374692643,-1.0,-1.0,-1.0,0.30681279727390837,-1.0,1.5792580332074846,1.6961414303098405,544988425.1428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,78.37239701407296,545000000.0,-1.0,8302105.428571428,190.79662214006697,578290450.2857143,16876586.285714287,1050356.4464285714,472569435.4285714,-1.0,-1.0,-1.0,48989076.571428575,8830935.142857144,633466357.0334822,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.18,0.46250519688640324,18.907981872558594,0.018543987401894144,8.082470212663923,0.15870994223015647,-1.0,-1.0,-1.0,0.25078266819140743,-1.0,1.765085084097726,0.11413692576544625,545100525.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.38917691367013,545000000.0,-1.0,5324211.982142857,50.353524344308035,333411209.14285713,6679898.521065848,1082755.1607142857,260312448.0,-1.0,-1.0,-1.0,26894753.14285714,4346934.949637277,619972639.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.19,14.41501009464264,19.7356812613351,0.08125957474112509,14.471197400774274,0.35702967630433186,-1.0,-1.0,-1.0,0.7162603311506766,-1.0,2.60517441374915,0.06080479281289237,544856118.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.64299826962607,545000000.0,-1.0,11695549.83984375,56.022408621651785,967161209.1428572,23088054.94810268,1448662.888392857,785398171.4285715,-1.0,-1.0,-1.0,69834805.21986607,12095109.703683035,1333387277.2433035,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.2,0.6757280656269619,20.4419435773577,0.022689099631471803,11.032556533813477,0.527463572365897,-1.0,-1.0,-1.0,0.4672473498753139,-1.0,2.411848749433245,0.06080479281289237,544995977.1428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.25422137124198,545000000.0,-1.0,10513553.285714285,56.022408621651785,750414884.5714285,21322021.42857143,1113615.2589285714,618744772.5714285,-1.0,-1.0,-1.0,62702282.28571428,11163910.285714285,930481854.578125,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.21,0.25350732462746756,20.4419435773577,0.0008097219147852428,4.134778159005301,0.0251313703400748,-1.0,-1.0,-1.0,0.057989801679338725,-1.0,1.9257681710379462,0.06080479281289237,544997019.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90.05640465872628,545000000.0,-1.0,514091.3214285714,56.022408621651785,145281654.85714287,396946.10714285716,165869.35714285713,132071817.14285715,-1.0,-1.0,-1.0,2813144.285714286,208684.375,335080965.0,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.22,0.8969658953802926,19.81607982090541,0.06143211274008663,15.060363224574498,0.2356189235246607,-1.0,-1.0,-1.0,0.4644792958029678,-1.0,2.48573180607387,0.06080479281289237,545003026.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.52570152282715,545000000.0,-1.0,11154436.30357143,56.022408621651785,901807748.5714285,21992117.976143975,1268072.263392857,756113266.2857143,-1.0,-1.0,-1.0,65676113.14285714,11516872.547572544,1269993787.21875,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.23,0.7979205176234245,17.978612422943115,0.18065354565624148,13.226105213165283,0.5143989832140505,-1.0,-1.0,-1.0,0.4637499079108238,-1.0,3.956505239009857,0.06080479281289237,545019272.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.506633043289185,545000000.0,-1.0,10081835.65625,56.022408621651785,819808548.0,19846655.21875,1224249.828125,687410604.0,-1.0,-1.0,-1.0,59654271.0,10391683.546875,1160203258.5703125,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.24,0.6033791601657867,29.31837953839983,0.0351389633225543,6.483896255493164,0.30061652830668856,-1.0,-1.0,-1.0,1.3346753375870841,-1.0,2.779639891215733,0.17748514669282095,544951908.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.569044981684,545000000.0,-1.0,11851396.552001953,105.96661812918526,692288615.8571428,20516732.035993304,1781470.7142857143,518630454.85714287,-1.0,-1.0,-1.0,64862968.83203125,11628875.01674107,740212769.6049107,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.25,0.3812583344323294,5.169089181082589,0.007172288905296985,7.388295037405832,0.1539017515523093,-1.0,-1.0,-1.0,0.2908518740109035,-1.0,2.6439553669520786,0.17748514669282095,544978093.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80.21720668247768,545000000.0,-1.0,2823023.6428571427,105.96661812918526,329369526.85714287,4901784.0,323856.0,279853206.85714287,-1.0,-1.0,-1.0,17060904.85714286,2576452.714285714,642273295.0881697,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.26,0.6742012075015477,19.225305829729354,0.05331971024030019,9.125308990478516,0.3006110063620976,-1.0,-1.0,-1.0,0.4391416907310486,-1.0,2.430318832397461,0.17748514669282095,545011529.1428572,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.40559211293502,545000000.0,-1.0,10556374.857142856,105.96661812918526,1273319825.1808035,20693216.285714287,1510729.517857143,1121734985.142857,-1.0,-1.0,-1.0,61203988.571428575,10849262.714285715,1245556525.9933035,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.27,0.8320102691650391,22.870811462402344,1.1937232489387195,12.103320439656576,0.5856561412413915,-1.0,-1.0,-1.0,0.5295525193214417,-1.0,2.9373167355855307,0.17748514669282095,545028298.6666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.27061239878337,545000000.0,-1.0,11732959.0,105.96661812918526,923299989.3333334,23578024.666666668,1588044.0833333333,769363744.0,-1.0,-1.0,-1.0,71337492.0,12338423.166666666,1145101961.453125,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.28,0.008531331483806871,6.336646488734654,0.04743043439728873,3.8153441292898997,0.03878230747899838,-1.0,-1.0,-1.0,0.22918523102998734,-1.0,1.472640582493373,0.17748514669282095,544979328.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.92610359191895,545000000.0,-1.0,902919.7142857143,105.96661812918526,54141590.85714286,2205883.145926339,24013.25,34639113.14285714,-1.0,-1.0,-1.0,11447146.285714285,1112147.2173549107,174354398.34375,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.29,0.8934218202318464,13.091097695486885,0.04272191013608658,10.81783948625837,0.35858591965266634,-1.0,-1.0,-1.0,0.40052848202841623,-1.0,3.9396962438310896,0.17748514669282095,544987648.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,69.03629439217704,545000000.0,-1.0,10110303.357142856,105.96661812918526,839149970.2857143,19138431.57142857,1302804.1607142857,716124214.8571428,-1.0,-1.0,-1.0,52361091.428571425,10061933.142857144,1196973030.013393,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.3,1.0602627779756275,33.93237740652902,0.20263369008898732,14.524256025041852,0.42477188631892204,-1.0,-1.0,-1.0,0.556466052907386,-1.0,3.3402563503810336,0.169899582862854,544985755.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.92940279415676,545000000.0,-1.0,14406278.94642857,100.81941441127232,1004548361.1428572,25104392.61049107,2225844.9285714286,788375538.2857143,-1.0,-1.0,-1.0,80221466.28571428,13989241.324776785,1369590137.578125,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.31,0.5734920842306954,14.509637015206474,0.07946283689567021,6.341250010899135,0.18915404166494093,-1.0,-1.0,-1.0,0.29423631940569195,-1.0,1.5975706917898995,0.169899582862854,544975396.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79.60024288722447,545000000.0,-1.0,8454887.42857143,100.81941441127232,636718281.1428572,16656230.857142856,1069915.392857143,528385682.28571427,-1.0,-1.0,-1.0,48973641.14285714,8722041.714285715,872640267.7991072,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.32,0.165583997964859,5.80976931254069,0.020196105198313784,9.764483769734701,0.1421537712837259,-1.0,-1.0,-1.0,0.18660571503763398,-1.0,1.0618380705515544,0.169899582862854,544996917.3333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76.49511782328288,545000000.0,-1.0,2588296.625,100.81941441127232,250577293.33333334,5277886.434326172,263332.1536458333,212981818.66666666,-1.0,-1.0,-1.0,17621881.333333332,2767016.434326172,313061750.4765625,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.33,1.0885379513104756,23.903507232666016,0.06233908352442083,16.82630189259847,0.5502341439326605,-1.0,-1.0,-1.0,0.6044389754533768,-1.0,3.302506605784098,0.169899582862854,544991712.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.28362766901652,545000000.0,-1.0,11883610.125,100.81941441127232,923496682.6666666,23598081.75,1343919.6197916667,772450709.3333334,-1.0,-1.0,-1.0,69274282.625,12350201.270833334,1259730519.6875,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
0.34,0.6016046007474264,13.5962495803833,0.15964614475766817,12.4314177831014,0.33667444220433634,-1.0,-1.0,-1.0,0.34821702089781564,-1.0,2.217201073964437,0.169899582862854,545020682.6666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.14267539978027,545000000.0,-1.0,8904597.0,100.81941441127232,710436176.0,17438072.856770832,1080470.3854166667,594652738.6666666,-1.0,-1.0,-1.0,51859709.333333336,9125469.690104166,1033100809.671875,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,1978.0,4421501746.0,2361.0,3.0,61.0,60.0,66.0,49.0,40.0,43.0,72.0,545.0,2.0,19.722962379455566,3196.0,2.0,59.0,2.2979536056518555
