Time (s),% Nearest Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
17.12,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.904300689697266,34.2681884765625,98.21556854248048,1.7844327688217163,2.959588050842285,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133979283456.0,693057600.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642111872.0,78378934.0,1180812.25,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,20175896625.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.13,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.904300689697266,34.2681884765625,98.21556854248048,1.7844327688217163,2.959588050842285,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133979283456.0,693057600.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642111872.0,78378934.0,1180812.25,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,23338684731.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.14,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,19297503136.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.17,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,0.0466912016272544,398.0,41.0,12120.0,1.0,18.294286727905277,3169.0,19774416622.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,70.0,3.3545734882354736
17.18,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,0.0466912016272544,398.0,41.0,12120.0,1.0,18.294286727905277,3169.0,20589397799.75,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,70.0,3.3545734882354736
17.19,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,0.0466912016272544,398.0,41.0,12120.0,1.0,18.294286727905277,3169.0,19362045910.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,70.0,3.3545734882354736
17.2,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,0.0466912016272544,398.0,41.0,12120.0,1.0,18.294286727905277,3169.0,21040046579.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,70.0,3.3545734882354736
17.23,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026269912719727,33.355892181396484,98.22325897216795,1.7767446041107178,2.8596625328063965,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133924585472.0,693509056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641849728.0,78378934.0,1180688.75,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,20302633708.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.24,49.64316940307617,0.8905511796474457,25.513580322265625,0.017358641140162924,24.865856170654297,34.13151550292969,98.18543243408205,1.8145688772201536,3.0483102798461914,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,136118108160.0,704020544.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.160921812057495,0.3648802638053894,662880576.0,78378934.0,1218874.875,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,19425938136.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.25,49.64316940307617,0.8905511796474457,25.513580322265625,0.017358641140162924,24.865856170654297,34.13151550292969,98.18543243408205,1.8145688772201536,3.0483102798461914,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,136118108160.0,704020544.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.160921812057495,0.3648802638053894,662880576.0,78378934.0,1218874.875,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,20327348554.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.27,49.64316940307617,0.8905511796474457,25.513580322265625,0.017358641140162924,24.865856170654297,34.13151550292969,98.18543243408205,1.8145688772201536,3.0483102798461914,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,136118108160.0,704020544.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.160921812057495,0.3648802638053894,662880576.0,78378934.0,1218874.875,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,23537860542.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.34,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,20354636041.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.36,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,22351668446.333332,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.37,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,21983109029.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.38,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,21553420561.5,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.39,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,19817396403.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.4,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,23620992868.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.41,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,23485941985.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
17.42,49.66020965576172,0.8905511796474457,25.513580322265625,0.017358641140162924,25.0120849609375,33.39728164672852,98.24217224121094,1.757828712463379,2.814785957336426,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,135869325312.0,703615616.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158021211624145,0.3648802638053894,641787456.0,78378934.0,1180574.25,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,23667873828.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
