Time (s),% Nearest Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
12.5,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026365280151367,33.2392692565918,98.21957397460938,1.7804243564605713,2.8964145183563232,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133861048320.0,693179968.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641545152.0,78378934.0,1180128.625,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,17534080041.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.51,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.026365280151367,33.2392692565918,98.21957397460938,1.7804243564605713,2.8964145183563232,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133861048320.0,693179968.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,641545152.0,78378934.0,1180128.625,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,17561206853.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.52,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,17589080091.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.53,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,287.0,50.0,7922.0,1.0,18.294286727905277,3169.0,17617584185.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.55,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16814154360.5,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.56,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16104655243.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.57,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16127461531.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.58,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16003894108.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.59,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17674927368.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.6,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17701996347.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.61,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.893896102905277,34.10806655883789,98.21263122558594,1.7873680591583252,2.8815736770629883,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133942304768.0,692866304.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,641934592.0,78378934.0,1180486.375,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17729832056.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.62,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17729832056.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.63,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17758313146.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.64,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17787093128.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.65,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16046956225.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.66,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17815992457.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.67,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17845184420.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.69,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17874439354.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.7,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17903755573.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.71,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.065671920776367,33.2996711730957,98.2206039428711,1.779394030570984,2.862719774246216,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133978660864.0,693789056.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642108864.0,78378934.0,1181165.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17059262364.5,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.72,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16202366333.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.74,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16094758882.5,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.75,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16227711545.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.76,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16112502396.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.77,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,18671000677.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.78,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16272341673.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.8,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17143187072.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.81,49.63951110839844,0.8905511796474457,25.513580322265625,0.017358641140162924,24.899145126342773,34.145259857177734,98.21359252929688,1.786409854888916,2.992616415023804,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133989859328.0,693112320.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.159769058227539,0.3648802638053894,642162496.0,78378934.0,1180905.5,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,18014942272.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.82,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.03745460510254,33.32304763793945,98.21817016601562,1.781833291053772,2.9100871086120605,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133971640320.0,693752704.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642075200.0,78378934.0,1181103.625,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,18014942272.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.83,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.03745460510254,33.32304763793945,98.21817016601562,1.781833291053772,2.9100871086120605,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133971640320.0,693752704.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642075200.0,78378934.0,1181103.625,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,17099823487.5,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
12.84,49.664024353027344,0.8905511796474457,25.513580322265625,0.017358641140162924,25.03745460510254,33.32304763793945,98.21817016601562,1.781833291053772,2.9100871086120605,35.41745662689209,73.44110870361328,322.98768615722656,0.526842035818845,0.26238469779491425,2.6550471782684326,6.565003395080566,545027408.0,2.1436561942100525,2.986366868019104,65768059392.0,113826203648.0,7485013120.0,133971640320.0,693752704.0,48.18200492858887,545000000.0,0.19060096144676206,14037559.25,95.13239397321429,1078159432.0,27269373.017333984,1787364.2265625,894155304.0,2.158540964126587,0.3648802638053894,642075200.0,78378934.0,1181103.625,1667179454.2109375,2.0078470706939697,100.0,2.0,6330.0,1.0,18.294286727905277,3169.0,16169603153.0,2361.0,4.0,87.0,86.0,83.0,69.0,80.0,78.0,90.0,456.0,2.0,31.3566654920578,3196.0,45.0,3.3545734882354736
