Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
13.51,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15833465298.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.52,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20524309910.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.53,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20549639085.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.55,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20576669172.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.56,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20604477820.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.57,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20632950155.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.58,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20661732719.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.59,50.32087326049805,49.65914535522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.02752113342285,33.40079498291016,52.12540468147823,19.303168296813965,2.924511432647705,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,134428557312.0,696114752.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15837836265564,0.4673967957496643,641892672.0,59958257.735491075,1180947.125,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15865511873.5,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.6,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15885725986.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.61,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20690763713.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.62,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20723088117.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.64,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20754208098.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.65,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20784628982.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.66,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20814641355.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.67,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15905430251.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.68,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15916819592.5,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.69,50.35468292236328,49.66520309448242,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,25.00724601745605,33.383792877197266,52.12540468147823,19.303168296813965,2.8699748516082764,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,135262683136.0,700432832.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.15848708152771,0.4673967957496643,666456256.0,59958257.735491075,1227028.25,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,16256977044.5,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.7,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,16591906855.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.71,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,16615649868.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.72,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20866185044.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.73,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15956603160.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.74,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15971078107.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.75,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15987597708.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.76,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,16006697009.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.77,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,1301.501220703125,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,20895048050.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
13.79,50.35649871826172,49.64352035522461,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,24.905153274536133,34.23325729370117,52.12540468147823,19.303168296813965,2.988652467727661,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.6427106261253357,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,136330158080.0,705244032.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,2.159789800643921,0.4673967957496643,643659456.0,59958257.735491075,1182317.875,941307719.2767857,0.1246874332427978,1118.0,418.0,12591.0,1.0,10.86788845062256,2713.0,16688841332.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,70.0,3.337644100189209
