Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
9.86,67.87104797363281,32.12895202636719,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.22227668762207,31.771934509277344,52.12540468147823,19.303168296813965,0.5625489950180054,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.7894952297210693,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159240716288.0,1873222528.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1478486061096191,0.4673967957496643,924750976.0,59958257.735491075,7219659.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14897787323.5,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.87,67.87104797363281,32.12895202636719,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.22227668762207,31.771934509277344,52.12540468147823,19.303168296813965,0.5625489950180054,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.7894952297210693,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159240716288.0,1873222528.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1478486061096191,0.4673967957496643,924750976.0,59958257.735491075,7219659.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,11867234860.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.88,67.87104797363281,32.12895202636719,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.22227668762207,31.771934509277344,52.12540468147823,19.303168296813965,0.5625489950180054,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.7894952297210693,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159240716288.0,1873222528.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1478486061096191,0.4673967957496643,924750976.0,59958257.735491075,7219659.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,11896454722.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.89,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,11896454722.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.9,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,11901113104.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.91,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,15265110850.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.92,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14657780008.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.93,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,11959655460.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.95,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12013896295.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.96,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12018777060.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.98,67.90487670898438,32.09511947631836,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.472381591796875,32.534210205078125,52.12540468147823,19.303168296813965,0.5254979729652405,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.577506422996521,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159313346560.0,1873237504.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.148291826248169,0.4673967957496643,914072832.0,59958257.735491075,7122602.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12063213573.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
9.99,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12063213573.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.0,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12080687142.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.01,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12107353582.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.02,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,15452615738.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.03,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12134907001.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.05,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14887763423.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.06,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14912932432.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.07,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14938248486.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.08,67.86965942382812,32.130340576171875,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.94596672058105,31.7824649810791,52.12540468147823,19.303168296813965,0.5306152701377869,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,1.9239825010299685,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159300845568.0,1873943680.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.147798776626587,0.4673967957496643,925116480.0,59958257.735491075,7223584.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14964920257.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.09,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,14992498303.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.1,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,15020791460.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.12,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12287680050.5,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.13,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,15078343611.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.14,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,15109166658.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.15,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,2713.0,12326602245.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.16,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,0.0590876415371894,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15139394084.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.17,67.88334655761719,32.11664962768555,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,22.90977668762207,31.78542709350586,52.12540468147823,19.303168296813965,0.5371801257133484,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,10.07868194580078,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159259000832.0,1873319808.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.1482897996902466,0.4673967957496643,924820992.0,59958257.735491075,7221248.0,941307719.2767857,0.0590876415371894,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,15165906502.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
10.19,67.9264144897461,32.07358169555664,0.37584127698625835,14.26866183749267,31.089757646833146,1.1346381489586617,23.00967788696289,32.51649856567383,52.12540468147823,19.303168296813965,0.498547613620758,31.38606861659459,99.94512067522321,190.93634632655554,0.7440875257764544,0.2416179861341204,4.825871169567108,0.629391074180603,544953737.1428572,1.8473337888717651,3.2698245772293637,38981644615.42857,67277828973.71429,4450827476.857142,159328796672.0,1873212288.0,40.3393474646977,545000000.0,0.11850640603474208,10952175.41294643,86.63970511300224,727232352.0,19084079.83482143,2296407.0714285714,562218843.4285715,1.149065613746643,0.4673967957496643,925140800.0,59958257.735491075,7222290.0,941307719.2767857,0.0590876415371894,105.0,2.0,6332.0,1.0,10.86788845062256,2713.0,12390877650.0,1920.0,4.0,73.0,71.0,69.0,65.0,90.0,54.0,90.0,545.0,2.0,31.018823385238647,2736.0,91.0,3.337644100189209
