Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,1.2425703832081385,22.064232417515345,0.030192328018269345,14.72210693359375,13.45759391784668,0.7910584935120174,28.65928159441267,97.34473528180804,204.03970772879464,0.5505186574799674,0.21597621057714736,3.8467536653791154,0.15142997726798058,545012022.8571428,1.7212998185838972,4.325717517307827,58605088768.0,95517465453.71428,6481210368.0,112845032886.85715,1820030793.142857,59.08893884931292,545000000.0,0.15198778467518942,11652330.5,90.22716903686523,930852809.1428572,22970310.785714287,1697455.4732142857,779055140.5714285,-1.0,0.63530547278268,1865952274.2857144,67440705.71428572,12048439.07142857,1279890139.279018,0.2025167942047119,371.0,69.0,7951.0,1.0,24.509668350219727,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.11,0.934928400175912,20.91307612827846,0.20842959678598813,14.630514417375837,13.93987682887486,0.5887925638152021,29.242989676339285,63.51491437639509,235.1060311453683,0.4475740867533854,0.2171617831502642,2.4016244070870534,0.15142997726798058,545018157.7142857,1.81124666758946,2.5890553338187083,55016696978.28571,89128376612.57143,6040944128.0,105621829339.42857,1697026907.4285715,60.45519774300711,545000000.0,0.1506928013903754,10948752.714285715,90.22716903686523,870405421.7142857,21625702.943219867,1540710.75,728361332.5714285,-1.0,0.3234963757651193,1757303515.4285715,64028148.571428575,11337746.657505581,1176070468.997768,0.2025167942047119,371.0,69.0,7951.0,1.0,24.509668350219727,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.12,0.5140875194753919,29.04351261683873,0.04380267432757786,5.085993903023856,6.90237671988351,0.3923996772084917,15.55764661516462,58.14115360804966,76.56160845075335,0.40779063531330656,0.12800967693328857,2.4272266115461076,0.1709296064717429,544938541.7142857,0.9675259930746896,1.7320624164172582,30926375204.57143,47922123337.14286,3409759963.428571,58297195373.71429,880502893.7142857,63.035932949611116,545000000.0,0.07977034364427839,8538116.857142856,88.87362234933036,554599067.4285715,15831056.142857144,1353593.4464285714,419670473.14285713,-1.0,0.19655145066125052,1296101814.857143,47819768.571428575,8688519.92857143,589763730.9174107,0.2025167942047119,371.0,69.0,7951.0,1.0,24.509668350219727,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.13,0.6350398404257638,7.961757591792515,0.004819288450692371,7.347221102033343,6.532617024012974,0.2608214574200766,13.342236110142299,44.73427472795759,112.32342965262276,0.28397172689437866,0.09164409126554217,2.3975043296813965,0.1709296064717429,544998400.0,0.7660480226789202,1.8196933610098702,23640497005.714287,41402586843.42857,2616497956.571429,46958288896.0,831030710.8571428,80.62713187081474,545000000.0,0.0731423773935863,3532912.714285714,88.87362234933036,360004297.14285713,6382307.857142857,565923.6607142857,303560576.0,-1.0,0.2183571457862854,526830208.0,19911906.285714287,3363181.0,663270326.0022322,0.2025167942047119,371.0,69.0,7951.0,1.0,24.509668350219727,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.14,1.1484648784001668,33.10092417399088,0.09801117330789562,17.902346928914387,15.745001475016275,0.7667338450749716,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.1709296064717429,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,173194226346.66666,2608678144.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,2950720170.6666665,106812445.33333333,18884196.666666668,1634362988.3072917,2.7827842235565186,432.0,44.0,12138.0,7.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.27,1.1484648784001668,33.10092417399088,0.09801117330789562,22.4137020111084,24.07293128967285,1.1175987720489502,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,15.558165550231934,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1301619072.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1345248512.0,106812445.33333333,8763073.0,1634362988.3072917,2.7827842235565186,432.0,44.0,12138.0,7.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.37,1.1484648784001668,33.10092417399088,0.09801117330789562,24.47407531738281,23.392017364501957,1.052506685256958,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.7155975699424744,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1255488768.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1289372544.0,106812445.33333333,8363081.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.47,1.1484648784001668,33.10092417399088,0.09801117330789562,22.948490142822266,23.72930335998535,1.109237551689148,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6666819453239441,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1254398720.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1300359552.0,106812445.33333333,8461346.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.57,1.1484648784001668,33.10092417399088,0.09801117330789562,25.281801223754883,23.033599853515625,1.0306613445281982,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,21.394176483154297,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1386400512.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1425878912.0,106812445.33333333,9237868.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.67,1.1484648784001668,33.10092417399088,0.09801117330789562,24.40154838562012,23.363431930541992,1.1178669929504397,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,35.921592712402344,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1305479808.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1338604544.0,106812445.33333333,8691877.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.77,1.1484648784001668,33.10092417399088,0.09801117330789562,22.36151885986328,23.781402587890625,1.1081269979476929,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6247585415840149,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1256619520.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1302765056.0,106812445.33333333,8478307.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.87,1.1484648784001668,33.10092417399088,0.09801117330789562,23.221216201782227,23.36568832397461,1.1204115152359009,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6691365838050842,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1256832512.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1302272512.0,106812445.33333333,8474365.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
0.97,1.1484648784001668,33.10092417399088,0.09801117330789562,23.548912048339844,23.767541885375977,1.1482313871383667,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6018497943878174,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1307400576.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1341678592.0,106812445.33333333,8700244.0,1634362988.3072917,0.2588463127613067,101.0,2.0,6330.0,1.0,16.497045516967773,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
1.07,1.1484648784001668,33.10092417399088,0.09801117330789562,24.649681091308597,23.33353042602539,1.1533572673797607,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6403734683990479,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1381562240.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1419920512.0,106812445.33333333,9209037.0,1634362988.3072917,0.2025167942047119,371.0,69.0,7951.0,1.0,24.509668350219727,2013.0,5018918277.0,2361.0,3.0,55.0,54.0,59.0,45.0,45.0,31.0,72.0,545.0,2.0,18.72086673974991,3196.0,2.0,65.0,2.272057294845581
1.14,1.1484648784001668,33.10092417399088,0.09801117330789562,24.649681091308597,23.33353042602539,1.1533572673797607,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6403734683990479,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1381562240.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1419920512.0,106812445.33333333,9209037.0,1634362988.3072917,1.5739837884902954,432.0,44.0,12138.0,7.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
1.17,1.1484648784001668,33.10092417399088,0.09801117330789562,22.728694915771484,23.34708595275879,0.9147595167160034,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,1.9792639017105105,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1256171904.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1322825984.0,106812445.33333333,8762032.0,1634362988.3072917,1.5739837884902954,432.0,44.0,12138.0,7.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
1.27,1.1484648784001668,33.10092417399088,0.09801117330789562,24.976783752441406,23.073074340820312,1.1016651391983032,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.611015260219574,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1256485760.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1311648640.0,106812445.33333333,8659368.0,1634362988.3072917,1.5739837884902954,432.0,44.0,12138.0,7.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
1.37,1.1484648784001668,33.10092417399088,0.09801117330789562,22.79585266113281,23.495590209960938,0.9833494424819946,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6578090786933899,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1255426304.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1322148992.0,106812445.33333333,8756638.0,1634362988.3072917,0.2215346693992614,101.0,2.0,6330.0,1.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
1.47,1.1484648784001668,33.10092417399088,0.09801117330789562,25.130535125732425,23.077205657958984,1.0437031984329224,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6440390944480896,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1386673792.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1449323648.0,106812445.33333333,9563398.0,1634362988.3072917,0.2215346693992614,101.0,2.0,6330.0,1.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
1.57,1.1484648784001668,33.10092417399088,0.09801117330789562,23.67921638488769,23.56886100769043,1.0251920223236084,35.66359074910482,100.07972717285156,199.69690958658853,0.6969530582427979,0.28286028901735943,3.771212895711263,0.6642314791679382,545014762.6666666,2.1852104663848877,4.016469478607178,91458652842.66667,143448894122.66666,10011122346.666666,-1.0,1303526912.0,51.29473686218262,545000000.0,0.18508629004160562,17993040.666666668,88.87362234933036,1426968746.6666667,36083741.333333336,2849217.6666666665,1207834496.0,-1.0,0.4787193139394124,1370466688.0,106812445.33333333,9075021.0,1634362988.3072917,0.2215346693992614,101.0,2.0,6330.0,1.0,17.910083770751953,2013.0,5018918277.0,2361.0,3.0,59.0,59.0,66.0,50.0,51.0,38.0,72.0,545.0,2.0,18.48286390304565,3196.0,2.0,62.0,2.257780075073242
