Time (s),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
8.46,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7342909982.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.47,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7304069907.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.48,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7370462936.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.51,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7428588571.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.54,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7388727840.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.55,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7416676153.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.56,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7445191189.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.57,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,6945906622.5,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.58,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7473990124.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.59,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7513893606.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.6,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7500513040.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.61,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,6994538673.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.62,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7012994757.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.63,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7045643953.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.65,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7082334610.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.66,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7109265601.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.67,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7553570017.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.68,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7616002252.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.7,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7644564366.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.72,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7671301548.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.73,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7696033491.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.74,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7721780536.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.75,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7748306554.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.77,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7775773354.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.78,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7803364597.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.79,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7532423236.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.81,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7660389179.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.83,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7884549735.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.85,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7909708529.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.86,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7936613589.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.87,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7964330676.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.88,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7991930034.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.89,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7306405792.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.9,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7668165888.5,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.91,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,8045671412.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.92,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7749942461.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.93,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7775268032.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.94,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7801367916.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.95,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7828547630.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.97,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7856133401.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.98,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7884459348.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
8.99,0.3258585035800934,145.0,2.0,6661.0,1.0,31.98948860168457,3866.0,7913126744.0,1920.0,4.0,72.0,70.0,75.0,60.0,61.0,64.0,90.0,545.0,2.0,33.344489336013794,3196.0,1.0,1.0,3.291465759277344
9.0,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7913126744.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.01,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7770296962.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.03,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7969535720.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.04,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7999019827.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.05,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8027785777.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.06,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8168999920.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.07,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7459158500.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.08,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8191116231.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.09,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8214922900.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.11,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8084990814.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.12,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8113188245.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.13,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8141880214.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.14,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8170779375.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.15,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8273396958.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.16,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8300242061.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.17,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8199829424.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.18,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8321608815.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.19,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7951094156.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.2,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7898589124.5,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.21,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7978228268.5,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.22,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8397273140.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.23,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7929113762.5,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.25,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8290249593.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.26,0.4643716812133789,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,8321608790.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.28,2523.318359375,403.0,41.0,11649.0,1.0,27.27947998046875,3866.0,7652602921.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.3,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8383356857.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.31,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8477998866.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.32,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8498363439.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.33,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8410469381.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.34,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8440233809.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.35,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8546106762.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.36,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8469851561.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.37,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8571800405.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.38,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8597608636.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.39,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8624583596.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.41,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8652562525.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.42,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8211440424.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.43,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8546058738.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.44,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8709820671.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.46,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8595733405.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.47,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8623012445.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.48,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8651148027.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.49,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8245119437.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.51,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8760127720.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.52,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8733197709.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.54,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8305033175.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.56,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8789410205.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.57,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8817739331.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.59,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8539325891.333333,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.61,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8876300375.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.62,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8904036668.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.63,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,8932312950.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.64,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,7946356438.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
9.65,0.3944858908653259,145.0,2.0,6661.0,1.0,27.27947998046875,3866.0,7963987277.0,1920.0,4.0,82.0,80.0,79.0,71.0,70.0,74.0,90.0,545.0,2.0,35.91872453689575,3196.0,1.0,1.0,3.300452947616577
