Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time EFUs Working,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
8.73,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.14033317565918,32.50605392456055,9.387186050415039,2.9862805094037737,0.5515599846839905,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6370604634284973,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1908455680.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,961415616.0,66171969.14285714,7465368.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,12132152267.5,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.75,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,12996798284.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.76,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13025834808.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.77,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13055021761.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.78,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13084241843.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.8,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13113565147.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.81,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13142881033.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.82,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13172224048.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.83,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.03148651123047,31.759767532348636,9.387186050415039,2.9862805094037737,0.5119205117225647,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.7204176187515259,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887347712.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,947204608.0,66171969.14285714,7417642.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13200706670.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.85,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13229460158.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.86,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13258481549.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.88,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,10053710757.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.89,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,10073586899.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.9,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,10098310216.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.91,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,12486326475.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.93,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,11685850186.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.94,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.991601943969727,32.50877380371094,9.387186050415039,2.9862805094037737,0.5891724824905396,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6787353754043579,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1877795200.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,959593280.0,66171969.14285714,7527321.5,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13429263830.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.95,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13360336612.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.96,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13381820524.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.97,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13407355477.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.98,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13434148294.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
8.99,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13461999110.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.0,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13490344451.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.01,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13519099560.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.03,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,3363.0,13548093953.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.04,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,22.632354736328125,31.76986694335937,9.387186050415039,2.9862805094037737,0.5269975662231445,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6981236934661865,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1892766080.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,979094464.0,66171969.14285714,7642538.0,935479726.6852678,0.0824941620230674,103.0,2.0,6313.0,1.0,25.305883407592773,3363.0,13577213525.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.05,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.26017570495605,31.80323982238769,9.387186050415039,2.9862805094037737,0.5258916020393372,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6447385549545288,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887287424.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,946706752.0,66171969.14285714,7413741.0,935479726.6852678,0.0824941620230674,103.0,2.0,6313.0,1.0,25.305883407592773,3363.0,10316510969.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.06,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.26017570495605,31.80323982238769,9.387186050415039,2.9862805094037737,0.5258916020393372,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6447385549545288,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887287424.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,946706752.0,66171969.14285714,7413741.0,935479726.6852678,0.0824941620230674,103.0,2.0,6313.0,1.0,25.305883407592773,3363.0,10344528065.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.07,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.26017570495605,31.80323982238769,9.387186050415039,2.9862805094037737,0.5258916020393372,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6447385549545288,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887287424.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,946706752.0,66171969.14285714,7413741.0,935479726.6852678,0.0824941620230674,103.0,2.0,6313.0,1.0,25.305883407592773,3363.0,11910419565.0,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
9.09,24.743222372872488,18.488824026925222,0.019392330731664385,0.6972521373203823,22.38170405796596,34.1246588570731,0.0745145148996796,23.26017570495605,31.80323982238769,9.387186050415039,2.9862805094037737,0.5258916020393372,-1.0,62.20393807547433,120.86622619628906,0.4561105796269008,0.1814977994986943,2.3912333079746793,0.6447385549545288,545017069.7142857,-1.0,-1.0,-1.0,76663169024.0,5214661632.0,-1.0,1887287424.0,68.76508385794503,545000000.0,0.11824508649962288,11265891.42857143,99.01277814592633,782949613.7142857,22816541.714285713,1413473.9107142857,648010770.2857143,-1.0,0.30858841112681795,946706752.0,66171969.14285714,7413741.0,935479726.6852678,0.0824941620230674,103.0,2.0,6313.0,1.0,25.305883407592773,3363.0,11153989486.5,2361.0,4.0,82.0,80.0,78.0,78.0,82.0,93.0,90.0,456.0,2.0,29.538053274154663,3196.0,73.0,3.3553805351257324
