Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
19.52,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21889866187.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.53,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,23024536754.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.54,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,24247534352.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.55,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,22676881679.666668,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.57,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21871215387.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.58,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21940108415.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.59,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21933103076.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.6,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,24322842075.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.61,55.635196685791016,44.3422966003418,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,23.78359603881836,25.32958030700684,80.30695343017578,23.22185516357422,96.04491424560548,2.9663450717926025,0.3337639570236206,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,30.17584609985352,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1236864128.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.771125078201294,1.128622055053711,-1.0,78090008.0,4623839.0,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,23134693840.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.62,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,23134693840.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.64,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21946543501.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.66,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21979692960.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.67,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,21982980584.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.68,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,23194866826.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.69,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,24396347692.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.7,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,23218777404.5,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.71,50.69523620605469,49.30476379394531,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,21.492599487304688,23.37755012512207,80.30695343017578,23.22185516357422,96.04491424560548,3.2451906204223637,0.7646130919456482,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,26.45531272888184,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,931194432.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.9285751581192017,1.128622055053711,-1.0,78090008.0,3494363.5,2005666304.0,1301.501220703125,104.0,2.0,6332.0,1.0,10.86788845062256,2556.0,22059696353.0,2361.0,4.0,64.0,63.0,61.0,67.0,90.0,47.0,90.0,456.0,2.0,31.148332357406616,0.1869789958000183,3196.0,3.0,3.0,3.348656177520752
19.72,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,1441.0,948.0,14019.0,1.0,10.86788845062256,1608.0,22085628975.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,86.0,2.972538948059082
19.73,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,1441.0,948.0,14019.0,1.0,10.86788845062256,1608.0,24441177542.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,86.0,2.972538948059082
19.76,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,1096.0,460.0,12711.0,1.0,10.86788845062256,1608.0,24441177542.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,70.0,2.972538948059082
19.77,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22063858840.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.78,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22074998034.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.8,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22110081170.5,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.82,50.27614212036133,49.750938415527344,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,9.53091049194336,14.399398803710938,80.30695343017578,23.22185516357422,96.04491424560548,1.3794218301773071,1.034570574760437,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,45.06135940551758,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1592848896.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.7587214708328247,1.128622055053711,-1.0,78090008.0,1057218.125,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22150155877.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.83,50.26380157470703,49.708126068115234,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,7.005651473999023,8.011251449584961,80.30695343017578,23.22185516357422,96.04491424560548,1.119179368019104,0.727966845035553,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,50.75267791748047,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,2198647552.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.5304715633392334,1.128622055053711,-1.0,78090008.0,1080173.0,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22099750101.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.84,50.26380157470703,49.708126068115234,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,7.005651473999023,8.011251449584961,80.30695343017578,23.22185516357422,96.04491424560548,1.119179368019104,0.727966845035553,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,50.75267791748047,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,2198647552.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.5304715633392334,1.128622055053711,-1.0,78090008.0,1080173.0,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,24493763507.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.85,50.26380157470703,49.708126068115234,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,7.005651473999023,8.011251449584961,80.30695343017578,23.22185516357422,96.04491424560548,1.119179368019104,0.727966845035553,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,50.75267791748047,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,2198647552.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.5304715633392334,1.128622055053711,-1.0,78090008.0,1080173.0,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22114074837.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
19.86,50.26380157470703,49.708126068115234,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,7.005651473999023,8.011251449584961,80.30695343017578,23.22185516357422,96.04491424560548,1.119179368019104,0.727966845035553,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,50.75267791748047,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,2198647552.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,0.5304715633392334,1.128622055053711,-1.0,78090008.0,1080173.0,2005666304.0,1301.501220703125,286.0,50.0,7906.0,1.0,10.86788845062256,1608.0,22168296591.0,2361.0,3.0,90.0,90.0,89.0,49.0,47.0,47.0,72.0,456.0,2.0,24.681471288204197,0.1869789958000183,3196.0,3.0,91.0,2.972538948059082
