Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
6.86,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6136743501.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.87,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6164632004.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.88,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,7854630700.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.89,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6211935521.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.9,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,7901143336.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.92,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,5702789015.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.93,55.0177001953125,44.99453353881836,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,27.423463821411133,25.13450050354004,80.30695343017578,23.22185516357422,96.04491424560548,4.717521667480469,0.9051691889762878,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7016684412956238,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1873150208.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.3766990900039673,1.128622055053711,-1.0,78090008.0,10702704.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6009527683.5,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.96,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6366755846.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
6.98,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6122871109.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.01,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6460275373.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.02,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6211849844.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.03,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6517087101.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.04,58.38582992553711,41.601707458496094,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,25.94593620300293,25.384689331054688,80.30695343017578,23.22185516357422,96.04491424560548,4.478178024291992,0.8682498931884766,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,25.365196228027344,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1960997376.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.287407398223877,1.128622055053711,-1.0,78090008.0,10573561.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6253881464.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.06,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6579741791.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.07,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6603062857.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.08,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6631765049.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.09,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6078083481.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.1,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6398280596.5,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.11,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,2729.87939453125,286.0,50.0,7906.0,1.0,3.62391209602356,2556.0,6136059444.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.12,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6136059444.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.13,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6455556902.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.14,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6774097703.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.15,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6194308125.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.16,71.10025787353516,28.89974021911621,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,17.772489547729492,27.94761085510254,80.30695343017578,23.22185516357422,96.04491424560548,3.7628173828125,0.5904456973075867,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.8825880289077759,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1794411392.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.0335613489151,1.128622055053711,-1.0,78090008.0,8334032.0,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6782981451.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.17,71.08113861083984,28.91886138916016,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,20.6097412109375,28.157381057739254,80.30695343017578,23.22185516357422,96.04491424560548,3.8986406326293945,0.5876004099845886,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7609491348266602,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1796153856.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.033684253692627,1.128622055053711,-1.0,78090008.0,8348703.5,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6812747022.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.19,71.08113861083984,28.91886138916016,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,20.6097412109375,28.157381057739254,80.30695343017578,23.22185516357422,96.04491424560548,3.8986406326293945,0.5876004099845886,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7609491348266602,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1796153856.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.033684253692627,1.128622055053711,-1.0,78090008.0,8348703.5,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6240980261.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.2,71.08113861083984,28.91886138916016,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,20.6097412109375,28.157381057739254,80.30695343017578,23.22185516357422,96.04491424560548,3.8986406326293945,0.5876004099845886,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7609491348266602,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1796153856.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.033684253692627,1.128622055053711,-1.0,78090008.0,8348703.5,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6864454326.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
7.22,71.08113861083984,28.91886138916016,0.6143318584987095,0.5451076882226127,33.76321029663086,77.33903503417969,78.24948120117188,0.0107161346822977,20.6097412109375,28.157381057739254,80.30695343017578,23.22185516357422,96.04491424560548,3.8986406326293945,0.5876004099845886,-1.0,168.15084838867188,324.594970703125,1.0353752374649048,0.4070284366607666,6.189084053039551,0.7609491348266602,544982592.0,-1.0,7.400397777557373,119187120128.0,146382340096.0,-1.0,-1.0,1796153856.0,33.805267333984375,545000000.0,0.2547231912612915,12186284.0,96.36539568219867,3556238336.0,24020054.0,3108233.5,3309238528.0,1.033684253692627,1.128622055053711,-1.0,78090008.0,8348703.5,2005666304.0,0.408394992351532,107.0,2.0,6332.0,1.0,3.62391209602356,2556.0,6309293430.0,1920.0,3.0,57.0,56.0,59.0,45.0,64.0,30.0,72.0,545.0,2.0,19.910088181495667,0.1869789958000183,2736.0,3.0,91.0,2.2688112258911133
