Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
9.62,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,18.40094947814941,31.75532913208008,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5014880299568176,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,9.141843795776367,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1872035072.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1101389056.0,33198306.0,8820980.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12398316658.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.63,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,18.40094947814941,31.75532913208008,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5014880299568176,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,9.141843795776367,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1872035072.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1101389056.0,33198306.0,8820980.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12047341800.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.64,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,18.40094947814941,31.75532913208008,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5014880299568176,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,9.141843795776367,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1872035072.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1101389056.0,33198306.0,8820980.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12077491350.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.66,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,18.40094947814941,31.75532913208008,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5014880299568176,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,9.141843795776367,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1872035072.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1101389056.0,33198306.0,8820980.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,11127531985.5,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.68,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,18.40094947814941,31.75532913208008,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5014880299568176,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,9.141843795776367,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1872035072.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1101389056.0,33198306.0,8820980.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12138366504.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.69,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12166801227.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.7,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12195634079.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.71,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12224662510.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.72,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,10216794774.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.73,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12253525779.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.74,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12279301671.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.75,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12305946901.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.77,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12333488273.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.78,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.27420425415039,32.48114776611328,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5098808407783508,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.276066303253174,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873134336.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102464640.0,33198306.0,8823803.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12361789790.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.79,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.10804748535156,31.73827362060547,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5422568917274475,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.532492160797119,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873668480.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102348672.0,33198306.0,8826814.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12390541397.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
9.8,21.814773082733154,15.685227394104004,0.382266233364741,35.71428680419922,42.85714340209961,29.32765281200409,0.2185812145471573,0.024595078480030768,19.10804748535156,31.73827362060547,30.417738914489746,8.290549525991082,35.83558654785156,14.164413511753082,0.5422568917274475,24.05050230026245,76.40676498413086,134.29641723632812,4.785714149475098,0.15279089659452438,822.44775390625,7.532492160797119,544987744.0,1.3170318305492401,2.6585738249123096,71976321024.0,91816704000.0,6390590464.0,-1.0,1873668480.0,50.46223959326744,545000000.0,0.11583510041236877,2108.63232421875,150.61659240722656,3219580.25,19881.388671875,2483472.09375,688325520.0,-1.0,0.3505566567182541,1102348672.0,33198306.0,8826814.0,3021558.234375,0.3577870726585388,472.0,39.0,11678.0,2.0,36.0641975402832,3587.0,12419503978.0,2361.0,4.0,67.0,66.0,62.0,54.0,74.0,70.0,90.0,456.0,2.0,36.82720363140106,3196.0,2.0,3.370230197906494
