Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.01,0.22142264246940613,17.167173385620117,0.000688308384269475,6.99617624282837,0.14378270506858826,-1.0,-1.0,-1.0,0.21475030481815338,-1.0,1.6066282987594604,0.20548298954963684,544984912.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,77.60867643356323,545000000.0,-1.0,3511876.75,34.71468734741211,206597392.0,4643714.5,746504.6875,140616144.0,-1.0,-1.0,-1.0,19386904.0,3016706.5,264932608.65625,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.01,0.9465768933296204,27.359750202723912,0.04033461372767173,11.479363305228096,0.36333999995674404,-1.0,-1.0,-1.0,0.5434699484280178,-1.0,4.210916314806257,0.19248489822660172,544937060.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.575811999184744,545000000.0,-1.0,11388196.42857143,101.37059238978794,985529791.4285715,19243015.805106025,2743951.785714286,781158235.4285715,-1.0,-1.0,-1.0,77771428.57142857,10874813.090820312,1264556657.549107,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.02,0.8198022104334086,23.961742401123043,0.020024242694489637,9.912779569625854,0.3535322567913681,-1.0,-1.0,-1.0,0.47531042993068695,-1.0,3.513456702232361,0.15232691168785095,544959056.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.97532159090042,545000000.0,-1.0,10155480.75,88.49671173095703,882855640.0,17217666.553222656,2414802.5625,700170816.0,-1.0,-1.0,-1.0,69781639.0,9714340.428222656,1136239337.9667969,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.03,11.142348272459847,39.628274372645784,0.04412902286276219,9.90792465209961,0.43291585040943964,-1.0,-1.0,-1.0,1.706597021647862,-1.0,4.000041484832764,0.17770848955426896,544954861.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,44.690270389829365,545000000.0,-1.0,11356550.760393415,98.32080950055804,1383194016.0,19035826.94029018,2574861.5714285714,1165637924.5714285,-1.0,-1.0,-1.0,77368582.85714285,10807466.51841518,1264449904.439732,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.04,0.941110867208668,27.379567282540457,0.05478134831147533,11.414644513811384,0.36859561290059767,-1.0,-1.0,-1.0,0.5433186888694763,-1.0,3.98094265801566,0.17770848955426896,544944850.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.36724073546274,545000000.0,-1.0,11462411.142857144,103.42558070591518,983187767.9107143,19235893.57142857,2814670.1785714286,776295680.0,-1.0,-1.0,-1.0,77618702.85714285,10911069.57142857,1257376137.658482,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.05,0.9380632926310811,27.35774830409459,0.02117315999099184,11.346090589250837,0.4297796402658735,-1.0,-1.0,-1.0,0.543788765157972,-1.0,4.009212017059326,0.1730866687638419,544956077.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.47109048707144,545000000.0,-1.0,11603419.142857144,102.88402884347099,993582061.7142857,19462935.0,2981342.035714286,783889938.2857143,-1.0,-1.0,-1.0,79258386.28571428,11052475.857142856,1272810951.361607,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.06,0.9399935517992292,13.051893506731306,0.28697035568101065,11.365784508841378,0.3977865661893572,-1.0,-1.0,-1.0,0.4397738831383841,-1.0,3.1443981443132674,0.06135464566094534,544996370.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,67.35330581665039,545000000.0,-1.0,8548026.42857143,51.50518362862723,916041417.8616072,16875205.42857143,1969086.75,770286701.7142857,-1.0,-1.0,-1.0,65665251.428571425,8818556.42857143,1134010930.875,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.07,0.8307036466430873,24.003136157989502,0.05010903917718677,10.026918172836304,0.4014600294176489,-1.0,-1.0,-1.0,0.4770367220044136,-1.0,3.5153751373291016,0.15190165862441063,544941552.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.23391096293926,545000000.0,-1.0,9797631.0,86.53194427490234,844008013.5,16523858.055419922,2650215.59375,666938080.0,-1.0,-1.0,-1.0,67400181.0,9367043.805419922,1077568296.4804688,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.08,0.671413301091109,22.87811143057687,0.0426896440663508,7.3116286141531805,0.20732917104448592,-1.0,-1.0,-1.0,0.39512871844427927,-1.0,3.0464913504464284,0.17935291358402797,544943725.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.30091105188642,545000000.0,-1.0,8966668.0,101.63202776227679,732154215.1029576,14406343.857142856,2397159.3571428573,564192603.4285715,-1.0,-1.0,-1.0,60814928.0,8348289.571428572,907168464.5691965,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.09,0.9459550673408168,24.406867572239467,0.059101682846500914,15.69076647077288,0.43167043157986235,-1.0,-1.0,-1.0,0.5767989328929356,-1.0,4.829953602382115,0.17982099737439836,545007424.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.38845041819981,545000000.0,-1.0,7193232.071428572,83.98441859654018,571358212.5714285,12484514.142857144,1642235.7857142857,430357755.4285714,-1.0,-1.0,-1.0,55538610.85714286,7111284.928571428,761933270.0200893,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
0.1,0.9430935220526798,28.917096546718053,0.0378372401132115,11.557184764317103,0.43498447723686695,-1.0,-1.0,-1.0,0.5503650563103812,-1.0,3.6818528856549944,0.17879292794636317,544911168.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.32564120633261,545000000.0,-1.0,10013217.285714285,93.17409842354911,813970483.4285715,16436772.128766742,2716519.6071428573,642955456.0,-1.0,-1.0,-1.0,60200682.28571428,9419416.843052456,957454552.875,1.099007487297058,1134.0,451.0,12265.0,5.0,21.465625762939453,2987.0,1920.0,3.0,56.0,57.0,64.0,40.0,47.0,48.0,90.0,545.0,2.0,33.82941782474518,3196.0,1.0,1.0,2.465542793273926
