Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.14,1.2217437199183874,19.59612056187221,0.053312079049646834,15.309847695486885,0.2784846951918942,-1.0,-1.0,-1.0,0.5133286757128579,-1.0,5.086668287004743,25.510964597974503,544886400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.1372138432094,545000000.0,-1.0,10480497.714285715,244.1933332170759,943548525.7142857,18997194.82142857,2399765.0,750105078.8571428,-1.0,-1.0,-1.0,68855094.28571428,10375609.107142856,1223328694.6026785,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.15,1.0125251497541154,12.37196946516633,0.01965785345860887,11.281917572021484,0.3071440415722983,-1.0,-1.0,-1.0,0.40143183299473356,-1.0,4.33386264528547,7.300276373113904,544909504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.27196162087577,545000000.0,-1.0,9396649.42857143,174.62911115373885,837044516.5714285,17151756.0,2371326.8571428573,669389604.5714285,-1.0,-1.0,-1.0,61156883.428571425,9345511.714285715,1087477411.845982,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.16,1.2489042452403478,18.870983450540475,0.39074363133737017,15.213285991123744,0.3739650208236915,-1.0,-1.0,-1.0,0.5217436637197223,-1.0,5.355474608285086,13.598344734736852,544863542.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.99363831111363,545000000.0,-1.0,10656684.5,251.34742518833704,1003969865.1428572,19385052.464285713,25384258.57142857,767754084.5714285,-1.0,-1.0,-1.0,71169520.0,10571861.17857143,1290103622.654018,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.17,0.8752068110874721,14.849879081760134,0.03139457485771603,11.383867263793945,0.2068852140967335,-1.0,-1.0,-1.0,0.3820475765636989,-1.0,4.095236165182931,8.976959569113594,544895963.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.463182176862446,545000000.0,-1.0,8463787.285714285,252.9762006487165,729542125.7142857,15085537.0,2120782.1785714286,564133824.0,-1.0,-1.0,-1.0,55695209.71428572,8314665.571428572,905280166.7053572,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.18,1.1108787953853607,17.262892522849143,0.2019729139865376,13.29561471939087,0.39871504448819906,-1.0,-1.0,-1.0,0.4809917137026787,-1.0,4.423003315925598,6.71192003786564,544916656.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.34014344215393,545000000.0,-1.0,9292117.0,125.99254608154297,848009416.0,17004511.3125,2185392.96875,675276104.0,-1.0,-1.0,-1.0,61492927.0,9243996.1875,1100775916.5898438,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.19,0.6924224240439278,20.71900040762765,0.04898088744708467,7.62390981401716,0.33256655079977854,-1.0,-1.0,-1.0,0.4353136845997402,-1.0,2.5432060105460033,12.34363145487649,544892946.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.22164028031485,545000000.0,-1.0,10208348.857142856,261.9529026576451,703224006.8571428,19046601.42857143,1739092.1785714286,556634027.3571428,-1.0,-1.0,-1.0,60489211.428571425,10405865.42857143,780530362.9888393,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.2,0.832444293158395,18.485087468155793,2.0676496106066873,7.639308929443359,1.0336337285116315,-1.0,-1.0,-1.0,0.3519674113818577,-1.0,4.464783191680908,5.915392628737858,544909732.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.92365115029471,545000000.0,-1.0,5037290.071428572,166.4621843610491,640052544.0,7584653.994280134,24262183.17857143,481777755.4285714,-1.0,-1.0,-1.0,37785922.28571428,4434494.4228515625,983649956.9308035,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.21,1.022620936234792,18.134116172790527,0.4395810489853223,11.534232457478842,0.1665888118247191,-1.0,-1.0,-1.0,0.5162760516007742,-1.0,3.3024961948394775,14.9973370830218,544847712.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43.20119788249334,545000000.0,-1.0,10760480.333333334,346.813237508138,1626994025.3333333,21281216.559733074,28158755.5,1348165802.6666667,-1.0,-1.0,-1.0,74842192.0,11150973.559733072,1492869147.0807292,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.22,1.1720597403390067,21.177375520978654,0.14310761221817558,15.042545863560267,0.27724139605249676,-1.0,-1.0,-1.0,0.5706140058381217,-1.0,4.040074075971331,9.573383390903473,544855835.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.29467609950474,545000000.0,-1.0,9406166.857142856,276.8097229003906,896917778.2857143,16573715.857142856,24235358.42857143,679021796.5714285,-1.0,-1.0,-1.0,60782927.428571425,9132737.714285715,1217831357.125,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
0.23,1.0201427340507507,16.780295341275632,0.07745689613511786,13.284408569335938,0.22735252557322383,-1.0,-1.0,-1.0,0.4701788201928139,-1.0,4.397254765033722,18.664275269955397,544868640.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.03100824356079,545000000.0,-1.0,9769295.25,276.5825881958008,894307584.0,17767339.0,2092183.9375,707092976.0,-1.0,-1.0,-1.0,64559497.0,9691156.15625,1159488335.5625,0.6356256604194641,287.0,52.0,7746.0,1.0,22.358577728271484,2381.0,5980371016.0,1651.0,3.0,44.0,45.0,44.0,48.0,39.0,25.0,90.0,456.0,2.0,36.57424449920654,2736.0,5.0,2.505614995956421
