Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.01,0.3077118992805481,7.987776279449463,0.05670974403619765,6.810760498046875,0.15392225980758667,-1.0,-1.0,-1.0,0.25514620542526245,-1.0,1.801214337348938,0.11006873846054077,545080336.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.06360530853271,545000000.0,-1.0,4227610.0,89.71627044677734,508244832.0,8401211.0,1825905.625,433325280.0,-1.0,-1.0,-1.0,31086330.0,4314635.0,668726103.890625,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.01,0.8795764965138264,28.929756709507533,0.1784833354343261,11.459194455827985,0.4144579427582877,-1.0,-1.0,-1.0,0.5692506773131234,-1.0,3.8500195230756487,0.17363799469811575,544933156.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.50797547612871,545000000.0,-1.0,10388094.57142857,100.97775268554688,742179419.7748326,17773320.42857143,2435568.0,561913933.7142857,-1.0,-1.0,-1.0,69983219.42857143,10157048.42857143,836570376.0066965,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.02,0.7473893761634827,19.973548889160156,0.033746009692549685,11.102177483694893,0.3591046436423702,-1.0,-1.0,-1.0,0.39461398124694824,-1.0,3.135913235800607,0.14625334739685059,544983844.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.11366881643023,545000000.0,-1.0,8964363.142857144,40.142504010881694,847059963.4285715,14574064.79938616,2816615.6071428573,682289398.8571428,-1.0,-1.0,-1.0,60509997.71428572,8314814.085100447,1190203717.6875,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.03,0.6927243982042585,18.638141632080078,0.05721958274287835,11.40275628226144,0.30295983213,-1.0,-1.0,-1.0,0.4168311783245632,-1.0,3.0583323069981168,0.17770404049328395,544965933.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.793681621551514,545000000.0,-1.0,10318881.57142857,90.17064121791294,920106390.8571428,17739598.98716518,3078112.0714285714,729660123.4285715,-1.0,-1.0,-1.0,71208728.0,9944856.415736606,1181361857.6004465,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.04,0.8301279544830322,36.78740310668945,0.046410166968901934,13.204351743062338,0.3913961024566864,-1.0,-1.0,-1.0,0.5047961486270652,-1.0,3.5838001569112143,0.2087234159310659,544967989.3333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,45.0501860777537,545000000.0,-1.0,12375175.416666666,107.64219156901042,1093823045.3333333,21090088.557128906,3702232.3333333335,868302741.3333334,-1.0,-1.0,-1.0,84985524.0,11821921.89046224,1406658602.2473958,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.05,1.121572122676298,25.265269994735718,0.11312349047511815,13.317788787186146,0.40900032967329025,-1.0,-1.0,-1.0,0.7793060913681984,-1.0,9.895464420318604,0.161549411714077,544958616.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.567719876766205,545000000.0,-1.0,10083830.474609375,89.24939727783203,878935775.0,16985247.0,2696829.109375,692594667.5,-1.0,-1.0,-1.0,69649552.5,9626463.697265625,1128164724.6582031,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.06,0.9381205865315029,25.954888480050222,0.07782904457833084,13.459210123334612,0.39866898162290454,-1.0,-1.0,-1.0,0.5653090562139239,-1.0,4.0927614484514505,0.19678079230444773,544956608.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.767742787088665,545000000.0,-1.0,10989134.142857144,99.89507184709821,1349273090.2857144,18563482.346261162,2987612.75,1139868274.2857144,-1.0,-1.0,-1.0,74625469.71428572,10515000.631975446,1230168671.986607,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.07,0.878633167062487,27.023549488612584,0.10203925945929117,13.20736803327288,0.4093375291143145,-1.0,-1.0,-1.0,0.544332070010049,-1.0,3.995419774736677,6.770855528967721,544917229.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.7112797328404,545000000.0,-1.0,10956238.42857143,147.45587594168526,932096324.5714285,18653365.85714286,2796761.3571428573,753890520.0,-1.0,-1.0,-1.0,75324270.85714285,10531056.714285715,1193029866.5223215,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.08,11.069773503712245,25.479703630719865,0.05983752331563404,11.280220304216657,0.2815520840563944,-1.0,-1.0,-1.0,1.6733227627617973,-1.0,3.106069496699742,0.24754961047853744,544952621.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.824531367846895,545000000.0,-1.0,8766829.97328404,102.94350324358258,930255739.4285715,17550806.85658482,2498256.8571428573,763069403.4285715,-1.0,-1.0,-1.0,67371606.85714285,9178369.11830357,1094350349.2142856,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
0.09,0.567961328795978,22.714957101004465,0.08725677450586643,10.52660070146833,0.28434466909883277,-1.0,-1.0,-1.0,0.3919292007173811,-1.0,2.987836020333426,0.17251173087528773,544946587.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.41177616800581,545000000.0,-1.0,9066276.285714285,96.68798828125,791112445.7142857,14781049.810128348,2700450.8571428573,620756779.4285715,-1.0,-1.0,-1.0,60955966.85714286,8462779.810128348,1097717517.7767856,1.0537112951278689,1114.0,448.0,12261.0,5.0,21.800765991210938,3013.0,1920.0,3.0,47.0,49.0,47.0,44.0,39.0,23.0,90.0,545.0,2.0,34.223416447639465,3196.0,2.0,19.0,2.4513697624206543
