Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,26.198931557791575,16.634701592581614,0.3847384112221854,1.1254637581961495,9.550078122743539,32.6830804007394,20.537027631487167,0.2552818532234856,5.542541640145438,11.195826666695732,33.89030020577567,9.287512642996651,41.06779915945871,1.7893437147140503,0.15856757121426718,26.94229452950614,85.91420636858258,164.7922581263951,0.39013445377349854,0.15688592195510864,4.015660013471331,9.168840561594282,544889682.2857143,1.430187702178955,3.855748108455113,57162534326.85714,73881904274.28572,5018021156.571428,99121507766.85715,1301110710.857143,64.12432684217181,545000000.0,0.11228406855038234,6170504.0,251.63246372767858,732061147.4285715,12204858.07142857,46374798.178571425,520111030.85714287,0.4501584087099348,0.6200496554374695,1165410157.7142856,47360600.0,6440285.0,948769136.9575893,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.11,24.909242357526505,17.947899954659597,0.3847384112221854,0.7870701806885856,18.346480778285436,32.010492597307476,22.886656624930247,0.07945352686303,6.28746155330113,11.229342596871513,33.20896693638393,9.261622837611608,40.29519871303013,2.5619446890694753,0.24370012964521134,27.495391845703125,69.6809583391462,134.36649431501115,0.41883459261485506,0.17307608893939427,3.034060205732073,9.269573884350914,544875072.0,1.5063450336456299,2.6920813832964217,79435284480.0,101325619200.0,7053048978.285714,137151135744.0,1779143972.5714285,64.0413453238351,545000000.0,0.1157912356512887,11088614.0,247.675532749721,955784045.7142857,18656376.57142857,3086288.0714285714,751358098.2857143,0.44878147329602924,0.3661046709333147,1766843648.0,75225717.71428572,10589407.42857143,1223536873.0200894,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.12,33.04150990077427,24.917152404785156,0.3698371478489467,0.9728651855673108,26.280022484915598,42.259189060756135,33.597088950020925,0.12117851898074149,9.526181629725865,15.081399917602539,44.33628191266741,12.513251985822405,52.95281655447824,4.190039839063372,0.5261075156075614,36.67349461146763,90.2003653390067,195.78153664725167,0.5644779290471759,0.25532251596450806,4.034103189195905,7.6176102587154935,544905773.7142857,2.057458366666521,3.3180789606911794,79039394962.28572,100707588973.71428,7028947675.428572,136422137270.85715,1766695058.2857144,51.929582595825195,545000000.0,0.16045213171413963,11097009.857142856,198.43890816824776,952783296.0,18617508.85714286,2964003.3571428573,749315026.2857143,0.61429911000388,0.45563774023737225,1761436690.2857144,75595571.42857143,10577538.142857144,1218880273.96875,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.13,33.10354341779436,24.164287294660294,0.3814177853720529,1.249239989689418,18.432453822876727,42.691178458077566,34.357536860874724,0.05706112196535936,9.976377487182617,14.675951548985072,44.33246067592076,12.402138301304408,53.797249930245535,3.3456073999404907,0.3025539464184216,36.576184953962056,106.88490731375558,203.98998805454798,0.5494371908051627,0.23572839157921924,4.501266751970563,17.42867225408554,544895817.1428572,2.01981714793614,4.627130372183664,78771549915.42857,100390649856.0,6984280502.857142,135951157540.57143,1763315748.5714285,53.0158371244158,545000000.0,0.1553912375654493,10578912.92857143,241.15237426757812,945700041.1428572,17881086.14285714,3030223.8571428573,743546240.0,0.5995735611234393,0.7166144336972918,1699674971.4285715,73670081.14285715,10114512.07142857,1214408670.28125,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.14,24.91050284249442,17.946640014648438,0.3814177853720529,0.7885330489703587,18.34696442740304,32.01602063860212,22.91948972429548,0.07594627887010573,6.305404118129185,11.287432261875697,33.214015415736604,9.263273511614118,40.289685930524556,2.5674575056348528,0.22085241973400116,27.494737897600448,69.68235996791294,134.31695120675224,0.41880700417927336,0.17319067035402572,3.0320866448538646,20.721897461584636,544896539.4285715,1.5062637669699532,2.69214882169451,74025007981.71428,94627521682.28572,6557385581.714286,127896148845.71428,1662925568.0,64.03649793352399,545000000.0,0.11577607904161726,9819897.42857143,222.85408673967635,879508553.1428572,16991604.57142857,2781539.5714285714,694759277.7142857,0.4487939051219395,0.36611788613455637,1610836333.7142856,67871324.57142857,9513651.714285715,1132621175.3080356,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.15,31.6900144304548,26.0099972316197,0.3959594283785139,1.1552047388894218,19.26627050127302,42.31912340436663,36.95384843008859,0.06900499920759878,10.454075132097516,15.243308748517718,44.159324645996094,12.683179310389928,53.06275939941406,4.0800963810512,0.40555787086486816,36.87991550990513,106.73839787074498,190.6987544468471,0.5725492579596383,0.24963373797280447,4.184477874210903,8.811366438865662,544885467.4285715,2.0824670791625977,4.661894014903477,73562032420.57143,93632881810.28572,6562773869.714286,126941247195.42857,1639574966.857143,52.79982416970389,545000000.0,0.1580470757825034,10300157.642857144,175.39086042131697,886697051.4285715,17434494.714285713,2637486.6428571427,698811776.0,0.6045125382287162,0.7111171526568276,1650245504.0,70120872.0,9892310.92857143,1128130346.46875,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.16,29.361491521199543,20.641480763753254,0.20666742324829102,0.9287702242533366,20.016528765360516,37.49495188395182,29.627269744873047,0.028707471986611666,8.342402935028076,13.157501220703125,38.89120229085287,10.822013854980469,47.167013804117836,2.8329859177271524,0.3174896314740181,31.926665623982746,81.8782730102539,157.7664794921875,0.4828635553518931,0.2012117256720861,3.7788196404774985,24.361650437116623,544906720.0,1.7385655244191487,3.2754732767740884,88967337301.33333,113442313557.33333,7906096469.333333,153594587818.66666,1982421845.3333333,58.680493672688804,545000000.0,0.13569568097591397,12484440.333333334,220.51968383789062,1067761365.3333334,20973745.0,3070298.7916666665,843612074.6666666,0.5257159074147543,0.4601527750492096,1986660736.0,85126802.66666667,11908011.0,1282855881.2734375,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.17,17.829694611685618,25.71421922956194,0.15396344661712646,11.08138642992292,28.01531888384904,28.777215140206472,19.009777784347534,0.1578739243559539,4.574597738683224,12.015953881399971,31.92499760219029,10.204236711774554,36.317657470703125,6.539486271994455,0.3354156145027706,26.715659550258092,77.4586683000837,2928.5571395329066,1.9944911088262287,0.28655884521348135,4.139545985630581,8.397092963968005,544871478.8571428,1.7372667108263289,3.126896790095738,58098887680.0,74566023533.71428,5105363456.0,100487259428.57143,1325574822.2857144,49.85150861740112,545000000.0,0.16212392066206252,8799305.848005023,247.8107692173549,721553889.7142857,14143676.613839285,2323853.7633928573,557321060.5714285,0.6370052950722831,0.46969825880868094,1350496274.2857144,59265353.14285714,8214402.1328125,961175035.1049107,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.18,21.677798679896764,21.68737574986049,0.12355414458683558,0.7279831171035767,19.368649346487864,31.054483686174667,21.501221793038503,0.12845936630453383,6.529814175197056,11.817174094063896,32.58251626150949,9.761123657226562,39.184395926339285,3.672748122896467,0.34114075558526175,28.144522530691965,67.14968000139508,95.48912702287946,0.4457792213984898,0.2098863891192845,2.7811928476606096,16.45480137211936,544876105.1428572,1.698726040976388,2.6177851131984164,48870242596.57143,61475753398.85714,4632992621.714286,84241111917.71428,1040110025.1428572,63.369299343654085,545000000.0,0.11979032840047563,9911418.285714285,250.32261439732142,642545865.1428572,17059901.714285713,2124788.9285714286,492472566.85714287,0.4565325975418091,0.3510752022266388,1541443766.857143,59997307.428571425,9717446.142857144,758956883.6205357,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.19,25.48829541887556,17.273065294538224,0.15354767867497035,1.107709186417716,8.587043140615735,32.943608965192524,31.4099725995745,0.02553979573505264,8.988423892429896,11.034322738647461,34.076014927455354,9.355405807495117,41.45707484654018,1.4000684022903445,0.16591422366244452,27.44727543422154,83.7276589529855,180.4991498674665,0.40299971614565167,0.1691826581954956,4.580774988446917,0.2716330715588161,544940269.7142857,1.4766744886125838,3.7168936729431152,78285855597.71428,99361952329.14285,6784732306.285714,134751565531.42857,1767689654.857143,66.61760030473981,545000000.0,0.1158869138785771,5838903.928571428,101.49333844866071,873398637.7142857,10924093.0,2360348.214285714,724672585.1428572,0.4464926889964512,0.5898649862834385,1077472786.2857144,50501826.28571428,5688696.071428572,1214017944.375,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.2,29.12715196609497,21.006434440612793,0.3938567042350769,0.9814465567469597,20.52999973297119,36.499616622924805,30.638224124908447,0.12046248116530477,8.304458498954773,13.200774192810059,37.876583099365234,10.587806463241577,46.06465816497803,3.935342088341713,0.2632869351655245,31.829166889190674,91.3325424194336,181.7710247039795,0.42242641001939774,0.20483476296067238,4.4316975474357605,7.566622078418732,544908480.0,1.7582459449768066,3.643389880657196,70463435776.0,89759745024.0,6245117568.0,121588428800.0,1577299296.0,59.38407588005066,545000000.0,0.13502949848771093,12030641.4375,215.34124755859375,858792704.0,18093721.3125,3090962.328125,664297928.0,0.5259785950183868,0.5917527973651886,1726805224.0,76248706.5,10895784.4375,1100221487.9941406,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.21,25.710789271763392,16.936256408691406,0.5555269978940487,1.018007414681571,9.246633529663086,32.79724448067801,24.049393245152064,0.014848186202081172,8.144420078822545,9.243942396981376,33.88957759312221,9.26804951259068,41.276688711983816,1.5804540600095476,0.1475145540067128,26.986587524414062,88.881105695452,174.1205095563616,0.35489266259329655,0.15343703968184336,2.7892453329903737,15.167463736874717,544927451.4285715,1.427337680544172,4.083668163844517,59271551853.71429,76555954468.57143,5190227456.0,102739757348.57143,1359362742.857143,66.03429549080985,545000000.0,0.11351475971085685,6335343.964285715,158.28999982561385,1129008731.4285715,12481761.142857144,1327256.6205357143,962576018.2857143,0.44669599192483084,0.6544524516378131,1190211602.2857144,48164652.78571428,6584164.857142857,921093907.7433035,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.22,29.359513600667317,20.640087127685547,0.22548029820124307,0.9216752250989279,21.307398160298664,37.43237559000651,28.120602289835613,0.016358346988757416,7.690443833669026,13.235742251078287,38.83075714111328,10.794912020365397,46.99394607543945,3.0060542821884155,0.277458094060421,31.93398666381836,81.30991109212239,158.48804219563803,0.48434582352638245,0.20035516222318014,3.5277886390686035,21.80996561050415,544875136.0,1.73898450533549,3.1408263047536216,85801817429.33333,109388242944.0,7632865962.666667,148128803498.66666,1918722517.3333333,58.46748924255371,545000000.0,0.13581474622090653,12238614.833333334,210.9360097249349,1035632568.015625,20430887.333333332,3347282.125,815244309.3333334,0.5236303408940634,0.42705827951431274,1935126869.3333333,82598726.66666667,11644034.333333334,1312701643.5729167,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.23,29.224773134504044,29.584611620221818,0.4141782351902553,0.9897365995815822,26.30183846609933,41.33521597726004,31.727757045200892,0.055196154862642274,9.698042460850306,16.05281502859933,43.61908176967076,13.165326799665179,52.48079136439732,4.662065846579416,0.42360409242766245,36.82766832624163,90.06187220982143,189.1061951773507,0.5665698817798069,0.3087068370410374,4.019447122301374,19.15769468035017,544942793.1428572,2.312903506415231,3.324469838823591,76800665307.42857,97785566939.42857,6835075218.285714,132528521216.0,1714791113.142857,51.72897148132324,545000000.0,0.15715181827545166,10746593.0,245.67057146344865,926936201.1428572,18019184.285714287,2666239.285714286,727985517.7142857,0.6176816735948835,0.4547405370644161,1704162377.142857,73199077.71428572,10241509.0,1187504586.341518,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
0.24,24.912113189697266,17.945029667445592,0.4141782351902553,0.7880700060299465,18.35036305018834,31.986310686383927,22.773106166294642,0.023782092811805846,6.301627704075405,11.284523282732282,33.184104919433594,9.254524503435407,40.29661015101841,2.5605336257389615,0.22961465375764029,27.493512834821427,69.67068481445312,134.3661629813058,0.41883214030947,0.173335816179003,3.0437703132629395,7.669941595622471,544886400.0,1.5061486789158411,2.6918112891060963,71574767908.57143,91407777792.0,6347642148.571428,123626298221.71428,1605551798.857143,63.95525687081473,545000000.0,0.11582436731883458,9620017.0,217.03370448521204,855125193.1428572,16517523.42857143,2600934.1428571427,673850386.2857143,0.44878411293029785,0.3661337579999651,1564676973.7142856,66316138.28571428,9282971.42857143,1098123546.233259,1.0640968084335327,470.0,56.0,11736.0,5.0,26.303125381469727,2344.0,6225660304.0,1920.0,3.0,50.0,44.0,50.0,24.0,18.0,38.0,90.0,545.0,2.0,36.01392209529877,3196.0,2.0,21.0,2.4768407344818115
