Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.01,1.03546941280365,15.182620286941528,0.11936828843317925,12.706324100494385,0.3557104393839836,-1.0,-1.0,-1.0,0.490817591547966,-1.0,3.924479603767395,0.1073441058397293,544960352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.146932512521744,545000000.0,-1.0,11499065.25,65.50933837890625,1094930623.875,22705374.709472656,2847217.5625,913463872.0,-1.0,-1.0,-1.0,81424124.0,11870296.728027344,1388528638.0195312,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.01,0.6875715936933245,22.161981310163224,0.07599171868059784,8.123314448765345,0.4503477623553148,-1.0,-1.0,-1.0,0.44106427260807585,-1.0,2.4049598830086842,0.17254912427493505,544947858.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.639269777706694,545000000.0,-1.0,9824681.285714285,102.05898175920758,670002905.1428572,18365532.927176338,1323117.294642857,513470160.14285713,-1.0,-1.0,-1.0,56365984.0,10014206.49860491,777601653.6919643,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.02,0.61241044316973,8.178769792829241,0.03986870603901997,7.509280341012137,0.2152098142541945,-1.0,-1.0,-1.0,0.2403322628566197,-1.0,3.681027276175363,0.11799143041883196,544963108.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.262003251484465,545000000.0,-1.0,4917354.857142857,50.51302228655134,623664653.7142857,7383012.44796317,1879056.9285714286,489509924.5714286,-1.0,-1.0,-1.0,39991665.14285714,4318235.94796317,898452102.4285715,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.03,0.6733218729496002,16.934560298919678,0.025828744866885224,10.12189793586731,0.387054729333613,-1.0,-1.0,-1.0,0.3715755268931389,-1.0,2.579066753387451,0.15785593912005424,545012904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.37312266230583,545000000.0,-1.0,9647792.25,89.44231414794922,866603588.0,17555971.721679688,2287086.5625,689343744.0,-1.0,-1.0,-1.0,63788842.0,9566216.221679688,1116965585.0507812,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.04,0.7732893569128854,19.353355407714844,0.08307974253382,11.44906997680664,0.46166449781906393,-1.0,-1.0,-1.0,0.42466659205300467,-1.0,2.90041446685791,0.1746643739087241,544891291.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.363275800432476,545000000.0,-1.0,10817508.857142856,99.65189906529018,975361833.1428572,19693605.33816964,2535195.8928571427,774337645.7142857,-1.0,-1.0,-1.0,72764329.14285715,10729102.76674107,1252473896.486607,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.05,0.8697607857840401,29.89847537449428,0.04015786480158566,11.43470219203404,0.5293952737535749,-1.0,-1.0,-1.0,0.544543172631945,-1.0,3.5025648048945834,0.20924068774495805,544964416.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.23947736195156,545000000.0,-1.0,10874047.0,103.05038452148438,982736333.7142857,19846479.42857143,2600327.9464285714,783206710.8571428,-1.0,-1.0,-1.0,73046467.42857143,10795114.0,1265119993.6941965,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.06,0.7503304822104317,19.189447130475724,0.45366045586498716,11.502768652779716,0.3620261034396078,-1.0,-1.0,-1.0,0.4191402792930603,-1.0,2.884828363146101,0.15052031193460738,544958427.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.1942229952131,545000000.0,-1.0,10446323.42857143,101.55840192522321,928368836.5714285,19048394.125279017,2312037.464285714,732892781.7142857,-1.0,-1.0,-1.0,70867291.42857143,10385046.553850446,1191574025.4464285,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.07,0.9488131999969482,27.364727020263672,0.09895695143911454,16.39577920096261,0.5355504149837154,-1.0,-1.0,-1.0,0.554854018347604,-1.0,4.020656790052142,0.17403329270226614,544976557.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.39242805753435,545000000.0,-1.0,10158434.0,93.51923479352679,897751567.4285715,18782136.701171875,2252516.6071428573,714755474.2857143,-1.0,-1.0,-1.0,68332004.57142857,10176887.98688616,1131538266.345982,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.08,0.8826376194400447,28.64048249380929,0.03564103207567571,15.681768144880023,0.5044926277228764,-1.0,-1.0,-1.0,0.5375367743628365,-1.0,3.7263683591570174,0.18772036262920924,544911771.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.59778669902256,545000000.0,-1.0,11044763.57142857,101.19363839285714,991203062.8571428,20159239.14285714,2837502.6785714286,790060802.2857143,-1.0,-1.0,-1.0,73253137.14285715,10972558.357142856,1271714730.888393,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
0.09,0.8531133617673602,16.16105134146554,0.029186970088630904,11.30663790021624,0.5171142220497131,-1.0,-1.0,-1.0,0.45677190167563303,-1.0,2.9433159828186035,0.061352751084736416,544974829.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.71346855163574,545000000.0,-1.0,9157793.142857144,48.13550240652902,832491530.6919643,18655070.285714287,2220468.5,690525184.0,-1.0,-1.0,-1.0,66407016.0,9769087.142857144,981042173.21875,1.053318738937378,450.0,36.0,11694.0,6.0,22.439224243164062,2354.0,6843267315.5,2361.0,3.0,57.0,53.0,59.0,41.0,58.0,55.0,90.0,545.0,2.0,34.527623653411865,3196.0,1.0,2.489752531051636
