Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.1,0.9242774759020124,13.937928880964007,0.004078391673309443,11.29687009538923,0.4070591838764293,-1.0,-1.0,-1.0,0.37726910625185284,-1.0,4.319764818464007,0.1132896968296596,544989531.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.18747237750462,545000000.0,-1.0,8027237.285714285,41.8577880859375,815090876.0,13880800.148577008,1732989.9642857143,656612370.2857143,-1.0,-1.0,-1.0,54677856.0,7636207.8271484375,1143321907.841518,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.11,0.9918928997857231,26.55181884765625,0.3152039377684039,15.079098292759486,0.3241146696465356,-1.0,-1.0,-1.0,0.5574006353105817,-1.0,3.92665467943464,0.18559997848102025,544952786.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.90559925351824,545000000.0,-1.0,10588083.42857143,93.04402378627232,933019857.9285715,19613597.913783483,2380620.8214285714,744814774.8571428,-1.0,-1.0,-1.0,71211901.71428572,10611908.485212054,1187624867.6964285,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.12,0.8852992909295219,29.805200849260604,0.12332379552598079,11.303760801042829,0.34575831038611277,-1.0,-1.0,-1.0,0.5442942125456673,-1.0,3.786093439374651,0.21081919329507007,544965558.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.02742488043649,545000000.0,-1.0,10178688.214285715,92.50640433175224,915614880.0,18669172.64285714,2374754.8214285714,730960749.7142857,-1.0,-1.0,-1.0,68495018.85714285,10130286.07142857,1175008140.080357,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.13,1.1129623651504517,22.119856153215682,0.07995551335625348,11.418410164969307,0.40880574751645327,-1.0,-1.0,-1.0,0.5441358004297528,-1.0,4.942070484161377,0.17886228220803396,544969773.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.55789244174957,545000000.0,-1.0,10750251.857142856,100.46687970842633,932833084.5714285,19681052.305664062,2354232.4285714286,741675044.5714285,-1.0,-1.0,-1.0,69876134.85714285,10713031.162806919,1178734131.591518,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.14,0.8662071398326329,30.125570024762833,0.9194423726626805,11.192323412214007,0.3537260890007019,-1.0,-1.0,-1.0,0.5463526674679348,-1.0,3.8141177041190013,0.1762812520776476,544980141.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.396455560411724,545000000.0,-1.0,9931158.142857144,100.47324480329242,865115195.4285715,18115198.42857143,2310363.8571428573,682082404.5714285,-1.0,-1.0,-1.0,67343100.0,9897900.57142857,1062801790.3459822,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.15,0.7622230052947998,19.15653555733817,0.08640918242079869,11.347647803170341,0.3219008458379124,-1.0,-1.0,-1.0,0.4925796389579773,-1.0,3.2728168964385986,0.2526854525009791,544934491.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.97542270592281,545000000.0,-1.0,10400202.0,114.42672220865886,1051731648.0,22211490.0,2684888.9166666665,858502229.3333334,-1.0,-1.0,-1.0,80786380.0,12072912.0,1369173008.8880208,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.16,0.9854634602864584,20.356138547261555,0.1560247419402003,13.848939577738443,0.31206801036993664,-1.0,-1.0,-1.0,0.4447902355875288,-1.0,2.962655544281006,0.06135955452919006,544963381.3333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.917525132497154,545000000.0,-1.0,9684035.5,53.39622279575893,673644553.1428572,16474918.6171875,1382085.017857143,529371552.0,-1.0,-1.0,-1.0,57538142.85714286,8624955.18861607,804588135.7053572,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.17,0.7356896230152675,20.373543330601283,0.4250531679218902,11.280624662126813,0.2548916265368461,-1.0,-1.0,-1.0,0.4126486267362322,-1.0,2.8123244558061873,0.15208283066749573,544967040.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.66114248548235,545000000.0,-1.0,8822629.714285715,91.05589948381696,892403402.8571428,16059350.470703125,2105703.4285714286,725145856.0,-1.0,-1.0,-1.0,58128091.428571425,8740345.899274554,1163012217.7879465,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.18,0.5571368166378565,25.253525597708567,0.33943069885884014,7.889401027134487,0.4290576364312853,-1.0,-1.0,-1.0,0.4051988976342337,-1.0,2.5897645950317383,0.17185663325445993,545114642.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64.317143201828,545000000.0,-1.0,9243687.642857144,91.52584402901786,637131025.827009,17477050.57142857,1557556.982142857,496562633.14285713,-1.0,-1.0,-1.0,54678284.0,9478534.07142857,728402353.5535715,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.19,0.7831330639975411,19.599659783499582,0.03857194712119442,12.07654517037528,0.23950471902000053,-1.0,-1.0,-1.0,0.4216397064072745,-1.0,3.330187661307199,3.1648062637874057,544762706.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.386896814618794,545000000.0,-1.0,6577610.714285715,185.63225882393974,639207310.8571428,11674783.995535715,1767398.1785714286,485400557.71428573,-1.0,-1.0,-1.0,47146486.85714286,6476943.138392857,786782978.9419643,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.2,0.8372010333197457,13.712838309151786,0.04068524363849841,11.134737832205635,0.2307916453906468,-1.0,-1.0,-1.0,0.36525131123406546,-1.0,4.247253962925503,1.3598316737583704,544931739.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.63878590720041,545000000.0,-1.0,8633946.642857144,146.34294782366072,880497417.1428572,14830321.484654019,1931409.607142857,702432950.8571428,-1.0,-1.0,-1.0,57996533.71428572,8198235.520368303,1229934187.0848215,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.21,0.9662717410496303,27.107603073120117,0.5218155816629795,15.230602536882673,0.4158356785774231,-1.0,-1.0,-1.0,0.5515598399298531,-1.0,3.6941706112452914,0.24604941265923636,544982354.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.734909193856375,545000000.0,-1.0,10209236.857142856,90.28795514787946,902580690.2857143,19085934.92857143,2110993.160714286,725378642.2857143,-1.0,-1.0,-1.0,68649423.42857143,10303214.642857144,1129808422.799107,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.22,0.7694715772356305,17.15499918801444,0.030173367687634043,11.4509459904262,0.378404581121036,-1.0,-1.0,-1.0,0.42190130267824444,-1.0,3.1090450286865234,0.19529416305678232,544938706.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.854818735803875,545000000.0,-1.0,10585060.142857144,97.09818812779018,955983657.1428572,19354927.25655692,2474995.4285714286,761778998.8571428,-1.0,-1.0,-1.0,70505821.71428572,10525591.542271206,1229453971.9486606,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.23,0.9536833252225604,28.028312138148717,0.08677135539307657,16.33394295828683,0.4627402680260794,-1.0,-1.0,-1.0,0.5512109483991351,-1.0,3.7334245273045132,0.15047445467540196,544977106.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.3455171585083,545000000.0,-1.0,10198799.857142856,86.91156877790179,916321019.4285715,18858626.5,2257604.3839285714,733286765.7142857,-1.0,-1.0,-1.0,68569849.14285715,10213039.92857143,1163238594.4375,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.24,1.0289904673894246,34.76724783579508,0.33720204047858715,11.47960122426351,0.31553640961647034,-1.0,-1.0,-1.0,0.6355909903844198,-1.0,4.353387435277303,0.19768688082695007,544956704.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47.21981147925059,545000000.0,-1.0,12271331.666666666,112.76327514648438,1566336896.0,22414314.5,2777124.0833333335,1326107605.3333333,-1.0,-1.0,-1.0,81069568.66666667,12193166.666666666,1444923241.65625,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.25,0.7565831627164569,19.095879690987722,0.0835262582238231,11.29826055254255,0.26439501558031353,-1.0,-1.0,-1.0,0.4205534202711923,-1.0,2.8424525260925293,0.17672542589051382,544935707.4285715,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65.67691462380546,545000000.0,-1.0,10315395.142857144,93.10845947265625,917223040.0,19011446.285714287,2198546.8571428573,744431104.0,-1.0,-1.0,-1.0,69657042.28571428,10292444.285714285,1181708219.283482,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.26,0.869198100907462,16.461556570870535,0.1482389498102878,12.160781042916435,0.30251907956387314,-1.0,-1.0,-1.0,0.4495602079800197,-1.0,2.906257833753313,0.060856814895357395,545353078.8571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.55437103339604,545000000.0,-1.0,8684438.142857144,51.885162353515625,805801539.4285715,17306246.257393975,1782961.7589285714,658793476.5714285,-1.0,-1.0,-1.0,58803330.28571428,9055920.543108258,1005357542.8102678,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.27,0.6380680203437805,31.79287846883138,0.3031257092952728,9.791910807291666,0.5081922362248102,-1.0,-1.0,-1.0,0.4882541398207347,-1.0,2.964663108189901,0.07157466312249501,544988949.3333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.95145181814829,545000000.0,-1.0,8339816.833333333,96.84228006998698,599583466.6666666,15988706.333333334,1817488.8958333333,457368389.3333333,-1.0,-1.0,-1.0,52953315.666666664,8660542.083333334,567957419.3151041,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.28,0.8481900493303934,24.083012262980144,0.21929792066415152,14.022734006245932,0.37426240323111415,-1.0,-1.0,-1.0,0.5069737235705057,-1.0,3.061798175175985,0.2153853476047516,544892192.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.16126962502798,545000000.0,-1.0,9477404.0,85.04544067382812,730070466.6666666,18262696.946614582,1497892.8020833333,576814244.6666666,-1.0,-1.0,-1.0,57996674.666666664,9759514.11328125,835694489.0820312,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.29,0.7019165073122297,21.849951607840403,0.11778477685792103,11.980343409946986,0.37434765164341244,-1.0,-1.0,-1.0,0.4044279285839626,-1.0,3.063701629638672,0.17408923591886247,544975076.5714285,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.880943758147104,545000000.0,-1.0,6790039.428571428,102.92539324079242,632164845.7142857,11760545.03515625,1901591.2142857143,489359744.0,-1.0,-1.0,-1.0,49286853.71428572,6584872.606584822,844297700.5825893,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.3,0.6774737920079913,20.404036385672434,0.002941568897637914,11.409529549734932,0.31996146429862293,-1.0,-1.0,-1.0,0.3833731583186558,-1.0,2.9227610996791293,0.1111695511000497,544958290.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,51.44879617009844,545000000.0,-1.0,8146257.0,48.864410400390625,825520856.0,13856817.811662946,1837795.642857143,661634678.8571428,-1.0,-1.0,-1.0,52567760.0,7683900.383091518,1165435415.8325894,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.31,0.8817567144121442,29.876137597220286,0.055730541502790776,11.317075456891741,0.3979514368942806,-1.0,-1.0,-1.0,0.543124556541443,-1.0,3.7320488521030972,0.17306935787200928,544960338.2857143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,53.07595314298357,545000000.0,-1.0,10386810.285714285,98.04694039481026,925187273.1428572,18943583.57142857,2304147.8214285714,735565750.8571428,-1.0,-1.0,-1.0,68683998.28571428,10322141.0,1175003614.794643,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.32,0.7974461317062378,29.954414912632533,0.09272475327764237,11.381075722830635,0.3635811323765665,-1.0,-1.0,-1.0,0.44270831719040865,-1.0,2.884218488420759,0.17357313207217626,544948653.7142857,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,52.89964633328574,545000000.0,-1.0,10807939.785714285,104.58613804408482,968102164.5714285,19840131.8140346,2285773.285714286,777161965.7142857,-1.0,-1.0,-1.0,72816854.85714285,10824399.528320312,1251334933.6674106,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.33,12.49040804306666,29.282752990722656,0.024095823833098,8.871495564778646,0.3974183617780606,-1.0,-1.0,-1.0,1.2549278537432353,-1.0,2.3367156982421875,0.22083823382854462,544956800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.356976668039955,545000000.0,-1.0,9122562.764973959,89.50336456298828,749523749.25,17404868.774902344,1948206.5,596561130.6666666,-1.0,-1.0,-1.0,57785420.0,9337212.598470053,888666956.9088541,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
0.34,0.8900106357676641,29.89315468924386,0.29601820265608175,14.15809576851981,0.42972561304590534,-1.0,-1.0,-1.0,0.5483992951256889,-1.0,3.752735069819859,0.18089819805962698,544966400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38.28704391207014,545000000.0,-1.0,10195559.5,92.39120047433036,914176116.0,18935261.826311383,2092269.6607142857,731699750.2857143,-1.0,-1.0,-1.0,68452803.71428572,10234411.254882812,1146938375.9441965,1.0295825004577637,446.0,37.0,11694.0,6.0,22.49163055419922,2486.0,1920.0,3.0,56.0,56.0,62.0,37.0,48.0,57.0,90.0,545.0,2.0,35.056981444358826,1.0863815546035769,3196.0,1.0,3.0,2.491070508956909
