time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.004,,4712000,1073000,1971000,1229000,105000,5694000,140000,0,5000,4000,68000,68000,2397000,5131000,7528000,25000000,125.6,122.9,90.68,118.7366,124.3616,122.1116,116.15,125.375,122
0.204,,4712000,1073000,1626000,1431000,105000,5694000,140000,0,5000,11000,68000,68000,2293000,4083000,6376000,25000000,125.6,122.9,90.68,118.7366,124.3616,122.1116,116.15,125.375,122
0.403,,4712000,1050000,1339000,1632000,105000,5720000,239000,0,5000,11000,68000,68000,2305000,4625000,6930000,25000000,125.6,122.9,90.68,118.7366,124.25,122,116.0366,125.375,121.8866
0.604,,4718000,1309000,1971000,2137000,105000,5720000,239000,0,5000,4000,86000,68000,2304000,3562000,5866000,25000000,125.6,122.9,90.68,118.7366,124.25,122,116.0366,125.375,121.8866
0.804,,4718000,1073000,1758000,1693000,105000,5720000,239000,10000,35000,4000,68000,68000,2286000,6268000,8554000,25000000,125.6,122.9,90.68,118.7366,124.25,122,116.0366,125.375,121.8866
1.004,,4718000,1073000,1378000,1691000,105000,5866000,207000,0,35000,4000,68000,68000,2290000,4598000,6888000,25000000,125.6,122.9,90.68,118.7366,124.25,122,116.0366,125.375,121.8866
1.203,,4758000,1118000,1781000,1351000,105000,5866000,207000,0,35000,4000,68000,68000,2323000,4300000,6623000,25000000,125.6,122.9,90.68,118.7366,124.25,122,116.0366,125.375,121.8866
1.403,,4758000,1073000,1483000,1648000,105000,5866000,207000,0,35000,4000,68000,68000,2375000,7071000,9446000,25000000,125.6,122.9,90.68,118.625,124.1366,121.8866,116.0366,125.15,121.775
1.604,,4758000,1251000,1686000,1431000,105000,5995000,243000,0,5000,7000,68000,68000,2319000,6440000,8759000,25000000,125.6,122.9,90.68,118.625,124.1366,121.8866,116.0366,125.15,121.775
1.804,,5023000,1273000,1829000,1471000,649000,5995000,243000,0,8000,7000,68000,68000,2381000,9627000,12008000,25000000,125.6,122.9,90.68,118.625,124.1366,121.8866,116.0366,125.15,121.775
2.004,,5023000,1050000,1663000,1189000,105000,5995000,243000,0,5000,11000,68000,68000,2395000,8857000,11252000,25000000,125.6,122.9,90.68,118.625,124.1366,121.8866,116.0366,125.15,121.775
2.204,,5023000,1118000,1663000,1328000,105000,6636000,249000,0,5000,7000,68000,68000,2340000,6775000,9115000,25000000,125.6,122.45,90.68,118.625,124.1366,121.8866,116.0366,125.15,121.775
2.405,,5542000,1073000,1900000,1562000,105000,6636000,249000,0,5000,11000,68000,68000,2473000,4458000,6931000,25000000,125.6,122.45,90.68,118.5116,123.9116,121.775,115.925,125.0366,121.6616
2.604,,5542000,1028000,1243000,948000,105000,6636000,298000,0,5000,4000,68000,68000,2438000,6098000,8536000,25000000,125.6,122.9,90.68,118.5116,123.9116,121.775,115.925,125.0366,121.6616
2.804,,5542000,1073000,1615000,948000,2272000,6756000,298000,0,5000,11000,68000,68000,2417000,4429000,6846000,25000000,125.6,122.45,90.68,118.5116,123.9116,121.775,115.925,125.0366,121.6616
3.003,,5554000,1140000,1483000,968000,942000,6756000,298000,0,5000,7000,68000,68000,2509000,4393000,6902000,25000000,125.6,122.9,90.68,118.5116,123.9116,121.775,115.925,125.0366,121.6616
