Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.01,13.43525218963623,11.56474781036377,0.47025442123413086,0.471977025270462,7.825104713439942,19.000946044921875,18.82682991027832,0.021940469741821275,5.781328201293945,6.569780349731445,19.704450607299805,5.649505138397217,24.036535263061523,0.9634653925895692,0.15706270933151245,16.516361236572266,41.85487747192383,78.27725982666016,0.25501540303230286,0.12078015506267548,1.8370320796966553,0.10826866328716278,544995584.0,0.9413347244262695,1.830904245376587,41543049216.0,51238121472.0,3827842304.0,70989955072.0,884880640.0,81.05562686920166,545000000.0,0.0727342665195465,4205506.0,88.80994415283203,518382944.0,8359325.0,1523268.25,441270336.0,0.2602681219577789,0.27331069111824036,749626304.0,31522558.0,4289875.5,674352615.3476562,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.01,25.93548093523298,16.741852351597377,0.47025442123413086,1.0880954606192452,23.44164276123047,33.744401523045134,37.02222354071481,0.004082939787102586,9.91375732421875,11.20102037702288,34.843778882707866,9.313132318002834,41.33119528634207,15.81166267820767,0.3200202371392931,27.20951952253069,87.18536158970424,172.52593558175224,0.44912222027778625,0.15513741544314794,3.1765328645706177,0.11275022370474679,544989970.2857143,1.4547927379608154,2.9479065792901173,59971070244.57143,77561243940.57143,5239954578.285714,103991644745.14285,1369939200.0,54.038036244256155,545000000.0,0.11123750039509363,7888123.178571428,51.37591116768973,695594930.2857143,13889628.285714285,2267959.410714286,537536301.7142857,0.4462851285934448,0.3264585094792502,1333754522.2857144,55305648.875,7743560.0,902802882.2566965,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.02,33.03190449305943,24.00387682233538,0.6592669827597482,1.3282204014914376,14.280160086495536,43.61704581124442,45.33519090924944,0.03846739016340244,13.962489264351982,13.8462553024292,45.14585222516741,12.651849474225726,54.77081407819475,2.3720425026757375,0.3272914801325117,36.436798095703125,110.33157130650112,205.00098528180803,0.5398313403129578,0.22425638352121627,4.755302565438407,0.0613543689250946,545048621.7142857,1.9994567802974157,4.975786413465228,83462722121.14285,106548864146.28572,7429397723.428572,144166551552.0,1875573979.4285715,57.91449056352888,545000000.0,0.15417773383004324,8925473.42857143,55.0177961077009,1346122870.857143,17694507.92857143,2588118.9910714286,1180945334.857143,0.596069506236485,0.8145582931382316,1657078034.2857144,67431594.85714285,9249288.142857144,1277073936.075893,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.03,21.462506771087646,16.417327404022217,0.6592669827597482,0.7640385925769806,24.61419153213501,29.11960470676422,31.37538516521454,0.0772321238182485,8.783691644668579,9.962549209594727,30.347764670848846,8.468974057585001,35.73425769805908,14.265742391347885,0.4398666659835726,23.938658714294434,77.23091316223145,105.56304931640625,0.4882160872220993,0.15654119849205017,3.4308661818504333,0.16255295276641846,544908080.0,1.3536698818206787,2.7450953237712383,60348705792.0,77735784448.0,5524673920.0,104741269504.0,1346568128.0,46.56659251451492,545000000.0,0.101364865899086,8439519.5,88.04502868652344,751206215.0,15850100.314697266,2444446.21875,594649088.0,0.39462175965309143,0.36589545756578445,1480029880.0,61630974.5,8633019.314697266,872428717.0058594,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.04,9.00392804827009,4.743614741734096,0.6726235662187848,0.5492561204092843,14.284685407366071,12.046405451638359,13.843261003494263,0.0013399596459099143,3.2658969334193637,3.4542113712855746,12.218813078744072,2.8433752400534495,14.135774884905134,14.435653379985265,0.06242738637541021,9.226139613560267,49.738795689174104,91.57502964564732,0.16419504370008195,0.04482769540378025,2.3223646027701244,0.11381523098264422,544946934.8571428,0.4387829303741455,1.6634121068886347,14816573147.428572,18058740882.285713,1134081389.7142856,24980024758.857143,336855588.5714286,61.92565202713013,545000000.0,0.036285340785980225,1925729.6785714286,50.48327200753348,184399557.7142857,1541056.1583426339,591261.9821428572,113508534.85714285,0.14508048125675746,0.33730684007917133,168083309.7142857,8356647.142857143,1234593.2476283482,328420482.1004464,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.05,33.66731262207031,23.295604160853795,0.5547472408839634,1.3131442070007324,28.00809451511928,44.62281513214111,48.026443413325715,0.03405731603769317,13.092430114746094,15.040015356881279,46.13160003934588,12.52399457352502,54.978018624441965,16.450552412441798,0.45438451000622343,36.619156973702566,130.15018354143416,214.96854945591517,0.6086152834551675,0.22396022932870047,4.833525725773403,0.1998217957360404,544931026.2857143,1.9836136272975378,5.277831094605582,82243662409.14285,104883375542.85715,7303920054.857142,141989267748.57144,1841450166.857143,43.05265484537397,545000000.0,0.15248942162309373,9972196.464285715,99.80610874720982,971904452.5714285,18073035.85714286,2995916.464285714,776555995.4285715,0.5958096640450614,0.8938667518751962,1704489682.2857144,70996759.14285715,9857921.589285715,1276854675.9174106,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.06,33.884329659598215,23.116734095982142,0.5809196063450405,1.4959600142070226,13.589741843087333,43.71871076311384,47.153709411621094,0.040114045076604384,13.104012080601283,14.894346782139369,45.211905343191965,12.39663096836635,55.06656101771763,2.0762951714651927,0.4133214184216091,36.744230542864116,73.46816798618862,215.86070905412947,0.4634781066062195,0.22332100783075606,3.1107497215270996,0.06135457754135131,545010880.0,1.976114136832101,3.149669783455985,80749977014.85715,102975141595.42857,7175832722.285714,139413381120.0,1807192704.0,57.07325908115932,545000000.0,0.15219413382666452,8481017.642857144,49.69844273158481,905766560.0,16736625.878627231,2640473.9776785714,762409184.0,0.5969886268888202,0.43725678750446867,1571543808.0,64008024.0,8749028.450055804,1218742915.169643,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.07,7.675926208496094,6.609788077218192,0.5809196063450405,0.27725665909903385,18.7585871560233,11.486594540732247,11.659019674573626,0.12958661999021256,3.969305855887277,3.6707191467285156,11.902293069022042,3.1529703055109297,13.748388017926898,14.82304072380066,0.15170079469680786,9.438515799386161,39.72560555594308,44.722813197544646,0.24848232098988124,0.06894367507525853,1.8969460214887346,0.17464374218668258,544920539.4285715,0.5379737445286342,1.0934115988867623,24376477988.57143,30063748242.285713,2246185545.142857,41654536484.57143,519187785.14285713,75.2430511883327,545000000.0,0.041210894073758796,3869646.285714286,102.57126290457589,355455048.9860491,6017796.571428572,1215955.5357142857,258774784.0,0.14871730123247415,0.15617753778185164,551810340.5714285,24389954.285714287,3525705.0,428817723.15625,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.08,22.911046981811523,14.305303573608398,0.8064953088760376,0.9679178893566132,20.43936252593994,29.578327178955078,32.888425409793854,0.05429670016746967,8.441499948501587,9.45692777633667,30.519132792949677,7.970197167247534,36.21957302093506,13.780427634716034,0.3126296043628827,23.947346210479736,57.216060638427734,151.1198616027832,0.3665328112547286,0.13157096318900582,2.557784140110016,0.1069125160574913,544980416.0,1.2391588985919952,1.8819096200168133,51896806400.0,67174604800.0,4541999296.0,90026110976.0,1186502272.0,47.36249363422394,545000000.0,0.09656603075563906,6802905.75,44.674434661865234,601450649.0,11945357.318115234,1863081.044921875,465627168.0,0.3905400112271309,0.24592728167772293,1147452488.0,47660026.5,6664052.380615234,785414486.2714844,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
0.09,34.03301729474749,22.774381365094865,0.7310537014688764,11.64560261794499,40.09876605442592,44.66298866271973,47.62228723934719,0.059238307843250855,12.92995207650321,14.840973172869,46.07636117935181,12.350234649011067,55.08783394949777,16.340737982520036,0.4063204271452768,36.75737380981445,109.48219626290458,217.8518327985491,2.1443173491529057,0.21859161768640792,64.18342079435077,0.17989085827554976,544965101.7142857,1.9600112438201904,3.629698727812086,83711895844.57143,106816743716.57143,7433588297.142858,144553858779.42856,1875251309.7142856,29.048555501869746,545000000.0,0.15259752103260585,10212733.761439731,95.61298043387276,990484517.5714285,18492366.82979911,3084459.0089285714,790184173.7142857,0.5925638845988682,0.43872020074299406,1744994762.2857144,72236226.14285715,10096200.26171875,1295745969.0379465,1.059360384941101,1134.0,406.0,12094.0,5.0,22.48478889465332,3266.0,3305993159.0,1920.0,3.0,48.0,44.0,51.0,25.0,32.0,29.0,72.0,545.0,2.0,26.639384031295776,2092.0,1.0,13.0,2.465970754623413
