Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Shader ALU Capacity Utilized,% Shaders Busy,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time ALUs Working,% Time EFUs Working,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.01,13.893949508666992,11.106050491333008,7.882223772350699,0.5251746191643178,32.46973657608032,20.626078009605408,22.25652015209198,0.0065220382530242,6.1436448097229,6.832677841186523,21.41298735141754,5.657558187842369,24.00740623474121,25.99259376525879,0.15809612348675728,16.380643844604492,70.19723320007324,77.7064437866211,0.43725501000881195,0.09996655583381653,3.205336809158325,0.15784411132335663,544889984.0,0.9208348393440245,1.9358127564191818,35469766656.0,44359036928.0,3240743680.0,60890030080.0,764747648.0,56.69367915391922,545000000.0,0.0632539689540863,7493811.5,70.33173370361328,465634176.0,10154754.75,1533563.125,323998816.0,0.26256170868873596,0.2757396399974823,967778560.0,42042866.0,6502672.5,596171126.4921875,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.01,36.98023796081543,25.610909779866535,7.882223772350699,0.9590263171121478,36.12990156809489,41.81459108988444,38.7829004128774,0.3221428002386043,10.855684292813143,13.874812126159668,42.88675053914388,12.080208818117777,52.13085492451986,14.535811424255371,0.44944859071013826,44.423234939575195,100.3181546529134,301.9406280517578,0.648882140715917,0.2778049260377884,4.293979167938232,0.19944841166337332,544967349.3333334,2.2066970467567444,3.457892527182897,78022744576.0,99452137045.33333,6966744890.666667,134715554133.33333,1742030416.0,28.173130174477894,545000000.0,0.1822312225898107,12388289.0,112.49798583984375,959665781.3333334,21067158.979492188,3337677.2083333335,749227616.0,0.6663942237695059,0.44768962264060974,1927127765.3333333,78900562.66666667,11913982.979492188,1196595688.0859375,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.02,19.621592203776043,13.711741129557295,7.882223772350699,0.6510318915049235,12.48706309000651,25.23699696858724,27.20660400390625,0.08645303050676979,7.6029618581136065,8.75106430053711,26.17699686686198,7.288827260335286,31.82799530029297,1.5053380330403645,0.22653774420420328,21.26990000406901,55.65130106608073,104.78956095377605,0.3440084060033162,0.1327389081319173,2.270486354827881,0.16760126749674478,545050474.6666666,1.1567938327789307,2.309821287790934,37699846144.0,47992706389.333336,3355435690.6666665,65051634346.666664,841750442.6666666,74.61098543802898,545000000.0,0.09029002984364827,4387377.0,23.56701405843099,428376704.0,8649707.333333334,1122167.0,359306112.0,0.34910035133361816,0.30031367142995197,787323648.0,30841493.333333332,4527883.333333333,564397891.3229166,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.03,23.646015167236328,19.64382062639509,14.516099861689977,0.8177058553057057,44.61621257237026,35.260260922568186,39.22860826764788,0.4391879167939936,10.358746422188622,11.567159925188337,35.74704776491438,9.880178522850786,41.36601495742798,30.062555892126902,0.5114357790776661,86.06157902308873,103.19562639508929,945.4367937360491,0.6535257186208453,0.18801428164754594,4.621117319379534,0.2928604228155954,545843035.4285715,2.6534578459603444,3.088361518723624,75160028708.57143,95715891126.85715,6685382501.142858,129703356470.85715,1678068622.857143,40.73633432388306,545000000.0,0.15784163985933578,13508139.0,132.56720842633928,922865406.8571428,21004368.14285714,3080007.75,716003163.4285715,0.48004536756447386,0.4020477363041469,1949820434.2857144,81787905.71428572,12431346.57142857,1157676890.6986606,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.04,30.759142194475448,27.671963010515487,0.6565186636788505,1.0607407263347082,17.214046750749862,41.98339625767299,43.05545779636928,0.22891460292573487,11.624347823006767,16.279537473406112,44.10271998814174,12.860831124441964,53.29667009626116,3.846186646393367,0.3719683263916522,36.56907653808594,90.7678724016462,200.348267691476,0.48601951556546347,0.29388822402272907,3.7562996319362094,0.1834147913115365,544567579.4285715,2.201002291270665,3.347076381955828,80981756489.14285,103067345481.14285,7202457600.0,139717886537.14285,1808342203.4285715,41.34542337485722,545000000.0,0.15324058277266367,9415689.535714285,101.39837646484375,955160688.0,18553214.03013393,2074836.294642857,770678020.5714285,0.6160959345953805,0.3810556871550424,1687380197.7142856,65548385.178571425,9711498.150669644,1233777931.4151785,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.05,24.772351946149552,18.447352818080358,0.14819628851754324,0.7679360091154065,31.631861005510604,33.04055609021868,32.92964151927403,0.03743028973362273,8.873947416033063,11.37889562334333,34.515531744275776,9.488600437130247,40.36199188232422,16.7808643749782,0.43476288872105734,27.356311798095703,83.47623879568917,107.19574846540179,0.5558016385350909,0.1799791923591069,3.5682217053004672,0.0629333768572126,544245860.5714285,1.503952877862113,2.82431788955416,60237781869.71429,77658553197.71428,5463937316.571428,104530999003.42857,1351239314.2857144,52.18925707680838,545000000.0,0.11801190887178693,11457410.0,52.05057634626116,779139026.2857143,19844606.85714286,2358342.526785714,598568630.8571428,0.45453499044690815,0.34173434121268137,1776333732.5714285,71770083.42857143,11204009.57142857,888238733.7299107,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.06,25.563306535993302,17.117137363978795,0.2683161326817104,1.0126127353204148,25.69898877825056,33.5618143762861,36.95828192574637,0.02900095769603334,9.914467402866908,11.171157019478935,34.65603010995047,9.241986668535642,41.22383662632534,15.919019222259521,0.21667700952717234,27.54890332903181,101.76767839704242,180.7245592389788,0.4988163113594055,0.16920128890446254,4.334262302943638,0.17289836066109793,544964342.8571428,1.4762846742357527,3.817140464271818,76865160338.28572,97521596123.42857,6700734317.714286,132326693741.71428,1727976886.857143,39.72870297091348,545000000.0,0.11617673294884816,10407264.0,98.19199044363839,907554400.8571428,17046968.393973213,2806890.785714286,720876032.0,0.44586922441210064,0.6166503940309797,1609764297.142857,66215740.571428575,9711000.822544644,1206816164.122768,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.07,26.394183022635325,15.491648946489606,1.810351916721889,0.5714505442551204,24.076419285365514,29.072649819510325,26.97349875313895,0.026292129353220957,7.470871823174613,11.223548889160156,29.665911538260325,7.876537322998047,36.5790045601981,6.2781389100211005,0.22032600262069277,28.484686715262278,63.03622218540737,191.57161603655135,0.39873210872922626,0.16437133295195444,2.7539018222263882,0.17251969235283987,544967168.0,1.4707108565739222,2.0657228997775485,46653597696.0,58011191003.42857,4277487926.857143,79936677595.42857,1001315200.0,50.986884696143015,545000000.0,0.11441091980252947,7871813.857142857,100.30672781808036,599802486.8571428,12306742.297433035,2072555.5,456162739.4285714,0.43243236201150076,0.2909952402114868,1122272036.5714285,46641320.0,7230871.440290178,760403329.3571428,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.08,19.777379989624023,13.55595334370931,1.810351916721889,0.681269527412951,28.221367200215656,26.316260019938152,29.79939603805542,0.42547666289222735,8.638070424397787,7.081331570943196,27.29701590538025,7.28170489023129,31.854971567789715,18.145028551419575,0.38152475251505774,21.018134435017902,75.07655080159505,105.56736755371094,0.4645703037579854,0.12424539029598236,3.2863260904947915,0.12478468815485637,544942869.3333334,1.1336251497268677,2.423954745133718,60835545088.0,78437651797.33333,5334851754.666667,105389222570.66667,1392041045.3333333,43.99051570892334,545000000.0,0.08893913527329762,10290490.333333334,58.02778116861979,1173324197.3333333,16446550.431152344,2341004.875,981265706.6666666,0.34974658489227295,0.3122040828069051,1551581653.3333333,64242562.666666664,9633476.264485678,958141781.9609375,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
0.09,28.925731658935547,21.074268341064453,1.810351916721889,0.9901696452870965,34.99796231587728,38.76326076189677,42.64902997016907,0.08553259167820211,12.027738077566028,12.858133951822916,40.21209120750427,10.980625197291374,47.788920084635414,18.87774654229482,0.41366945082942647,32.134669621785484,101.84992218017578,156.3142852783203,0.6346350808938345,0.20476487775643668,4.439621686935425,0.17923236886660257,544962336.0,1.7653201818466187,3.5453469256560006,78800827733.33333,100507489621.33333,6997633365.333333,136052208981.33333,1767650176.0,37.2227665980657,545000000.0,0.13511954247951508,11947780.0,88.81048838297527,948156737.9791666,20221183.088216145,2530372.25,744558101.3333334,0.5252217650413513,0.46816474199295044,1870973098.6666667,77370174.66666667,11447706.921549479,1221656778.8125,4.061097085475922,156.5,21.5,7238.0,1.0,10.9943904876709,2946.0,1906560252.0,1920.0,3.0,56.0,55.0,62.0,35.0,44.0,42.0,90.0,545.0,2.0,34.30595099925995,2736.0,2.0,0.5,2.5367777347564697
