Time (s),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
15.27,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,17422092340.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.28,2523.318359375,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,17444782145.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.29,2523.318359375,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,17469029786.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.3,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17495411452.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.31,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17522790219.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.32,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11396280893.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.34,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12993186386.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.35,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13019640066.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.36,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13047067415.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.38,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13075321309.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.39,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13103905968.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.4,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13132831327.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.41,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13161957318.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.43,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13191148854.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.44,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13220412365.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.45,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13249695145.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.46,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13279013943.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.47,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13308352438.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.48,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14580222496.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.49,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17678760213.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.5,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17700092504.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.51,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17724076576.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.52,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11552723763.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.53,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13365772123.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.54,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13399723912.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.56,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13431481523.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.57,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13462261526.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.58,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13492461491.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.6,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13522316966.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.61,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13551991432.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.62,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17805832091.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.63,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13581551223.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.64,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11634536337.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.65,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11653442251.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.66,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11672636971.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.67,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11696383850.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.68,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13678202193.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.69,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13707434770.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.71,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17872386949.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.72,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14807090726.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.74,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17914308062.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.75,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17938495948.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.76,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17964354024.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.77,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,17991684278.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.78,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18019696678.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.79,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13756789066.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.8,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13775697170.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.81,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13797036960.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.82,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13858125035.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.84,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12806914877.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.85,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11811602145.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.87,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13851092959.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.88,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18092451999.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.9,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11863455964.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.91,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13881589060.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.92,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,11896338500.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.93,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18115828604.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.94,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18139255519.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.95,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18169659862.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.96,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18193930657.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.97,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18219885626.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.98,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18247278025.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
15.99,0.0009347677114419,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13905455692.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.0,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,13930023612.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.02,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,16115738167.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.03,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,13980547071.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.04,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,14006581261.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.05,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,11961459720.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.06,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18299722272.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.07,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,15148368277.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.08,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,11988124919.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.09,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,16191643009.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.1,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,14057084643.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.12,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18377345251.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.14,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18406071593.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.15,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18435022346.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.16,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18464153202.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.18,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,14128702522.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.19,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,14150876389.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.2,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,14175430183.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.21,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,13119599769.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.22,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,15268835391.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.23,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18510282135.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.24,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18528951011.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.25,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18551138429.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.26,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18575016723.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.27,10.001739501953123,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18600723355.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.28,2523.318359375,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,18627946738.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.29,2523.318359375,1077.0,451.0,12214.0,1.0,22.23322105407715,3121.0,12058861596.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.3,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14282870872.75,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.32,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18681704455.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.33,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18707772554.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.34,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,15412311307.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.35,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12107129073.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.36,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12133011507.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.37,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,21002319800.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.38,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14268164847.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.39,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13220591617.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.4,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14301275734.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.41,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14321115736.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.42,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18772016422.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.43,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18800944616.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.44,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18824202779.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.45,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12192071395.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.46,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14344099313.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.47,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,14360738090.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.48,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,13303209770.5,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.49,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12240871660.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.5,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12259110735.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.52,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,12281633697.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.53,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18848882598.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.54,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18875741876.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.55,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18903448458.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.56,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18930748647.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
16.57,2523.318359375,144.0,2.0,6661.0,1.0,22.23322105407715,3121.0,18958745457.0,1920.0,2.0,62.0,60.0,60.0,48.0,44.0,66.0,90.0,545.0,2.0,35.19693613052368,2736.0,20.0,3.294041633605957
