Time (s),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
0.28,1.085517168045044,1077.0,451.0,12214.0,5.0,22.55134391784668,3121.0,4388439512.0,1920.0,3.0,44.0,42.0,47.0,18.0,16.0,18.0,72.0,545.0,2.0,26.85877084732056,2736.0,6.0,2.4716618061065674
0.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.55134391784668,3121.0,4388439512.0,1920.0,3.0,44.0,42.0,47.0,18.0,16.0,18.0,72.0,545.0,2.0,26.85877084732056,2736.0,6.0,2.4716618061065674
0.3,1.117443323135376,144.0,2.0,6661.0,1.0,22.55134391784668,3121.0,4388439512.0,1920.0,3.0,44.0,42.0,47.0,18.0,16.0,18.0,72.0,545.0,2.0,26.85877084732056,2736.0,6.0,2.4716618061065674
1.0,1.0817360877990725,1077.0,451.0,12214.0,5.0,22.456907272338867,3121.0,4388439512.0,1920.0,3.0,45.0,45.0,48.0,18.0,25.0,19.0,72.0,545.0,2.0,26.87634825706482,2736.0,6.0,2.474898338317871
1.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.456907272338867,3121.0,4388439512.0,1920.0,3.0,45.0,45.0,48.0,18.0,25.0,19.0,72.0,545.0,2.0,26.87634825706482,2736.0,6.0,2.474898338317871
1.3,1.050092697143555,144.0,2.0,6661.0,1.0,22.456907272338867,3121.0,4388439512.0,1920.0,3.0,45.0,45.0,48.0,18.0,25.0,19.0,72.0,545.0,2.0,26.87634825706482,2736.0,6.0,2.474898338317871
2.0,1.0816138982772827,1077.0,451.0,12214.0,5.0,22.459083557128903,3121.0,4388439512.0,1920.0,3.0,46.0,46.0,54.0,22.0,20.0,32.0,72.0,545.0,2.0,26.885882019996643,2736.0,6.0,2.477040529251098
2.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.459083557128903,3121.0,4388439512.0,1920.0,3.0,46.0,46.0,54.0,22.0,20.0,32.0,72.0,545.0,2.0,26.885882019996643,2736.0,6.0,2.477040529251098
2.3,1.0817145109176636,144.0,2.0,6661.0,1.0,22.459083557128903,3121.0,4388439512.0,1920.0,3.0,46.0,46.0,54.0,22.0,20.0,32.0,72.0,545.0,2.0,26.885882019996643,2736.0,6.0,2.477040529251098
3.0,1.1152607202529907,1077.0,451.0,12214.0,5.0,22.418556213378903,3121.0,4388439512.0,1920.0,3.0,46.0,47.0,50.0,18.0,16.0,26.0,72.0,545.0,2.0,26.8732488155365,2736.0,6.0,2.4682657718658447
3.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.418556213378903,3121.0,4388439512.0,1920.0,3.0,46.0,47.0,50.0,18.0,16.0,26.0,72.0,545.0,2.0,26.8732488155365,2736.0,6.0,2.4682657718658447
3.3,1.044284701347351,144.0,2.0,6661.0,1.0,22.418556213378903,3121.0,4388439512.0,1920.0,3.0,46.0,47.0,50.0,18.0,16.0,26.0,72.0,545.0,2.0,26.8732488155365,2736.0,6.0,2.4682657718658447
4.0,1.0844329595565796,1077.0,451.0,12214.0,5.0,22.52396011352539,3121.0,4388439512.0,1920.0,3.0,43.0,44.0,46.0,12.0,14.0,26.0,72.0,545.0,2.0,26.87479853630066,2736.0,6.0,2.4808664321899414
4.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.52396011352539,3121.0,4388439512.0,1920.0,3.0,43.0,44.0,46.0,12.0,14.0,26.0,72.0,545.0,2.0,26.87479853630066,2736.0,6.0,2.4808664321899414
4.3,1.1142826080322266,144.0,2.0,6661.0,1.0,22.52396011352539,3121.0,4388439512.0,1920.0,3.0,43.0,44.0,46.0,12.0,14.0,26.0,72.0,545.0,2.0,26.87479853630066,2736.0,6.0,2.4808664321899414
5.0,1.078089952468872,1077.0,451.0,12214.0,5.0,22.41387176513672,3121.0,4388439512.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.41387176513672,3121.0,4388439512.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.3,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,4388439512.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.95,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,4388439512.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.96,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,3023615323.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.97,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,2598222070.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.98,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,3049469369.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
5.99,1.126811981201172,144.0,2.0,6661.0,1.0,22.41387176513672,3121.0,2688275134.0,1920.0,3.0,46.0,44.0,49.0,18.0,18.0,22.0,72.0,545.0,2.0,26.899290084838867,2736.0,6.0,2.4745333194732666
6.0,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,2688275134.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.01,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3510062159.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.02,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3113394960.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.03,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,2744520688.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.05,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3593185243.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.06,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3625170790.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.07,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3655919201.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.09,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,2916040704.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.1,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,5124110918.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.11,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3744980818.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.13,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,2972273922.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.14,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3032235219.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.16,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3058661456.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.18,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3056131163.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.19,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3537383129.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.2,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,5356669646.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.21,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3980610139.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.22,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3218593605.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.25,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3277010792.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.26,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,4070511361.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.27,0.9915798902511596,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3258263649.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.28,2523.318359375,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,6938454245.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.29,2523.318359375,1077.0,451.0,12214.0,5.0,22.37626266479492,3121.0,3309232827.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.3,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3309232827.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.31,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3335893667.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.33,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4175320769.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.36,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4224151068.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.37,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3849420342.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.41,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3970567948.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.42,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4349863495.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.43,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4376253404.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.44,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4403549700.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.45,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4431684387.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.47,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4460218780.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.48,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4488641469.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.49,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4515928075.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.51,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4544050734.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.52,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4572565119.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.53,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3731173127.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.55,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3673965313.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.56,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4659154782.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.57,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4688028013.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.59,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3836330329.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.6,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3818718738.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.61,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3801960381.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.62,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3913401286.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.63,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4800019559.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.64,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3855619334.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.66,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,3963076449.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.67,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4418651083.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.69,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4899363875.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.7,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4926182660.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.71,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4953786669.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.72,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4981974359.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.73,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5010658728.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.75,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5039629257.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.76,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5068709604.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.77,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5097918462.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.78,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5127174299.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.8,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5156419263.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.81,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5185697634.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.82,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5215008380.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.83,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5244337504.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.85,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5273685530.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.86,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5302969631.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.87,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4705029634.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.88,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4516868306.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.89,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4119218770.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.9,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4766275466.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.91,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5866763319.666667,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.92,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4777862267.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.93,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4804118568.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.94,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4189237933.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.95,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5505339301.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.96,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4862622220.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.97,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,5563145699.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.98,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4907059240.5,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
6.99,1.8456205129623413,144.0,2.0,6661.0,1.0,22.37626266479492,3121.0,4290092848.0,1920.0,3.0,43.0,44.0,49.0,14.0,15.0,27.0,72.0,545.0,2.0,26.799699664115906,2736.0,6.0,2.270786762237549
7.0,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,4936756806.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.01,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5650093587.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.02,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5021806244.5,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.03,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5049436216.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.05,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5736548234.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.06,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5765372606.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.07,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5094898227.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.08,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5822206337.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.09,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,4493176833.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.11,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5169781787.5,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.13,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5937514219.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.14,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,4577238978.0,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
7.15,1.176735520362854,1077.0,451.0,12214.0,6.0,22.78905487060547,3121.0,5256794523.5,1920.0,4.0,55.0,57.0,59.0,33.0,40.0,34.0,90.0,545.0,3.0,27.243977785110477,2736.0,6.0,2.479231357574463
