time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.004,,5514000,1178000,1362000,1008000,707000,6223000,20000,14000,7000,132000,68000,70000,2467000,4055000,6522000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.925,124.025,120.7616
0.203,,5517000,935000,1204000,1834000,5664000,6251000,30000,11000,11000,132000,70000,68000,2485000,4759000,7244000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.925,124.025,120.7616
0.404,,5517000,1149000,1971000,1229000,831000,6251000,30000,11000,11000,132000,74000,70000,2455000,8575000,11030000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.925,124.025,120.7616
0.604,,5517000,1386000,2090000,1113000,433000,6251000,30000,14000,7000,225000,74000,70000,2463000,6406000,8869000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.025,120.65
0.805,,5331000,1229000,1805000,670000,790000,6130000,20000,11000,11000,225000,74000,70000,2494000,7958000,10452000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.025,120.65
1.005,,5331000,1076000,1674000,853000,825000,6130000,20000,14000,7000,316000,74000,70000,2452000,3394000,5846000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.025,120.65
1.205,,4914000,975000,1259000,1270000,757000,6130000,30000,11000,11000,316000,74000,68000,2498000,3617000,6115000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.025,120.65
1.404,,4914000,928000,1306000,1076000,5159000,5705000,20000,14000,11000,316000,70000,68000,2521000,3740000,6261000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.025,120.65
1.603,,4914000,975000,1306000,1424000,102000,5705000,20000,11000,11000,282000,68000,70000,2627000,4867000,7494000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.1366,120.7616
1.803,,5121000,1089000,1259000,798000,102000,5705000,20000,14000,11000,282000,68000,70000,2530000,4360000,6890000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.1366,120.7616
2.004,,5121000,1129000,1330000,814000,102000,5909000,20000,11000,7000,282000,70000,70000,2513000,3660000,6173000,25000000,123.8,121.55,91.4,117.725,123.35,121.1,115.8116,124.1366,120.7616
2.203,,5121000,1052000,1853000,731000,102000,5909000,30000,11000,7000,287000,68000,68000,2635000,3496000,6131000,25000000,123.8,121.1,91.4,117.725,123.35,121.1,115.8116,124.1366,120.7616
2.404,,4914000,1056000,1330000,826000,102000,5909000,20000,14000,11000,287000,68000,70000,2570000,3706000,6276000,25000000,123.8,121.1,91.4,117.725,123.35,121.1,115.8116,124.1366,120.7616
2.604,,4914000,1442000,1948000,1562000,102000,5703000,30000,167000,18000,287000,72000,68000,2581000,3973000,6554000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
2.804,,4914000,1089000,1378000,1178000,102000,5703000,20000,81000,7000,288000,68000,70000,2529000,4458000,6987000,25000000,123.8,121.1,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
3.004,,5136000,970000,1315000,1328000,102000,5703000,20000,35000,11000,288000,68000,70000,2563000,3364000,5927000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
3.203,,5136000,928000,1219000,1284000,4818000,5917000,20000,35000,7000,288000,74000,70000,2448000,4120000,6568000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
3.403,,5136000,874000,1483000,1854000,104000,5917000,20000,35000,11000,259000,68000,70000,2547000,4570000,7117000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
3.603,,4917000,1197000,1473000,1754000,104000,5917000,20000,11000,11000,259000,74000,68000,2492000,5004000,7496000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
3.804,,4917000,914000,1330000,1189000,104000,5937000,30000,14000,11000,259000,70000,68000,2469000,5377000,7846000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
4.003,,4917000,874000,1324000,1331000,104000,5937000,20000,14000,18000,280000,92000,68000,2473000,6705000,9178000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
4.204,,5124000,1184000,1267000,1693000,102000,5710000,20000,35000,7000,280000,68000,68000,2513000,4304000,6817000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
4.404,,5124000,935000,1663000,1552000,1910000,5710000,10000,35000,11000,280000,74000,68000,2517000,5362000,7879000,25000000,123.8,121.55,91.4,117.725,123.4616,121.2116,115.8116,124.1366,120.7616
4.603,,5124000,874000,1496000,2379000,831000,5710000,10000,35000,7000,226000,74000,68000,2474000,6059000,8533000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
4.804,,5127000,874000,1354000,1250000,2397000,5928000,20000,35000,7000,226000,74000,68000,2477000,5432000,7909000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
5.004,,5127000,819000,1458000,1713000,104000,5928000,20000,11000,11000,226000,74000,68000,2488000,4475000,6963000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
5.203,,5127000,853000,1243000,1209000,102000,5928000,20000,14000,11000,205000,68000,70000,2472000,3994000,6466000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
5.403,,4923000,1016000,1330000,1834000,831000,5712000,20000,11000,11000,205000,74000,68000,2432000,9148000,11580000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
5.603,,4923000,975000,1639000,1068000,3366000,5712000,20000,11000,11000,205000,70000,70000,2499000,4865000,7364000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
5.804,,5133000,914000,1449000,1089000,831000,5712000,30000,11000,11000,202000,74000,70000,2472000,9324000,11796000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
6.004,,5133000,853000,1458000,1109000,852000,5911000,30000,11000,11000,202000,74000,68000,2452000,9023000,11475000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
6.204,,5133000,757000,1686000,1673000,519000,5911000,20000,14000,11000,219000,74000,68000,2409000,4709000,7118000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
6.405,,4923000,853000,1473000,1391000,873000,5911000,30000,11000,11000,219000,74000,68000,2476000,9335000,11811000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
6.604,,4923000,1207000,1615000,1296000,5180000,5709000,20000,11000,11000,219000,72000,68000,2538000,4529000,7067000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
6.804,,4923000,914000,1924000,1562000,3366000,5709000,30000,11000,11000,275000,74000,70000,2496000,6663000,9159000,25000000,123.8,121.1,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
7.003,,5115000,1068000,1362000,1998000,757000,5709000,20000,11000,11000,275000,74000,70000,2439000,4411000,6850000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
7.206,,5115000,813000,1315000,1310000,270000,5924000,20000,11000,11000,275000,72000,68000,2494000,4786000,7280000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
7.404,,5115000,955000,1267000,1552000,839000,5924000,20000,78000,11000,251000,74000,68000,2405000,3462000,5867000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
7.603,,4923000,1664000,1568000,1089000,104000,5924000,10000,35000,4000,251000,68000,70000,2420000,5245000,7665000,25000000,123.8,121.1,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
7.805,,4923000,955000,1362000,1431000,751000,5939000,20000,662000,4000,251000,92000,70000,2390000,3334000,5724000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
8.005,,4923000,1016000,1306000,987000,102000,5939000,10000,35000,11000,246000,70000,70000,2351000,3409000,5760000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
8.205,,5130000,853000,1267000,1480000,852000,5939000,10000,35000,11000,246000,74000,68000,2355000,9700000,12055000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
8.404,,5130000,955000,1339000,847000,104000,5710000,10000,35000,7000,246000,74000,70000,2370000,4080000,6450000,25000000,123.8,121.55,91.4,117.725,123.575,121.2116,115.8116,124.1366,120.7616
8.603,,5130000,1270000,1520000,731000,104000,5710000,20000,35000,11000,211000,74000,70000,2433000,4327000,6760000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
8.804,,5127000,1158000,1449000,814000,104000,5710000,20000,11000,7000,211000,77000,70000,2463000,5733000,8196000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
9.004,,5127000,1036000,1315000,1080000,104000,5926000,30000,11000,11000,211000,72000,70000,2436000,4004000,6440000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
9.204,,5127000,955000,1267000,1512000,3003000,5926000,20000,35000,7000,210000,72000,70000,2471000,3896000,6367000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
9.404,,4926000,1097000,1900000,806000,395000,5712000,20000,35000,7000,210000,74000,70000,2434000,9402000,11836000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
9.604,,4926000,1251000,2043000,1134000,790000,5712000,10000,35000,11000,210000,74000,68000,2452000,6679000,9131000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
9.805,,4926000,1149000,1924000,1798000,831000,5712000,20000,81000,4000,223000,79000,70000,2447000,8038000,10485000,25000000,123.8,121.1,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
10.004,,5124000,955000,1948000,1006000,831000,5920000,10000,35000,11000,223000,74000,70000,2455000,8556000,11011000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
10.205,,5124000,935000,1458000,1068000,2556000,5920000,20000,35000,7000,223000,74000,70000,2438000,3745000,6183000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
10.404,,4932000,1016000,1330000,1284000,2313000,5920000,20000,35000,11000,207000,72000,70000,2451000,3682000,6133000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
10.604,,4932000,1287000,1853000,1048000,102000,5809000,10000,35000,11000,207000,68000,70000,2585000,4253000,6838000,25000000,123.8,121.55,91.58,117.725,123.575,121.325,115.8116,124.1366,120.7616
