time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.002,,4868000,1076000,1615000,1955000,102000,5652000,30000,11000,11000,109000,68000,68000,2584000,4034000,6618000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
0.203,,5081000,847000,1900000,1134000,102000,5860000,30000,11000,11000,109000,68000,68000,2452000,4528000,6980000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
0.403,,5081000,1076000,2233000,1331000,102000,5860000,30000,11000,11000,224000,68000,68000,2565000,4165000,6730000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
0.602,,5081000,955000,1853000,1189000,102000,5650000,30000,11000,11000,224000,68000,68000,2581000,4325000,6906000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
0.802,,5042000,853000,2066000,1229000,104000,5650000,20000,11000,11000,224000,72000,68000,2530000,4426000,6956000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
1.002,,5042000,839000,2066000,1310000,104000,5650000,30000,11000,11000,233000,74000,68000,2511000,4961000,7472000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
1.202,,5042000,853000,1568000,1713000,104000,5915000,20000,11000,11000,233000,72000,68000,2538000,4985000,7523000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
1.402,,4932000,853000,2114000,1189000,602000,5915000,20000,11000,11000,281000,74000,68000,2480000,4700000,7180000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
1.602,,4932000,798000,2233000,1209000,104000,5915000,30000,11000,11000,281000,72000,68000,2461000,7347000,9808000,25000000,123.8,120.2,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
1.803,,4932000,819000,2090000,1391000,790000,5929000,20000,14000,11000,281000,72000,68000,2456000,4777000,7233000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
2.003,,5121000,833000,1900000,1814000,104000,5929000,30000,14000,11000,288000,72000,68000,2449000,4775000,7224000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
2.203,,5121000,833000,1354000,1431000,104000,5929000,20000,11000,7000,288000,74000,68000,2458000,5059000,7517000,25000000,123.8,119.75,89.24,116.6,122.225,120.0866,114.6866,122.9,119.6366
2.403,,5121000,874000,1473000,1940000,831000,5710000,20000,78000,7000,288000,79000,68000,2427000,8922000,11349000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.6866,122.9,119.6366
2.603,,4920000,853000,1924000,1270000,104000,5710000,40000,11000,11000,284000,77000,68000,2523000,6552000,9075000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.6866,122.9,119.6366
2.803,,4920000,935000,1971000,1351000,831000,5710000,30000,14000,11000,284000,74000,68000,2432000,10329000,12761000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.6866,122.9,119.6366
3.003,,5127000,874000,1829000,1552000,831000,5926000,40000,14000,11000,284000,72000,68000,2446000,9534000,11980000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.6866,122.9,119.6366
3.203,,5127000,935000,1853000,1840000,831000,5926000,30000,11000,11000,245000,74000,68000,2424000,10147000,12571000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.6866,122.9,119.6366
3.403,,5127000,914000,1710000,1834000,1008000,5926000,30000,14000,11000,245000,72000,68000,2487000,6427000,8914000,25000000,123.8,119.75,89.24,116.6,122.3366,120.0866,114.575,122.9,119.6366
3.603,,4917000,935000,1829000,1734000,831000,5709000,20000,659000,4000,245000,86000,68000,2538000,9621000,12159000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.575,122.9,119.6366
3.803,,4917000,1036000,1805000,1189000,5180000,5709000,20000,645000,4000,260000,92000,68000,2542000,4380000,6922000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.575,122.9,119.6366
4.004,,4917000,914000,1354000,1613000,831000,5709000,10000,35000,11000,260000,74000,68000,2491000,9659000,12150000,25000000,123.8,120.2,89.24,116.6,122.3366,120.0866,114.575,122.9,119.6366
