Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
12.41,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.78712272644043,0.5319239497184753,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,9.688912391662598,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7548335.0,1405659146.7369792,0.2675966322422027,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,73.0,70.0,57.0,73.0,86.0,90.0,545.0,2.0,31.43053650856018,2736.0,1.0,3.358407020568848
12.45,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.78712272644043,0.5319239497184753,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,9.688912391662598,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7548335.0,1405659146.7369792,0.6864904761314392,1058.0,456.0,12240.0,2.0,16.462873458862305,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,79.0,3.356344699859619
12.51,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,31.78712272644043,0.5703235268592834,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,9.688912391662598,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7548335.0,1405659146.7369792,0.6864904761314392,1058.0,456.0,12240.0,2.0,16.462873458862305,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,79.0,3.356344699859619
12.52,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.51861953735352,0.5703235268592834,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7255027.0,1405659146.7369792,0.6864904761314392,1058.0,456.0,12240.0,2.0,16.462873458862305,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,79.0,3.356344699859619
12.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,32.51861953735352,0.5703235268592834,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,7255027.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
12.62,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.36280059814453,2.900209665298462,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181331.875,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
12.72,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.23173904418945,2.8970143795013428,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1178418.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
12.82,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.38224792480469,2.8751838207244877,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181016.5,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
12.92,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.37909698486328,2.943382024765014,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181761.375,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.02,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.23575210571289,2.995659828186035,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181368.875,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.05,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.23575210571289,2.995659828186035,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181368.875,1405659146.7369792,0.0428480431437492,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,1.0,3.356344699859619
13.12,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.38980484008789,2.952265739440918,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181736.25,1405659146.7369792,0.0428480431437492,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,1.0,3.356344699859619
13.22,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.23231506347656,2.962584972381592,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1180003.5,1405659146.7369792,0.0428480431437492,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,1.0,3.356344699859619
13.32,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.387481689453125,2.835916757583618,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1180929.5,1405659146.7369792,0.0428480431437492,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,1.0,3.356344699859619
13.42,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.38128662109375,2.8998477458953857,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181668.75,1405659146.7369792,0.0428480431437492,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,1.0,3.356344699859619
13.44,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.38128662109375,2.8998477458953857,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181668.75,1405659146.7369792,1.522546887397766,1058.0,456.0,12240.0,1.0,13.96047019958496,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,77.0,3.356344699859619
13.52,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.196929931640625,2.969081163406372,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181246.25,1405659146.7369792,1.522546887397766,1058.0,456.0,12240.0,1.0,13.96047019958496,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,77.0,3.356344699859619
13.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.196929931640625,2.969081163406372,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181246.25,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.62,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.37723922729492,2.830906867980957,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181849.125,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.72,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.25243377685547,2.9403810501098637,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181335.125,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.82,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.40153121948242,2.8585596084594727,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181773.75,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
13.92,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.40424346923828,2.9129462242126465,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181814.75,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.02,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.25458908081055,2.9107882976531982,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181270.75,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.05,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.25458908081055,2.9107882976531982,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181270.75,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.12,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.39680480957031,2.8657491207122803,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1180876.25,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.22,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.22349166870117,2.881597757339477,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1179718.5,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.32,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.37810134887695,2.8858656883239746,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181570.625,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.42,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.39025115966797,2.884517192840576,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181722.75,1405659146.7369792,274.7228088378906,103.0,2.0,6330.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.47,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.39025115966797,2.884517192840576,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181722.75,1405659146.7369792,274.7228088378906,1058.0,456.0,12240.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,73.0,3.356344699859619
14.52,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.223854064941406,3.00689959526062,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181278.125,1405659146.7369792,274.7228088378906,1058.0,456.0,12240.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,73.0,3.356344699859619
14.54,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.223854064941406,3.00689959526062,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181278.125,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.62,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.3901252746582,3.056647777557373,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1216595.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.72,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,34.2684211730957,2.9599123001098637,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1180669.375,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.82,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.396358489990234,2.878737211227417,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1181251.875,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
14.92,0.8122045174241066,40.87794017791748,0.25275562067205704,16.095592657725017,33.375083923339844,2.9428653717041016,-1.0,142.46856562296549,260.5925776163737,0.7374143997828165,0.2685374567906062,6.109412829081218,5.008905410766602,544942976.0,-1.0,5.5622690469026566,72867326494.66667,105796624384.0,7236437418.666667,-1.0,-1.0,33.55095636844635,545000000.0,0.20088353753089902,15298473.375,109.9043477376302,1082498650.6666667,26427913.583333332,3456424.875,849625834.6666666,-1.0,0.8535180588563284,-1.0,87723085.66666667,1226329.0,1405659146.7369792,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2876.0,1920.0,4.0,76.0,76.0,71.0,63.0,73.0,79.0,90.0,545.0,2.0,31.681209802627563,2736.0,15.0,3.356344699859619
