Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,guardian_gpu_ms,mem_frequency_mhz,stale_frames_per_second,timewarp_gpu_ms
10.79,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.860544204711918,31.754262924194336,97.0567626953125,2.9432408809661865,0.5628264546394348,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6772255897521973,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,158840766464.0,1868435200.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,969285120.0,155539885.33333334,7611220.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13106964268.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.8,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.860544204711918,31.754262924194336,97.0567626953125,2.9432408809661865,0.5628264546394348,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6772255897521973,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,158840766464.0,1868435200.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,969285120.0,155539885.33333334,7611220.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13135651348.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.82,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.860544204711918,31.754262924194336,97.0567626953125,2.9432408809661865,0.5628264546394348,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6772255897521973,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,158840766464.0,1868435200.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,969285120.0,155539885.33333334,7611220.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13164643634.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.83,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13193760508.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.84,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13223011727.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.85,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13252217356.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.86,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11049712118.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.87,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11069797655.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.88,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11092053102.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.89,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11119322162.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.9,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11147481155.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.92,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.805078506469727,31.722261428833008,97.22702026367188,2.772981643676758,0.5153635144233704,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6131609082221985,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,159343427584.0,1874169344.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,948171840.0,155539885.33333334,7425619.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14008213414.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.93,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13334466095.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.94,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13367641902.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.95,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,13392597270.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.97,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11257032124.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.98,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11277826106.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
10.99,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,11301461508.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.01,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14150186932.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.02,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.791404724121094,32.446311950683594,97.20209503173828,2.7979061603546143,0.5314210057258606,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6590123176574707,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,160064995328.0,1883641216.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,964044160.0,155539885.33333334,7633671.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14179302175.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.03,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14208540307.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.04,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14241152516.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.06,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14272429819.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.07,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14302933752.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.08,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14332976225.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.1,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14362806737.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.11,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14392461600.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.12,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,23.133691787719727,31.744918823242188,97.23611450195312,2.7638838291168213,0.5653169751167297,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6315866112709045,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161719320576.0,1905724416.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,960922816.0,155539885.33333334,7476379.5,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14422015375.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
11.13,53.057387034098305,47.94534047444662,0.614193856716156,1.5395548144976299,53.54673767089844,0.18564996837327877,22.45779037475586,32.49755859375,97.09310913085938,2.906890869140625,0.5395798683166504,-1.0,142.90833536783853,256.55189514160156,1.0701281229654949,0.4362950325012207,5.176194826761882,0.6652266383171082,544980181.3333334,-1.0,5.7415385246276855,108757045248.0,187029783893.33334,12674182314.666666,161145061376.0,1896281856.0,22.955575307210285,545000000.0,0.26966311534245807,27614453.333333332,120.75472005208333,1897772949.3333333,55677184.0,5297897.916666667,1565413077.3333333,-1.0,0.685419499874115,973469184.0,155539885.33333334,7626038.0,2210809365.3333335,0.7008969187736511,269.0,63.0,7860.0,1.0,21.75054168701172,2864.0,14451500191.0,2361.0,4.0,61.0,62.0,53.0,57.0,63.0,80.0,90.0,456.0,2.0,31.585198640823364,0.7342010140419006,3196.0,74.0,3.3543243408203125
