Time (s),% Linear Filtered,% Nearest Filtered,% Non-Base Level Textures,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Time Shading Fragments,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
4.29,25.816885811941965,37.35868835449219,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.047657012939453,22.94384765625,93.51573181152344,6.484269142150879,0.9457014203071594,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,21.92231750488281,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,76987752448.0,1232267776.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1670869588851929,0.5081520463739123,1363436416.0,62709576.0,9022101.0,148494.91015625,0.323212057352066,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,57.0,56.0,61.0,20.0,35.0,51.0,72.0,545.0,2.0,18.869483470916748,3196.0,2.0,15.0,2.286706924438477
4.39,25.816885811941965,37.31873321533203,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.237173080444336,23.429563522338867,93.51888275146484,6.481120586395264,0.9780881404876708,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6660615801811218,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77019111424.0,1231993856.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1674295663833618,0.5081520463739123,1363981952.0,62709576.0,9024032.0,148494.91015625,0.323212057352066,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,57.0,56.0,61.0,20.0,35.0,51.0,72.0,545.0,2.0,18.869483470916748,3196.0,2.0,15.0,2.286706924438477
4.4,25.816885811941965,37.31873321533203,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.237173080444336,23.429563522338867,93.51888275146484,6.481120586395264,0.9780881404876708,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6660615801811218,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77019111424.0,1231993856.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1674295663833618,0.5081520463739123,1363981952.0,62709576.0,9024032.0,148494.91015625,0.8693478107452393,1056.0,455.0,12240.0,7.0,17.586503982543945,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,61.0,2.315922260284424
4.49,25.816885811941965,37.126426696777344,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.54202079772949,23.02628517150879,93.56045532226562,6.439545154571533,0.9593380689620972,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6064412593841553,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,85096964096.0,1360949632.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.170289158821106,0.5081520463739123,1503814912.0,62709576.0,9924869.0,148494.91015625,0.8693478107452393,1056.0,455.0,12240.0,7.0,17.586503982543945,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,61.0,2.315922260284424
4.5,25.816885811941965,37.126426696777344,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.54202079772949,23.02628517150879,93.56045532226562,6.439545154571533,0.9593380689620972,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6064412593841553,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,85096964096.0,1360949632.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.170289158821106,0.5081520463739123,1503814912.0,62709576.0,9924869.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
4.59,25.816885811941965,37.66825485229492,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.548791885375977,23.716917037963867,93.568115234375,6.431884765625,0.9830390810966492,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6614835858345032,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,79778267136.0,1278164224.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1617605686187744,0.5081520463739123,1408984704.0,62709576.0,9327468.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
4.69,25.816885811941965,37.134220123291016,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.440570831298828,23.33209228515625,93.81034088134766,6.189655780792236,0.8639472126960754,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.5945064425468445,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77187424256.0,1230942464.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1755801439285278,0.5081520463739123,1338020352.0,62709576.0,8760478.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
4.79,25.816885811941965,37.127662658691406,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.02043914794922,23.738853454589844,93.49008178710938,6.509921073913574,0.7357743978500366,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6394278407096863,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77193232384.0,1230376832.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1754001379013062,0.5081520463739123,1363577216.0,62709576.0,9016952.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
4.89,25.816885811941965,37.33919525146485,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,22.923723220825195,23.204784393310547,93.3507080078125,6.649294853210449,0.6992219090461731,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,29.029380798339844,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,81444904960.0,1298711936.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1740705966949463,0.5081520463739123,1485026432.0,62709576.0,9855005.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
4.99,25.816885811941965,36.98160171508789,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.40900039672852,23.8518009185791,93.71844482421876,6.281556606292725,0.6277881860733032,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6514094471931458,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,83786432512.0,1335835136.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1762148141860962,0.5081520463739123,1427457408.0,62709576.0,9382035.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.0,25.816885811941965,36.98160171508789,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.40900039672852,23.8518009185791,93.71844482421876,6.281556606292725,0.6277881860733032,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6514094471931458,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,83786432512.0,1335835136.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1762148141860962,0.5081520463739123,1427457408.0,62709576.0,9382035.0,148494.91015625,0.2782478034496307,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.09,25.816885811941965,37.17146682739258,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.39353370666504,23.2414665222168,93.49935150146484,6.500650405883789,0.94325190782547,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6192766427993774,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77103652864.0,1229772672.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1751736402511597,0.5081520463739123,1362878848.0,62709576.0,9011792.0,148494.91015625,0.2782478034496307,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.19,25.816885811941965,37.158470153808594,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.72722625732422,23.901185989379883,93.7934799194336,6.2065205574035645,0.7009782791137695,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6752457618713379,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77031981056.0,1227992704.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1749873161315918,0.5081520463739123,1336125056.0,62709576.0,8750121.0,148494.91015625,0.2782478034496307,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.29,25.816885811941965,37.34762191772461,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.50741195678711,23.381332397460938,93.51630401611328,6.483696937561035,0.6943190693855286,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.5516873598098755,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,80242573312.0,1280620544.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1726679801940918,0.5081520463739123,1415595392.0,62709576.0,9369435.0,148494.91015625,0.2782478034496307,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.39,25.816885811941965,37.07808303833008,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.69056701660156,23.83360481262207,93.56246185302734,6.437540531158447,0.7624011039733887,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6595948338508606,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,84795916288.0,1347863424.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.179094910621643,0.5081520463739123,1495665792.0,62709576.0,9858151.0,148494.91015625,0.2782478034496307,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,59.0,61.0,65.0,30.0,38.0,62.0,72.0,545.0,2.0,19.40656751394272,3196.0,2.0,15.0,2.315922260284424
5.4,25.816885811941965,37.07808303833008,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.69056701660156,23.83360481262207,93.56246185302734,6.437540531158447,0.7624011039733887,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6595948338508606,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,84795916288.0,1347863424.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.179094910621643,0.5081520463739123,1495665792.0,62709576.0,9858151.0,148494.91015625,1.640117049217224,1056.0,455.0,12240.0,7.0,17.533187866210938,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,62.0,2.251269578933716
5.49,25.816885811941965,37.14701461791992,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,22.740509033203125,23.21929359436035,93.5086669921875,6.491335868835449,0.714069664478302,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,16.915639877319336,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77094322176.0,1232974976.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1722967624664309,0.5081520463739123,1361182848.0,62709576.0,9005315.0,148494.91015625,1.640117049217224,1056.0,455.0,12240.0,7.0,17.533187866210938,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,62.0,2.251269578933716
5.5,25.816885811941965,37.14701461791992,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,22.740509033203125,23.21929359436035,93.5086669921875,6.491335868835449,0.714069664478302,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,16.915639877319336,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77094322176.0,1232974976.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1722967624664309,0.5081520463739123,1361182848.0,62709576.0,9005315.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
5.59,25.816885811941965,37.17177963256836,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,22.815038681030277,23.621984481811523,93.49188232421876,6.508118629455566,0.7283579707145691,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,20.903749465942383,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77034274816.0,1228035584.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1748733520507812,0.5081520463739123,1361384960.0,62709576.0,9006006.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
5.69,25.816885811941965,37.20243453979492,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.601295471191406,23.40816879272461,93.45880889892578,6.541193962097168,0.7295529842376709,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.7327355742454529,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77036503040.0,1228838144.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1747863292694092,0.5081520463739123,1361490176.0,62709576.0,9005027.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
5.79,25.816885811941965,36.88703918457031,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,24.737104415893555,23.793785095214844,93.81809997558594,6.181897163391113,0.6901418566703796,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.5516948699951172,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,85262524416.0,1357764352.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1791510581970217,0.5081520463739123,1477874944.0,62709576.0,9661687.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
5.89,25.816885811941965,37.51089859008789,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.620620727539062,23.366899490356445,93.52088165283205,6.479115962982178,0.7758662700653076,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6229398250579834,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,79919013888.0,1276884480.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1694767475128174,0.5081520463739123,1409468800.0,62709576.0,9324526.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
5.99,25.816885811941965,37.468528747558594,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.26426887512207,23.415407180786133,93.48934173583984,6.51065731048584,0.8798129558563232,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6559706926345825,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,76816678912.0,1230105600.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1644624471664429,0.5081520463739123,1361463680.0,62709576.0,9015547.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
6.0,25.816885811941965,37.468528747558594,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,23.26426887512207,23.415407180786133,93.48934173583984,6.51065731048584,0.8798129558563232,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,0.6559706926345825,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,76816678912.0,1230105600.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1644624471664429,0.5081520463739123,1361463680.0,62709576.0,9015547.0,148494.91015625,0.3130172789096832,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
6.1,25.816885811941965,40.70457077026367,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,21.735960006713867,22.24696922302246,93.7711944580078,6.228806018829346,0.9111230969429016,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,11.227557182312012,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,78935990272.0,1318016000.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.147464156150818,0.5081520463739123,1361678976.0,62709576.0,9190841.0,148494.91015625,0.3130172789096832,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
6.2,25.816885811941965,44.890716552734375,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,19.85113906860352,21.005565643310547,93.82540130615234,6.174600124359131,0.839044451713562,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,8.162075996398926,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,85864226816.0,1541738880.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1342535018920898,0.5081520463739123,1496019840.0,62709576.0,10164028.0,148494.91015625,0.3130172789096832,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
6.3,25.816885811941965,37.388160705566406,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,25.18851089477539,22.92932510375977,94.00357818603516,5.996418952941895,1.0800409317016602,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,24.959875106811523,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,82294611968.0,1319723776.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.164566993713379,0.5081520463739123,1393076992.0,62709576.0,9111184.0,148494.91015625,0.3130172789096832,101.0,2.0,6330.0,1.0,24.303001403808597,2782.0,1920.0,3.0,55.0,54.0,56.0,34.0,31.0,39.0,72.0,545.0,2.0,18.98588389158249,3196.0,2.0,15.0,2.251269578933716
6.4,25.816885811941965,43.76773071289063,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,19.790149688720703,21.57978057861328,93.97027587890624,6.029720783233643,0.834633469581604,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,7.936896324157715,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,80758030336.0,1412616960.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1346313953399658,0.5081520463739123,1364967040.0,62709576.0,9338544.0,148494.91015625,2.336996793746948,1056.0,455.0,12240.0,7.0,17.700132369995117,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,59.0,2.2604217529296875
6.49,25.816885811941965,43.76773071289063,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,19.790149688720703,21.57978057861328,93.97027587890624,6.029720783233643,0.834633469581604,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,7.936896324157715,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,80758030336.0,1412616960.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1346313953399658,0.5081520463739123,1364967040.0,62709576.0,9338544.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
6.5,25.816885811941965,40.06027221679688,0.19781196117401123,0.8767375946044922,15.612630026681083,0.014500679980431256,21.944869995117188,22.31608390808105,93.60694885253906,6.393054008483887,0.8566238880157471,-1.0,78.53049795968192,159.3633074079241,0.42759041275296894,0.1744745331151145,3.5760135650634766,14.712661743164062,545015040.0,-1.0,3.5311195509774342,55714243730.28571,89247711232.0,6011579684.571428,77585342464.0,1299048576.0,100.0,545000000.0,0.12461219515119279,11038589.0,51.08502633231027,878969398.8571428,21706304.0,1754410.4642857143,736373613.7142857,1.1567734479904177,0.5081520463739123,1364014592.0,62709576.0,9070151.0,148494.91015625,274.7228088378906,263.0,58.0,7858.0,1.0,24.303001403808597,2782.0,1920.0,3.0,56.0,57.0,60.0,19.0,30.0,62.0,72.0,545.0,2.0,19.380725920200348,2736.0,2.0,15.0,2.2604217529296875
