Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.58,0.5993082722028097,17.350743611653645,0.8550718228022257,9.825263341267904,7.36508846282959,0.2119103173414866,-1.0,48.619038899739586,99.26014200846355,0.34790995717048645,0.14278170466423035,1.8890846570332844,0.17461401224136353,545029802.6666666,-1.0,1.9340593020121257,35881136128.0,61975034538.666664,4122741589.3333335,70991394133.33333,1192038613.3333333,76.39089934031169,545000000.0,0.09345160921414693,8245184.333333333,96.8288094656808,627057024.0,16385454.0,1572461.5833333333,523012202.6666667,-1.0,0.22370471556981406,1300795861.3333333,48612348.0,8563885.0,773026041.1614584,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.59,0.3683941662311554,13.663929462432861,0.09996011760085821,7.108935594558716,5.604738712310791,0.24586626887321472,-1.0,34.98092842102051,57.67527389526367,0.270859956741333,0.11820419877767563,1.221176028251648,0.17461401224136353,545138776.0,-1.0,1.426663100719452,15389564928.0,25896569856.0,1975448512.0,30313298944.0,469618640.0,81.46163880825043,545000000.0,0.06882098689675331,4735921.125,96.8288094656808,552243872.0,9884293.25,563253.25,498233496.0,-1.0,0.1816536784172058,748158944.0,25057510.0,5165783.375,271931173.4042969,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.6,0.8480482612337384,14.73329598563058,0.04755192569323947,11.72893224443708,10.256002698625837,0.3827932860170092,-1.0,78.56985255650112,174.61629813058036,0.3929440804890224,0.1621077741895403,4.170185770307269,0.17461401224136353,544817810.2857143,-1.0,3.584199905395508,48229855817.14286,83832122806.85715,5515120640.0,95661040786.28572,1661859035.4285715,70.22642162867955,545000000.0,0.11285485114370074,8913353.57142857,96.8288094656808,813443273.1428572,16909846.214285713,1362511.6785714286,683816630.8571428,-1.0,0.5452301715101514,1388934253.7142856,51701822.85714286,8889663.5,1224338018.783482,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.61,0.7471544700009483,35.86474064418248,0.11790649699313298,7.306790896824428,10.405948911394391,0.635333993605205,-1.0,77.8719972882952,134.02464948381697,0.5457901018006461,0.1713244915008545,3.1746482849121094,15.5092642222132,544845851.4285715,-1.0,2.563313288348062,55080109202.28571,94896521216.0,6419125394.285714,108947495789.71428,1839128868.5714285,51.24601657049997,545000000.0,0.11427351193768635,13546616.42857143,302.61940220424106,999142517.3816965,25038354.35714286,2591200.1071428573,782718592.0,-1.0,0.3101735881396702,2017555392.0,74922138.85714285,13574880.357142856,1286768783.421875,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.62,0.44781126081943506,12.948999404907227,0.05926857562735676,6.797449111938477,5.62624979019165,0.23304954916238785,-1.0,36.476118087768555,75.72915649414062,0.2598661482334137,0.10354014486074448,1.407098114490509,15.5092642222132,545006672.0,-1.0,1.4509432911872864,35350470656.0,60602386432.0,4122643456.0,69774307328.0,1143657984.0,81.79687285423279,545000000.0,0.06972813606262207,8072344.0,302.61940220424106,620620608.0,16077870.0,1402396.65625,520313936.0,-1.0,0.16776861995458603,1285625696.0,47699312.0,8416780.0,685983674.8066406,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.63,0.18355613095419748,6.723201751708984,0.0012827060584510999,3.7006825038364957,3.805242265973772,0.21149143576622012,-1.0,20.534757341657365,49.00896780831473,0.14343994004385813,0.05019915103912353,0.7125216211591449,15.5092642222132,545000539.4285715,-1.0,0.8661370958600726,14827584365.714285,26014297526.857143,1731147190.857143,29565880612.57143,534580918.85714287,76.08130727495465,545000000.0,0.034838831850460585,3000382.5714285714,302.61940220424106,233987288.13392857,5723964.0,444115.60714285716,195423195.42857143,-1.0,0.1193934338433402,451309714.28571427,15025910.857142856,3012622.5714285714,455572257.06026787,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.64,0.8262843042612076,23.79182720184326,0.05250476027140391,13.320246696472168,11.937690734863281,0.48614002112299204,-1.0,75.0040054321289,175.82561111450195,0.5052614063024521,0.19900862872600555,2.776948422193527,15.5092642222132,544996528.0,-1.0,3.1686232686042786,48634462208.0,83951536128.0,5672960960.0,96283191296.0,1626085920.0,63.740421772003174,545000000.0,0.13508953712880611,10734232.125,302.61940220424106,827509568.0,21147925.25,1501770.53125,693531928.0,-1.0,0.43728676065802574,1684173744.0,60219350.5,11083702.375,1101993394.5078125,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.65,1.0794006075177873,23.891559055873326,0.16899692799363816,14.696113858904157,13.877992357526507,0.691235865865435,-1.0,93.9559827532087,186.06316484723772,0.5658640776361737,0.23880253093583242,4.749248606818063,15.5092642222132,545029549.7142857,-1.0,4.039431095123291,54877131922.28571,94710753572.57143,6404677193.142858,108637185170.28572,1834069540.5714285,57.371062006269185,545000000.0,0.1565482233251844,12121907.42857143,302.61940220424106,934822363.4285715,23884007.57142857,2087975.4285714286,783648662.8571428,-1.0,0.5668516201632363,1901721252.5714285,68029333.71428572,12517923.42857143,1243665834.7544644,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.66,13.466949765171323,14.26825169154576,0.16899692799363816,14.696113858904157,13.877992357526507,0.12358348417494978,-1.0,26.32931845528739,34.61538478306362,0.3588408146585737,0.23880253093583242,0.9331719705036708,0.17509521756853377,544981156.5714285,-1.0,0.04722786801201956,87889517.71428572,94710753572.57143,4142974.5714285714,92032493.71428572,1235830.5714285714,72.05900847911835,545000000.0,0.1565482233251844,1361247.4185267857,97.74219185965401,54012546.28571428,1085047.650669643,336623.39285714284,783648662.8571428,-1.0,0.5668516201632363,108925960.85714285,5847316.091517857,984238.6919642857,36201951.49553572,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.67,0.5923479497432709,18.91126012802124,0.104572948301211,9.78480315208435,9.126055479049683,0.4256448745727539,-1.0,55.341386795043945,122.06367111206055,0.38495369255542755,0.1498249806463718,1.998691201210022,0.17509521756853377,544959456.0,-1.0,2.2574877738952637,49113703424.0,84756021248.0,5734266496.0,97225981952.0,1641322144.0,72.76890516281128,545000000.0,0.10008108802139758,10794343.5,97.74219185965401,836095632.0,21238626.0,1506247.28125,700055328.0,-1.0,0.28102241456508636,1692761504.0,60731479.0,11137118.5,1115627679.3300781,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.68,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,12.311784426371256,0.5453706085681915,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.17509521756853377,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,125514194944.0,2119235968.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,2196860672.0,79195182.66666667,14459301.0,1438602619.4713542,1.475152850151062,1205.0,459.0,12264.0,7.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.76,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,12.311784426371256,0.5453706085681915,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.17509521756853377,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,125514194944.0,2119235968.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,2196860672.0,79195182.66666667,14459301.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
0.79,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.71780014038086,0.94705069065094,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6688171029090881,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9356748.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
0.89,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.501882553100582,0.987591028213501,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6109746694564819,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9322799.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
0.99,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.88668441772461,1.0264031887054443,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6917967796325684,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8642510.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.09,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.52810287475586,0.9677225351333618,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6798295974731445,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8749688.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.19,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.974706649780277,1.0477209091186523,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6302862167358398,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9109969.0,1438602619.4713542,1.475152850151062,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.26,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.974706649780277,1.0477209091186523,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6302862167358398,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9109969.0,1438602619.4713542,0.2270173579454422,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.29,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.300933837890625,1.0396168231964111,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,21.009225845336918,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9594882.0,1438602619.4713542,0.2270173579454422,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.39,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.880794525146484,1.0027029514312744,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,26.023082733154297,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8747330.0,1438602619.4713542,0.2270173579454422,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.49,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.448261260986328,1.0374008417129517,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6238383054733276,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8647025.0,1438602619.4713542,0.2270173579454422,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.59,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.957727432250977,1.0118300914764404,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6688435077667236,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8745618.0,1438602619.4713542,0.2270173579454422,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,91.0,2.203911781311035
1.68,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.957727432250977,1.0118300914764404,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6688435077667236,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8745618.0,1438602619.4713542,1.5904555320739746,1205.0,459.0,12264.0,7.0,16.848608016967773,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,60.0,2.2011306285858154
1.69,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.391979217529297,0.9332718849182128,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6110233664512634,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9658000.0,1438602619.4713542,1.5904555320739746,1205.0,459.0,12264.0,7.0,16.848608016967773,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,60.0,2.2011306285858154
1.74,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.391979217529297,0.9332718849182128,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6110233664512634,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9658000.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
1.79,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,24.11439323425293,1.010212540626526,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6623902320861816,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9062787.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
1.9,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.69938850402832,0.9777829647064208,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6330443620681763,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8749666.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.0,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,24.266677856445312,0.9587221145629884,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6813549995422363,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8751450.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.1,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.47003555297852,0.9422735571861268,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,2.377439498901367,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9490103.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.2,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,24.06211280822754,1.0371428728103638,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6634747982025146,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9124188.0,1438602619.4713542,1.5904555320739746,248.0,49.0,7848.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.26,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,24.06211280822754,1.0371428728103638,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.6634747982025146,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,9124188.0,1438602619.4713542,0.3021526634693146,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.3,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,23.63469886779785,0.9712469577789308,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.652310311794281,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8752073.0,1438602619.4713542,0.3021526634693146,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
2.4,0.8149021665255228,25.190236409505207,0.09124589494119084,13.622021993001303,24.04683303833008,1.0424354076385498,-1.0,72.59618631998698,156.34500630696616,0.5158612132072449,0.19983539481957754,2.6991535822550454,0.633958101272583,545026645.3333334,-1.0,2.9452712535858154,63401704106.666664,109432692736.0,7396142080.0,-1.0,-1.0,64.1374724706014,545000000.0,0.1333032175898552,14007255.0,97.74219185965401,1080460714.6666667,27587908.666666668,1956239.1666666667,904885290.6666666,-1.0,0.3630123833815257,-1.0,79195182.66666667,8752600.0,1438602619.4713542,0.3021526634693146,101.0,2.0,6330.0,1.0,21.892169952392575,2655.0,1920.0,3.0,52.0,49.0,54.0,42.0,31.0,46.0,72.0,545.0,2.0,18.39063316583633,2736.0,1.0,91.0,2.2011306285858154
