Time (s),% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture Fetch Stall,% Texture L2 Miss,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
0.01,0.7068255245685577,24.95032501220703,0.012798566371202426,13.44126558303833,12.468356609344482,0.6894268691539764,-1.0,73.61003494262695,157.39075469970703,0.5182868540287018,0.1897956058382988,2.7149983644485474,0.1628359705209732,540501296.0,-1.0,2.99301278591156,58040569856.0,100235284480.0,6684155392.0,114842365952.0,1944281536.0,63.82756757736206,545000000.0,0.12677613273262975,12719703.5,87.98109436035156,953274848.0,24991341.0,2050574.8125,795759840.0,-1.0,0.365493968129158,2033098944.0,73108660.0,13189894.0,1289234976.2226562,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.01,0.5151699781417847,14.640235900878906,0.03495099076202938,7.5067547389439175,6.327800750732421,0.2607536571366446,-1.0,41.69159589494978,89.51535906110492,0.2944535527910505,0.11220733608518328,1.6239163534981864,0.1628359705209732,544998592.0,-1.0,1.6581476075308663,40571522486.85714,70239132525.71428,4611883008.0,80302969417.14285,1364279222.857143,79.33380317687988,545000000.0,0.07926999245371137,9117148.285714285,87.98109436035156,697929874.2857143,17958166.85714286,1543438.5714285714,581302784.0,-1.0,0.19152258975165232,1435975094.857143,53642834.28571428,9408119.714285715,897132378.3727678,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.02,0.16044244170188904,6.086033821105957,0.0033335504122078375,3.707066297531128,3.4543943405151367,0.19214428961277008,-1.0,17.97186851501465,38.97281265258789,0.1293945461511612,0.051647309213876724,0.6256768703460693,0.1628359705209732,545003808.0,-1.0,0.7582262754440308,12947692544.0,22154162176.0,1620159488.0,25644933120.0,425479264.0,91.0565881729126,545000000.0,0.030568039044737812,2723462.5,87.98109436035156,215585502.6484375,5357681.5,300609.71875,182678208.0,-1.0,0.10462657362222672,422432512.0,14111314.0,2819209.75,314653909.1113281,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.03,1.0708476134708949,22.641917637416295,0.158264249297125,15.516923359462194,13.345399856567383,0.5912138362015996,-1.0,92.48422677176339,210.81822204589844,0.5273609331675938,0.21972078510693138,4.263561657496861,0.1628359705209732,544979474.2857143,-1.0,4.158118384225028,53726488868.57143,92707036013.71428,6263279396.571428,106343287076.57143,1791022555.4285715,59.35359273638044,545000000.0,0.15133586525917053,12206538.92857143,87.98109436035156,921917065.1428572,24147320.92857143,1733946.4642857143,769037778.2857143,-1.0,0.5574614916528974,1919880114.2857144,69630244.0,12662860.785714285,1201096407.2410715,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.04,1.0344192641122,22.896738869803293,0.10695599099355083,15.239058903285436,13.498831067766462,0.6740736876215253,-1.0,98.31412833077567,205.44730486188615,0.5619503089359829,0.21801953230585372,3.509568555014474,0.1628359705209732,545023442.2857143,-1.0,4.437959943498884,55989546422.85714,96639957869.71428,6528542573.714286,110838066614.85715,1872547876.5714285,59.09329414367676,545000000.0,0.15179850799696784,12391643.42857143,87.98109436035156,954458770.2857143,24387145.42857143,1956873.892857143,798341549.7142857,-1.0,0.7162198211465564,1940438985.142857,70359126.28571428,12789962.5,1272088321.595982,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.05,0.4967547655105591,26.51915216445923,0.11048611253499985,6.140578508377075,5.7672340869903564,0.3383060460910201,-1.0,49.32936634123325,334.1068286895752,1.7346439063549042,0.11757836490869522,1.9833893775939941,0.1628359705209732,544957936.0,-1.0,1.418114211410284,22198871816.0,37456997376.0,2764817313.25,43692188072.0,693688542.3125,56.28892578184605,545000000.0,0.07114595919847488,8257428.10005188,87.98109436035156,467098079.4375,15393472.500488281,996983.109375,347013184.0,-1.0,0.15300970524549484,1206901342.2006836,42071631.5,8427614.975585938,459593700.48046875,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.06,0.47705577101026264,11.391176496233259,0.007151026810918513,7.742988586425781,6.749807357788086,0.35921899335724966,-1.0,47.90596880231585,135.74658203125,0.2625669836997986,0.09731205020632062,1.7898061616080148,0.1628359705209732,544985444.5714285,-1.0,2.234039783477783,30200236324.57143,52968402358.85714,3317481033.142857,60001920146.28571,1064116918.8571428,80.18820081438336,545000000.0,0.07246035976069314,4046564.4285714286,87.98109436035156,466074861.71428573,7264904.857142857,907918.7857142857,393545764.5714286,-1.0,0.3764643371105194,629266212.5714285,26772930.285714287,3840602.714285714,772686382.90625,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.07,0.617181658744812,18.89325475692749,0.03301580518018452,10.126317977905273,9.081961393356323,0.4334207698702812,-1.0,56.411962032318115,121.0224609375,0.3836711198091507,0.1499028354883194,15.747000396251677,0.1628359705209732,545007552.0,-1.0,2.228451669216156,49619755008.0,85642106880.0,5789536896.0,98230347776.0,1658562816.0,73.04264307022095,545000000.0,0.10013426467776297,10957822.75,87.98109436035156,846395081.546875,21582274.15625,2195373.25,707914928.0,-1.0,0.27460552006959915,1719733068.125,62928260.0,11319704.5859375,1124440400.5546875,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.08,0.7144019092832293,21.811379023960658,0.8495004006794521,12.447218213762556,10.13962881905692,0.5044477539403098,-1.0,62.243927001953125,130.85804094587053,0.44676675115312847,0.16896902663367136,2.354414803641183,0.1628359705209732,545006939.4285715,-1.0,2.525132179260254,52989062582.85714,91418460160.0,6150844416.0,104849138834.28572,1753707885.7142856,69.5201802934919,545000000.0,0.11371160617896488,12167665.714285715,87.98109436035156,909536073.1428572,24274608.0,2064374.2857142857,755693330.2857143,-1.0,0.3110846366201128,1934880292.5714285,70835995.42857143,12731583.42857143,1080857537.716518,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.09,0.0555864359651293,21.811379023960658,0.0038710579808269143,3.777271270751953,4.148600169590542,0.0033989777522427573,-1.0,62.243927001953125,101.58095005580357,0.0016675930736320284,0.05310288497379847,2.354414803641183,0.1628359705209732,544982043.4285715,-1.0,2.525132179260254,2805792182.857143,4865636352.0,360923904.0,5599534518.857142,110633563.42857143,92.07792718069894,545000000.0,0.036915864263262065,161560.25,87.98109436035156,43290601.14285714,1885.917271205357,13410.96763392857,41211904.0,-1.0,0.3110846366201128,1934880292.5714285,70835995.42857143,1885.917271205357,182688944.63839287,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.1,0.7135550464902606,21.380468096051896,0.05066633703453197,11.641774313790458,10.255492074148995,0.5197586246899196,-1.0,62.24154445103237,134.85883440290178,0.4386792182922364,0.17115864157676697,2.3421310697283064,0.1628359705209732,544995419.4285715,-1.0,2.5214804921831404,51348259986.28571,88493183561.14285,6009479021.714286,101604329764.57143,1706445824.0,54.92611834406853,545000000.0,0.11574739004884446,11596076.857142856,87.98109436035156,878300309.1071428,22954772.0,1796085.8214285714,737525467.4285715,-1.0,0.3085775205067226,1830604470.857143,65599514.28571428,12038461.714285715,1138599622.3348215,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.11,13.455445830311094,35.82453809465681,0.09592918472896728,11.362980161394391,10.291653496878487,0.5337704156658479,-1.0,84.50182832990374,197.7976837158203,0.744073646409171,0.17128257666315352,3.3525905268532887,0.18248826265335083,544965915.4285715,-1.0,2.570202018533434,54950317625.14286,94696423424.0,6404242876.857142,108702773533.71428,1835134417.1607144,26.571998706885747,545000000.0,0.11410407509122575,13467786.05189732,98.343505859375,988595705.5982143,24934157.875837054,2252371.3928571427,782132534.8571428,-1.0,0.3108276128768921,2010154155.6607144,74449359.90178572,13498089.76283482,1280292200.7611606,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.12,0.4409432113170624,12.997252941131592,0.04732043854892254,6.681222438812256,5.701663494110107,0.2542478069663048,-1.0,36.48829650878906,74.90231704711914,0.26133638620376587,0.10145975276827812,1.3874714970588684,0.18248826265335083,544996344.0,-1.0,1.4511840343475342,32793593856.0,56299089920.0,3803527040.0,64746665984.0,1070724064.0,81.62109780311584,545000000.0,0.0697621926665306,7718723.75,98.343505859375,571043504.0,15458846.5,1262308.0,478530544.0,-1.0,0.16760839521884918,1238765280.0,45352396.0,8103652.0,612513061.3398438,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.13,0.19968015807015554,6.621068681989398,0.002514560573867386,4.046950476510184,3.939539773123605,0.24957991391420364,-1.0,20.552987234933035,50.04835728236607,0.14111333233969553,0.052824169397354126,0.7112671988351005,0.18248826265335083,544989668.5714285,-1.0,0.866875239780971,16138873124.571428,28175709915.42857,1903583963.4285715,32130311314.285713,566533924.5714285,83.73977497645787,545000000.0,0.03516102050031934,3054358.8571428573,98.343505859375,259161663.25,5734578.770089285,432721.75,217365412.57142857,-1.0,0.11947752748216901,452377380.5714286,15021627.42857143,3018863.0558035714,506186008.03571427,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.14,1.1255512748445784,22.421881539481028,0.07868233136832711,15.574813297816686,13.877509253365654,0.5531774141958782,-1.0,95.45698765345982,212.93463570731026,0.5106043858187539,0.22211242147854396,4.336816310882568,0.18248826265335083,545002651.4285715,-1.0,4.246703965323312,54383814363.42857,93867526436.57143,6348311405.714286,107665887817.14285,1817935286.857143,59.38220950535366,545000000.0,0.15160035661288668,11921699.142857144,98.343505859375,924939529.1428572,23444305.57142857,1793917.607142857,775605357.7142857,-1.0,0.6694034678595406,1867157042.2857144,67006370.28571428,12295965.839285715,1229789276.0870535,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.15,0.9343065023422241,20.364322662353516,0.13855714839883146,13.382998228073118,12.069428205490112,0.5534812770783901,-1.0,83.76118469238281,173.91343879699707,0.48725268244743347,0.20128658041357994,4.248840093612671,0.18248826265335083,545005168.0,-1.0,3.6620477437973022,48421728256.0,83550611456.0,5660818880.0,95857852416.0,1615235008.0,63.92846941947937,545000000.0,0.13546114414930344,11095030.4375,98.343505859375,829664320.0,21912813.0,1685525.796875,693334704.0,-1.0,0.5423690341413021,1737736000.0,61727253.0,11494519.8125,1086867380.3691406,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.16,0.3367124710764204,23.336320059640066,0.15748608112335205,1.9198879514421738,4.590899331229075,0.19703879100935803,-1.0,33.568921770368306,36.30338614327567,0.26548393283571514,0.11177715233394078,1.4173369407653809,0.17566320725849696,544949302.8571428,-1.0,0.6995030684130532,3406998793.142857,5242811538.285714,481893266.5714286,6510298121.142858,73519617.64285715,73.00283885002136,545000000.0,0.04294767550059727,4250701.714285715,96.6139395577567,133985682.28571428,7529885.285714285,456361.79464285716,61632932.571428575,-1.0,0.060272808585848124,539711588.5714285,18927356.57142857,4307568.642857143,34346599.91964286,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.17,0.7379071712493896,13.027565956115723,0.04042606189614161,10.867040157318115,7.524892807006836,0.4075672924518585,-1.0,65.89422798156738,150.26407051086426,0.353942409157753,0.1440500020980835,4.196846280779157,0.17566320725849696,545074248.0,-1.0,2.9165746569633484,46590468096.0,80859316224.0,5356903552.0,92377030656.0,1598796128.0,74.88006711006165,545000000.0,0.10120277106761931,8216648.125,96.6139395577567,1185160336.0,15624225.375,1485632.71875,1051494016.0,-1.0,0.4303951635956765,1315774752.0,49554838.0,8216673.8125,1152315996.0800781,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.18,0.6980094569069999,21.579562050955637,0.16325830348900386,11.615791865757533,10.573302677699498,0.4879873905863081,-1.0,62.23823547363281,133.94056483677454,0.4422140121459961,0.1711966267653874,2.047232985496521,0.17566320725849696,544909293.7142857,-1.0,2.524896894182478,54824192292.57143,94619346066.28572,6400265069.714286,108534132150.85715,1832246637.7142856,69.37048830304828,545000000.0,0.1144115584237235,12102666.857142856,96.6139395577567,933893211.4285715,23835230.85714286,1673581.8214285714,782030646.8571428,-1.0,0.3110802854810442,1898406546.2857144,68998257.14285715,12494839.714285715,1244154714.450893,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.19,0.503155129296439,14.858834947858538,0.09628687798976898,7.647367749895369,6.6795662471226285,0.2576131990977696,-1.0,41.69687979561942,85.36065237862724,0.29869060856955393,0.11558057580675396,1.6228829792567663,0.17566320725849696,545014308.5714285,-1.0,1.6584806442260742,39472448658.28571,67818012672.0,4574944987.428572,77956401444.57143,1289687149.7142856,79.1426636832101,545000000.0,0.07981154748371669,9307284.857142856,96.6139395577567,687889078.8571428,18655854.285714287,1506803.857142857,576117888.0,-1.0,0.19165276629584177,1490431488.0,55564761.14285714,9764084.0,740380500.3861607,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.2,0.6222074031829834,6.324219703674316,0.028575948439538475,6.702385663986206,6.615617275238037,0.24289730540476742,-1.0,17.976118087768555,118.25180435180664,0.13561826321529225,0.08689052984118462,0.6287214159965515,0.17566320725849696,544991384.0,-1.0,0.7582431435585022,14755802368.0,25754120704.0,1742055904.0,29374918656.0,519654464.0,83.46408677101135,545000000.0,0.06116864085197447,2734191.234375,96.6139395577567,238445104.0,5086462.138549805,410057.828125,199675420.0,-1.0,0.10453613847494125,401010016.0,13457816.0,2677297.3885498047,466962965.8417969,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.21,1.0908615078244892,23.19972174508231,0.2341279661548989,15.206635338919503,13.732712609427315,0.601207676609712,-1.0,97.87052045549665,199.74703107561385,0.553417009966714,0.22881417615073066,4.831493718283517,0.17566320725849696,545003428.5714285,-1.0,4.341127736227853,56277747419.42857,97117502317.71428,6571392438.857142,111407889261.71428,1880027574.857143,58.67738396780832,545000000.0,0.15443330577441622,12530232.57142857,96.6139395577567,959691922.2857143,24693759.64285714,1651169.4285714286,803875190.8571428,-1.0,0.6288213006087712,1963953170.2857144,70745628.57142857,12943397.357142856,1272976487.28125,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.22,0.916456971849714,28.69321686880929,0.0948896396106907,10.83738991192409,15.194499969482422,0.5208257670913424,-1.0,86.3658926827567,170.0288145882743,0.5753812789916992,0.3042334701333727,3.3792283875601634,7.605938349451338,544918912.0,-1.0,3.4878600665501187,52695859492.57143,90770542884.57143,6159056493.714286,104240187977.14285,1758403506.2857144,54.59244874545506,545000000.0,0.15445062092372347,13102902.42857143,196.51683698381697,957227474.2857143,24116201.42857143,1930214.9285714286,751156498.2857143,-1.0,0.47303519930158344,1933646372.5714285,70985025.14285715,13080010.57142857,1235016089.8504465,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.23,0.2696430172239031,8.288728441510882,0.032301236476216987,3.5202993665422713,3.4016175951276506,0.10723320075443812,-1.0,20.173668997628347,28.531925746372764,0.16053821359361922,0.06583706395966667,0.7899819782802037,7.605938349451338,544980434.2857143,-1.0,0.80488007409232,8465376402.285714,14537181476.571428,997637046.8571428,16731604114.285715,266088685.7142857,88.58467374529157,545000000.0,0.04269342763083322,3239650.285714286,196.51683698381697,171898697.14285713,7048599.428571428,564634.2857142857,133665810.28571428,-1.0,0.10506670815604073,534623488.0,20132132.57142857,3640613.4285714286,94826421.46875,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.24,0.7804615497589111,14.561495099748884,0.015162637523774572,11.87918336050851,10.332320894513812,0.46915634189333233,-1.0,76.152097429548,175.1177738734654,0.3939694251332964,0.16400130305971414,3.036229678562709,7.605938349451338,544990921.1428572,-1.0,3.4850161416190013,44323174107.42857,76563663140.57143,5163950957.714286,87768954587.42857,1497223277.7142856,69.99659865243095,545000000.0,0.11204439188752854,8521434.714285715,196.51683698381697,729654784.0,16145273.92857143,1240934.25,620350756.5714285,-1.0,0.554736682346889,1310218185.142857,46920345.71428572,8514415.214285715,1097968905.955357,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.25,0.7001671280179705,21.38342830113002,0.6995745705706733,12.24455724443708,10.206070218767438,0.4785946863038199,-1.0,62.23004150390625,135.67884608677454,0.43789444650922504,0.16916122606822423,2.335237911769322,7.605938349451338,545059876.5714285,-1.0,2.5241167885916576,49710596096.0,85795721801.14285,5788083053.714286,98396543853.71428,1657967177.142857,62.730821337018696,545000000.0,0.11526472440787723,11046350.285714285,196.51683698381697,847051843.4107143,21795485.14285714,1909991.107142857,708305792.0,-1.0,0.3107799121311733,1740716214.857143,63455193.14285714,11436900.857142856,1114682998.4419644,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.26,0.5850287278493246,17.361948649088543,0.07252781217296916,8.734716733296713,7.492459615071614,0.30544749895731604,-1.0,48.65229797363281,99.1580301920573,0.3492348988850911,0.13344881435235342,1.8589464823404949,7.605938349451338,544963157.3333334,-1.0,1.9349498748779297,42364822869.333336,72911757312.0,4879482538.666667,83700181674.66667,1391374080.0,75.47089227040608,545000000.0,0.09301389753818512,10111091.0,196.51683698381697,737061312.0,20295055.333333332,1576834.1666666667,616362517.3333334,-1.0,0.2234762410322825,1622883370.6666667,59609904.0,10632152.0,783575738.9075521,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.27,0.3789330039705549,6.669701167515346,0.008327669863189956,5.585613659449986,5.42719841003418,0.21343504158513887,-1.0,20.54658944266183,169.6468505859375,0.1475431461419378,0.06425085770232337,0.7196634156363351,7.605938349451338,545009718.8571428,-1.0,0.8666362081255231,16796394240.0,29143730322.285713,2018105411.642857,33386363904.0,579457910.8571428,82.86597796848842,545000000.0,0.07030714196818214,3079145.629464286,196.51683698381697,273114191.4285714,5745612.18094308,383849.10714285716,229920003.7142857,-1.0,0.11946222611836024,452980992.0,15223949.714285715,3023649.895228795,522833209.4620536,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.28,0.6609459891915321,30.479909420013428,0.08066480921115725,9.737861156463623,9.102766513824463,0.48211222514510155,-1.0,71.39403629302979,162.68032455444336,0.46505116671323776,0.14978187158703804,3.0025106072425842,0.15418045967817307,544941624.0,-1.0,2.5030911453068256,47745613384.0,82314657792.0,5551006242.75,94453951724.0,1595551579.3125,60.42318308353424,545000000.0,0.10000770725309847,11038445.125,73.80062866210938,844264820.0,20449125.75,1653013.546875,676798400.0,-1.0,0.3514867052435875,1660221712.0,61660758.0,11040230.625,1103919688.3046875,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.29,0.6792688199451992,21.601155962262833,0.06936483776995113,11.43589619227818,10.330469403948102,0.5147794144494193,-1.0,63.28232029506138,139.59162248883928,0.4399744612830026,0.17125802380698069,2.281491688319615,0.15418045967817307,545026468.5714285,-1.0,2.5818141528538296,53096060635.42857,91650895286.85715,6186364928.0,105107874962.28572,1775186395.4285715,69.12865284511021,545000000.0,0.11432702200753349,11549558.0,73.80062866210938,898996498.2857143,22651769.14285714,1623580.75,755141595.4285715,-1.0,0.32118572081838337,1813944137.142857,64491096.0,11888176.857142856,1201883212.252232,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.3,0.4731431688581194,16.672753470284597,0.05405022416796003,3.83529772077288,3.198232650756836,0.18689829536846705,-1.0,37.176770891462056,40.837166922433035,0.3180544376373291,0.06214165261813572,1.284170423235212,0.15418045967817307,544981220.5714285,-1.0,1.3454342910221644,19163911899.42857,33014441106.285713,2271768576.0,37942900443.42857,603825956.5714285,75.84784357888358,545000000.0,0.04115296261651175,7067114.285714285,73.80062866210938,360010605.71428573,14573495.42857143,721713.2142857143,289043364.5714286,-1.0,0.10729598999023438,1084415177.142857,35127657.14285714,7617724.0,330349617.32589287,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.31,0.5327648435320173,8.246437890189034,0.017479993269911814,8.310859952654157,7.2655132838657925,0.31593702946390423,-1.0,58.81814793178013,141.20555768694197,0.26247720207486835,0.10537525159972054,2.001640660422189,0.15418045967817307,544991515.4285715,-1.0,2.914902482713972,30816219721.142857,53246387346.28571,3561645202.285714,61001058596.57143,1069893229.7142857,80.61145155770438,545000000.0,0.0721987634897232,3812545.785714286,73.80062866210938,488515346.28571427,6852409.857142857,891016.2142857143,422070729.14285713,-1.0,0.5588669606617519,624587520.0,26648228.0,3619036.214285714,813750218.6026785,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
0.32,1.0246621540614538,23.06278501238142,0.23859676904976368,15.736903326851982,13.839196068899971,0.6473680713347026,-1.0,99.57384381975446,203.86751229422433,0.561100925718035,0.22869848353522165,3.535940102168492,0.15418045967817307,545001627.4285715,-1.0,4.502227306365967,54338761289.14286,93800710144.0,6336181248.0,107575298340.57143,1817351021.7142856,59.41850716727121,545000000.0,0.15346932624067575,11983275.285714285,73.80062866210938,925004598.8571428,23584032.285714287,1693199.357142857,774765787.4285715,-1.0,0.7212257300104413,1880275236.5714285,67783782.85714285,12371442.214285715,1233866971.0267856,0.3215371668338775,101.0,2.0,6330.0,1.0,17.381187438964844,2655.0,1920.0,3.0,52.0,53.0,60.0,28.0,27.0,61.0,72.0,545.0,2.0,18.571603298187256,2736.0,1.0,60.0,2.203911781311035
