Time (s),% Linear Filtered,% Prims Clipped,% Prims Trivially Rejected,% Stalled on System Memory,% Texture L2 Miss,% Time Shading Vertices,% Vertex Fetch Stall,ALU / Fragment,ALU / Vertex,Average Polygon Area,Average Vertices / Polygon,Avg Bytes / Fragment,Avg Bytes / Vertex,Avg Preemption Delay,Clocks / Second,EFU / Fragment,EFU / Vertex,Fragment ALU Instructions / Sec (Full),Fragment ALU Instructions / Sec (Half),Fragment EFU Instructions / Second,Fragment Instructions / Second,Fragments Shaded / Second,GPU % Bus Busy,GPU Frequency,L1 Texture Cache Miss Per Pixel,Pre-clipped Polygons/Second,Preemptions / second,Read Total (Bytes/sec),Reused Vertices / Second,SP Memory Read (Bytes/Second),Texture Memory Read BW (Bytes/Second),Textures / Fragment,Textures / Vertex,Vertex Instructions / Second,Vertex Memory Read (Bytes/Second),Vertices Shaded / Second,Write Total (Bytes/sec),app_gpu_ms,app_rss_mb,app_uss_mb,app_vss_mb,application_layer_count,application_prediction_milliseconds,available_memory_mb,cpu-cycles,cpu_frequency_mhz,cpu_level,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,display_refresh_rate,gpu_frequency_mhz,gpu_level,gpu_util,mem_frequency_mhz,screen_tears_per_second,stale_frames_per_second,timewarp_gpu_ms
16.45,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,24828536929.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.47,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,24853211032.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.48,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,24879448911.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.49,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,21343989851.333332,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.5,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,19575668999.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.51,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.2557416558265686,377.0,69.0,7965.0,1.0,25.305883407592773,2715.0,19599378770.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.52,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19624083059.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.53,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,16919325676.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.54,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,16942055791.5,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.55,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.3194465637207,1.7855499982833862,2.854336261749268,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693921536.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642552000.0,71330658.85714285,1181527.75,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19650337398.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.56,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,24935133574.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.57,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,24954758864.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.58,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,24976656534.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.59,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25001009472.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.6,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,16972819180.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.61,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25026963327.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.62,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,18785606617.333332,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.63,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19696698164.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.64,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19714154655.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.65,50.36057662963867,1.3299141957291536,35.83218329293387,0.4577417307134185,34.222164154052734,1.7833020687103271,2.9431962966918945,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693093632.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642465600.0,71330658.85714285,1181010.25,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19737411991.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.66,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19762687439.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.67,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19788360502.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.68,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19815576263.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.69,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19843497792.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.7,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19872023495.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.71,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25054307270.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.72,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,17016286598.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.74,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,22494722927.5,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.75,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.39311218261719,1.7864147424697876,2.920266628265381,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693561920.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642219008.0,71330658.85714285,1180915.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25108061205.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.76,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.37994766235352,1.7839938402175903,2.8923938274383545,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693449664.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642115072.0,71330658.85714285,1180724.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25108061205.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.77,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.37994766235352,1.7839938402175903,2.8923938274383545,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693449664.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642115072.0,71330658.85714285,1180724.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,19930996601.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.78,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.37994766235352,1.7839938402175903,2.8923938274383545,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693449664.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642115072.0,71330658.85714285,1180724.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25130073589.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
16.79,50.336063385009766,1.3299141957291536,35.83218329293387,0.4577417307134185,33.37994766235352,1.7839938402175903,2.8923938274383545,-1.0,112.27139064243862,206.85998208182198,0.6636521049908229,0.2692085972854069,5.543556758335659,0.7236859798431396,545122624.0,-1.0,4.207533121109009,-1.0,94929918244.57143,-1.0,-1.0,693449664.0,100.0,545000000.0,0.15617281624249046,12162495.5,98.14487566266742,1409497988.5714285,22375231.07142857,2331230.4285714286,1191038989.7142856,-1.0,0.5837763037000384,642115072.0,71330658.85714285,1180724.375,158193.25,0.1204159557819366,103.0,2.0,6313.0,1.0,25.305883407592773,2715.0,25147814364.0,2361.0,3.0,76.0,75.0,74.0,48.0,60.0,87.0,90.0,456.0,2.0,30.789557099342343,3196.0,1.0,71.0,2.447383403778076
